global_idx,corruption,large_acc,large_nll,large_ent,large_acc_run,large_nll_run,large_ent_run,small_acc,small_nll,small_ent,small_acc_run,small_nll_run,small_ent_run,duo_acc,duo_nll,duo_ent,duo_acc_run,duo_nll_run,duo_ent_run,w_l
0,brightness/s5,0.71875,1.3544942140579224,2.219430685043335,0.71875,1.3544942140579224,2.219430685043335,0.7109375,1.6262457370758057,3.8334720134735107,0.7109375,1.6262457370758057,3.8334720134735107,0.7265625,1.3508371114730835,0.491349995136261,0.7265625,1.3508371114730835,0.491349995136261,0.8512575030326843
1,brightness/s5,0.6640625,1.2497053146362305,1.5951882600784302,0.69140625,1.3020997643470764,1.9073094725608826,0.6953125,1.8548779487609863,4.304325103759766,0.703125,1.740561842918396,4.068898558616638,0.6640625,1.5433892011642456,0.3327467143535614,0.6953125,1.4471131563186646,0.4120483547449112,0.9795849323272705
2,brightness/s5,0.6796875,1.3927510976791382,1.4826124906539917,0.6875,1.3323168754577637,1.7657438119252522,0.6875,1.894913673400879,4.441642761230469,0.6979166666666666,1.7920124530792236,4.193146626154582,0.6796875,1.7708792686462402,0.429210901260376,0.6901041666666666,1.5550351937611897,0.4177692035833995,0.9939950108528137
3,brightness/s5,0.7421875,1.2641985416412354,1.0359010696411133,0.701171875,1.3152872920036316,1.5832831263542175,0.734375,1.5857625007629395,3.8893182277679443,0.70703125,1.7404499650001526,4.117189526557922,0.7421875,1.746052622795105,0.2773597240447998,0.703125,1.6027895510196686,0.38266683369874954,0.9968453049659729
4,brightness/s5,0.7578125,1.100646734237671,0.9959116578102112,0.7125,1.2723591804504395,1.4658088326454162,0.734375,1.5468848943710327,3.812746047973633,0.7125,1.7017369508743285,4.056300830841065,0.7578125,1.4593324661254883,0.315039724111557,0.7140625,1.5740981340408324,0.36914141178131105,0.9977598190307617
5,brightness/s5,0.671875,1.4431365728378296,1.0677523612976074,0.7057291666666666,1.3008220791816711,1.3994660874207814,0.71875,1.5494234561920166,3.652158737182617,0.7135416666666666,1.6763513684272766,3.9889438152313232,0.671875,1.9787338972091675,0.37570539116859436,0.70703125,1.6415374279022217,0.3702354083458583,0.9969105124473572
6,brightness/s5,0.78125,0.980445146560669,0.8124513626098633,0.7165178571428571,1.2550539459500993,1.3156068410192217,0.7578125,1.4566528797149658,3.513420820236206,0.7198660714285714,1.6449658700398035,3.9210119588034495,0.78125,1.2956656217575073,0.3048093318939209,0.7176339285714286,1.5921271698815482,0.3608888259955815,0.9977723956108093
7,brightness/s5,0.734375,1.017594814300537,0.8834264278411865,0.71875,1.2253715544939041,1.2615842893719673,0.7109375,1.6936678886413574,3.97573184967041,0.71875,1.6510536223649979,3.9278519451618195,0.734375,1.3380813598632812,0.3227855861186981,0.7197265625,1.5603714436292648,0.35612592101097107,0.9986082911491394
8,brightness/s5,0.671875,1.2692803144454956,0.9443557262420654,0.7135416666666666,1.2302503055996366,1.2263366712464228,0.7109375,1.6084551811218262,3.82857084274292,0.7178819444444444,1.6463204622268677,3.9168207115597196,0.671875,1.7179148197174072,0.36420315504074097,0.7144097222222222,1.577876263194614,0.3570233914587233,0.9983154535293579
9,brightness/s5,0.734375,1.0699501037597656,0.8147721290588379,0.715625,1.2142202854156494,1.1851802170276642,0.71875,1.557159662246704,3.4876646995544434,0.71796875,1.6374043822288513,3.8739051103591917,0.734375,1.446840524673462,0.301466703414917,0.71640625,1.5647726893424987,0.3514677226543427,0.9979766011238098
