corruption,t_frac,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
glass_blur/s5,0.0,0.373876690864563,0.061033304780721664,0.373876690864563,0.061033304780721664,0.2421875,0.1953125,3.630469799041748,6.369293212890625
glass_blur/s5,0.01282051282051282,0.4490293264389038,0.06142739951610565,0.3832707703113556,0.06108256662264466,0.244140625,0.19140625,3.557288020849228,6.369324207305908
glass_blur/s5,0.02564102564102564,0.4602367877960205,0.05765537545084953,0.3928915224969387,0.06065416772617027,0.237060546875,0.17919921875,3.4646835811436176,6.3718923926353455
glass_blur/s5,0.038461538461538464,0.536838710308075,0.0670723021030426,0.41088492097333074,0.06145643452327931,0.247467041015625,0.17926025390625,3.325968903955072,6.366397865116596
glass_blur/s5,0.05128205128205128,0.6188647747039795,0.06442004442214966,0.43688240268966183,0.061826885760638106,0.2526664733886719,0.17345428466796875,3.128341205243487,6.365747100673616
glass_blur/s5,0.0641025641025641,0.53823322057724,0.06404377520084381,0.4495512549256091,0.06210399694066382,0.2435441017150879,0.15958499908447266,2.984651214290352,6.361470988136716
glass_blur/s5,0.07692307692307693,0.6073418259620667,0.07004119455814362,0.4692750763051663,0.0630961466428488,0.2521635890007019,0.15916812419891357,2.8195501323616554,6.353852405547514
glass_blur/s5,0.08974358974358974,0.5340906381607056,0.06786000728607178,0.4773770215371087,0.06369162922325167,0.25775251537561417,0.16173304617404938,2.669114851610516,6.348793861865488
glass_blur/s5,0.10256410256410256,0.4476604461669922,0.08119749277830124,0.47366244961584414,0.06587986216763286,0.2528772009536624,0.1620242279022932,2.4920269903536365,6.332482112347634
glass_blur/s5,0.11538461538461539,0.373701810836792,0.08132300525903702,0.4611673697684626,0.06781025505405838,0.2398222383344546,0.16520869941450655,2.2647658561538915,6.3179509453844105
glass_blur/s5,0.1282051282051282,0.22967693209648132,0.07450754940509796,0.43223106505946496,0.06864741684793833,0.22156320854264777,0.16115917448769324,2.035734617761011,6.309463276094416
glass_blur/s5,0.14102564102564102,0.1253393143415451,0.08579225838184357,0.39386959621972495,0.07079052203967648,0.1977740574748168,0.17031115267673158,1.7899684546960697,6.292733412904482
glass_blur/s5,0.15384615384615385,0.09070108830928802,0.06739585846662521,0.35597353273092036,0.07036618909304507,0.1730523002904647,0.16367069609214013,1.5708586631965282,6.293505384706034
glass_blur/s5,0.16666666666666666,0.09439117461442947,0.0845237672328949,0.323275737966359,0.0721358863605263,0.1523973252541566,0.16664935908062262,1.376863413940637,6.280783643235516
glass_blur/s5,0.1794871794871795,0.0883561447262764,0.07614660263061523,0.2939107888113487,0.07263722589428742,0.13334765959738704,0.1614431891955448,1.2058538808934864,6.275355032256278
glass_blur/s5,0.19230769230769232,0.08835732191801071,0.08002246171236038,0.26821660544968146,0.07356038037154654,0.11667920214771366,0.1627471655461017,1.0560282611796117,6.265993088259949
glass_blur/s5,0.20512820512820512,0.09256907552480698,0.09241945296525955,0.24626066420907214,0.07591776444576066,0.10307086437924945,0.16584126985283898,0.9266548719585189,6.241584513140541
glass_blur/s5,0.21794871794871795,0.08837128430604935,0.08713619410991669,0.2265244917211943,0.07732006815378016,0.09116356883184326,0.1617126736212341,0.8112009321393662,6.2273976870961185
glass_blur/s5,0.23076923076923078,0.08837372809648514,0.0845654159784317,0.20925564626810564,0.07822573663186161,0.07976812272786285,0.16102983941857985,0.7101000605082096,6.221933102609098
glass_blur/s5,0.24358974358974358,0.08834220468997955,0.08971470594406128,0.19414146607083987,0.07966185779588657,0.06979710738688,0.15750267199125736,0.6241013616495961,6.208156356216676
glass_blur/s5,0.2564102564102564,0.08837315440177917,0.09830372035503387,0.1809204271122073,0.08199209061577999,0.06107246896352,0.1602757754923502,0.5463565139134469,6.18587104268477
glass_blur/s5,0.2692307692307692,0.08837495744228363,0.10733295977115631,0.16935224340346683,0.08515969926020203,0.05343841034308,0.1714913035558064,0.478332985847483,6.159562277934501
glass_blur/s5,0.28205128205128205,0.0883706584572792,0.1010015606880188,0.15922954528519337,0.08713993193867912,0.047735171550195,0.17446895311133062,0.4188378215095375,6.140975144628541
