corruption,n_refreshes,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc,n
brightness/s5,1,0.6190407276153564,0.4597218930721283,0.6190407276153564,0.4597218930721283,0.24273929678000708,-0.08073114672065676,0.7848035097122192,0.21519649028778076,0.7109375,0.7578125,0.75,128
brightness/s5,2,0.6105672121047974,0.43833643198013306,0.6105672121047974,0.43833643198013306,0.3462181936745091,-0.16432372943512502,0.8851538300514221,0.11484616994857788,0.65625,0.734375,0.6640625,128
brightness/s5,3,0.646415650844574,0.43119561672210693,0.646415650844574,0.43119561672210693,0.4747694222820333,-0.22064922991867114,0.941677451133728,0.05832254886627197,0.6640625,0.71875,0.671875,128
brightness/s5,4,0.6703430414199829,0.4956783354282379,0.6703430414199829,0.4956783354282379,0.5922532057135516,-0.11896815935197123,0.9450536370277405,0.05494636297225952,0.71875,0.7578125,0.71875,128
brightness/s5,5,0.6479778289794922,0.4364986717700958,0.6479778289794922,0.4364986717700958,0.601207763737194,-0.18717625878523983,0.959047794342041,0.040952205657958984,0.71875,0.75,0.71875,128
brightness/s5,6,0.6517876982688904,0.4913785457611084,0.6517876982688904,0.4913785457611084,0.6140571501398209,-0.11083274705038666,0.9478245973587036,0.05217540264129639,0.71875,0.703125,0.7421875,128
brightness/s5,7,0.665756106376648,0.3936525583267212,0.665756106376648,0.3936525583267212,0.6515548000219169,-0.2714086081611385,0.9756804704666138,0.02431952953338623,0.6640625,0.7109375,0.671875,128
brightness/s5,8,0.6832372546195984,0.4569432735443115,0.6832372546195984,0.4569432735443115,0.710121957116277,-0.222031567985773,0.9765375852584839,0.023462414741516113,0.75,0.7265625,0.75,128
brightness/s5,9,0.697523295879364,0.571193516254425,0.697523295879364,0.571193516254425,0.7728268030151635,0.032345380781196253,0.9508241415023804,0.04917585849761963,0.703125,0.71875,0.7109375,128
brightness/s5,10,0.6985670328140259,0.4992200434207916,0.6985670328140259,0.4992200434207916,0.8066551417619066,0.014612775966918871,0.9596187472343445,0.04038125276565552,0.6875,0.7109375,0.6875,128
