global_idx,corruption,large_acc,large_nll,large_ent,large_acc_run,large_nll_run,large_ent_run,small_acc,small_nll,small_ent,small_acc_run,small_nll_run,small_ent_run,duo_acc,duo_nll,duo_ent,duo_acc_run,duo_nll_run,duo_ent_run,w_l
0,gaussian_noise/s5,0.328125,3.733431577682495,4.421759605407715,0.328125,3.733431577682495,4.421759605407715,0.1640625,5.464189052581787,6.558229923248291,0.1640625,5.464189052581787,6.558229923248291,0.3671875,3.408259391784668,4.144861221313477,0.3671875,3.408259391784668,4.144861221313477,0.5
1,gaussian_noise/s5,0.3671875,3.255919933319092,4.286934852600098,0.34765625,3.4946757555007935,4.354347229003906,0.15625,5.4429545402526855,6.583433151245117,0.16015625,5.453571796417236,6.570831537246704,0.3984375,3.025202751159668,4.016681671142578,0.3828125,3.216731071472168,4.080771446228027,0.5
2,gaussian_noise/s5,0.296875,4.01447868347168,4.561351776123047,0.3307291666666667,3.6679433981577554,4.423348744710286,0.109375,5.703281879425049,6.598122596740723,0.14322916666666666,5.536808490753174,6.579928557078044,0.3046875,3.75941801071167,4.404496192932129,0.3567708333333333,3.3976267178853354,4.1886796951293945,0.5
3,gaussian_noise/s5,0.359375,3.513948440551758,4.279488563537598,0.337890625,3.629444658756256,4.387383699417114,0.1484375,5.552039623260498,6.546956539154053,0.14453125,5.540616273880005,6.571685552597046,0.359375,3.29291033744812,4.114847183227539,0.357421875,3.3714476227760315,4.170221567153931,0.5
4,gaussian_noise/s5,0.375,3.3891234397888184,4.389770984649658,0.3453125,3.5813804149627684,4.387861156463623,0.1484375,5.468552589416504,6.600839614868164,0.1453125,5.526203536987305,6.577516365051269,0.3984375,3.1565134525299072,4.146700859069824,0.365625,3.3284607887268067,4.165517425537109,0.5
5,gaussian_noise/s5,0.3125,3.7384181022644043,4.452361583709717,0.33984375,3.6075533628463745,4.398611227671306,0.125,5.68204402923584,6.596234321594238,0.14192708333333334,5.5521769523620605,6.580636024475098,0.3515625,3.552668333053589,4.275537014007568,0.36328125,3.3658287127812705,4.1838540236155195,0.5
6,gaussian_noise/s5,0.3046875,3.5731277465820312,4.330256462097168,0.33482142857142855,3.6026354176657542,4.388846261160714,0.140625,5.688026428222656,6.640072822570801,0.14174107142857142,5.571584020342145,6.589126995631626,0.3046875,3.3924171924591064,4.222713470458984,0.3549107142857143,3.369627067020961,4.189405373164585,0.5
7,gaussian_noise/s5,0.3515625,3.610063076019287,4.514762878417969,0.3369140625,3.6035638749599457,4.404585838317871,0.09375,5.592461109161377,6.5807600021362305,0.1357421875,5.57419365644455,6.588081121444702,0.40625,3.3473446369171143,4.358586311340332,0.361328125,3.3668417632579803,4.210552990436554,0.5
8,gaussian_noise/s5,0.390625,3.3857192993164062,4.174077987670898,0.3428819444444444,3.5793589221106634,4.378973854912652,0.1796875,5.424407958984375,6.599274635314941,0.140625,5.557550801171197,6.589324845208062,0.421875,3.1268157958984375,3.9468917846679688,0.3680555555555556,3.340172211329142,4.1812573009067115,0.5
9,gaussian_noise/s5,0.328125,3.593465805053711,4.409174919128418,0.34140625,3.5807696104049684,4.381993961334229,0.140625,5.504526138305664,6.578315734863281,0.140625,5.552248334884643,6.588223934173584,0.3828125,3.3113515377044678,4.196310520172119,0.36953125,3.337290143966675,4.182762622833252,0.5
