global_idx,corruption,n,large_acc,large_nll,large_ent,large_acc_run,large_nll_run,large_ent_run,small_acc,small_nll,small_ent,small_acc_run,small_nll_run,small_ent_run,duo_acc,duo_nll,duo_ent,duo_acc_run,duo_nll_run,duo_ent_run,w_l
19,brightness/s5,128,0.703125,1.25639808177948,1.643197774887085,0.694140625,1.3584156334400177,1.9110011875629425,0.6796875,1.580840826034546,2.919135570526123,0.717578125,1.4847018659114837,3.3190281271934508,0.703125,1.4745361804962158,0.3964110314846039,0.701171875,1.5282393932342528,0.45945905447006224,0.9350825548171997
20,brightness/s5,128,0.7109375,1.2458800077438354,1.5210208892822266,0.6949404761904762,1.353056794121152,1.8924306971686227,0.71875,1.1909593343734741,2.0185766220092773,0.7176339285714286,1.4707141263144357,3.2571018650418235,0.734375,1.4319230318069458,0.3542806804180145,0.7027529761904762,1.5236528998329526,0.4544505604675838,0.8939591646194458
21,brightness/s5,128,0.65625,1.2929567098617554,1.7238211631774902,0.6931818181818182,1.350324972109361,1.884766627441753,0.6640625,1.4558944702148438,2.690244436264038,0.7151988636363636,1.470040505582636,3.231335618279197,0.6796875,1.4078911542892456,0.5129286050796509,0.7017045454545454,1.5183910023082385,0.4571086534044959,0.8918630480766296
22,brightness/s5,128,0.6953125,1.3196183443069458,1.491166353225708,0.6932744565217391,1.348989901335343,1.8676535720410554,0.7109375,1.2172315120697021,2.2039852142333984,0.7150135869565217,1.4590488102125085,3.1866682094076406,0.6953125,1.5274826288223267,0.3651677370071411,0.7014266304347826,1.5187862904175469,0.45311122225678485,0.8767071962356567
23,brightness/s5,128,0.7109375,1.3231395483016968,1.5591893196105957,0.6940104166666666,1.3479128032922745,1.854800894856453,0.7109375,1.2765682935714722,2.3434581756591797,0.71484375,1.4514454553524654,3.151534458001455,0.734375,1.4861595630645752,0.4184013307094574,0.7027994791666666,1.5174268434445064,0.4516649767756462,0.8671713471412659
24,brightness/s5,128,0.6796875,1.349827766418457,1.4388295412063599,0.6934375,1.3479894018173217,1.8381620407104493,0.703125,1.4227949380874634,2.2995567321777344,0.714375,1.4502994346618652,3.1174553489685057,0.7109375,1.6330100297927856,0.3742300271987915,0.703125,1.5220501708984375,0.44856757879257203,0.8813033103942871
25,brightness/s5,128,0.7421875,1.1114338636398315,1.3878161907196045,0.6953125,1.3388911118874183,1.8208410464800322,0.734375,1.211933970451355,2.183216094970703,0.7151442307692307,1.4411315321922302,3.0815230699685903,0.7578125,1.241431713104248,0.3536207377910614,0.7052283653846154,1.5112571532909687,0.44491577721559084,0.8772686123847961
26,brightness/s5,128,0.7109375,1.1904703378677368,1.523808240890503,0.6958912037037037,1.3333940461829856,1.8098398314581976,0.7421875,1.2033675909042358,2.20987606048584,0.7161458333333334,1.432325460292675,3.049239847395155,0.734375,1.3433104753494263,0.3383992612361908,0.7063078703703703,1.5050369059598003,0.4409707210682057,0.8838860392570496
27,brightness/s5,128,0.6796875,1.5032732486724854,1.5015134811401367,0.6953125,1.3394611605576106,1.7988281760896956,0.71875,1.2259515523910522,2.2707414627075195,0.7162388392857143,1.4249549635819025,3.021436333656311,0.6875,1.7646703720092773,0.4212159514427185,0.7056361607142857,1.5143095297472817,0.4402651935815811,0.875159740447998
28,brightness/s5,128,0.6953125,1.2441940307617188,1.5095105171203613,0.6953125,1.336176087116373,1.7888517050907529,0.6953125,1.281009316444397,2.044456720352173,0.7155172413793104,1.419991320577161,2.98774738147341,0.7109375,1.3806179761886597,0.4241252541542053,0.7058189655172413,1.5096994761762947,0.4397086439461544,0.8426370024681091
29,brightness/s5,128,0.6875,1.3034718036651611,1.5565900802612305,0.6950520833333333,1.3350859443346659,1.7811096509297688,0.75,1.2409329414367676,2.155099868774414,0.7166666666666667,1.4140227079391479,2.959992464383443,0.703125,1.4103896617889404,0.46658048033714294,0.7057291666666666,1.5063891490300496,0.440604371825854,0.8529193997383118
30,brightness/s5,128,0.65625,1.3709067106246948,1.473183274269104,0.6938004032258065,1.336241452924667,1.7711765420052312,0.671875,1.423173189163208,1.967477798461914,0.7152217741935484,1.4143178847528273,2.9279758622569423,0.6640625,1.5339184999465942,0.44805383682250977,0.7043850806451613,1.5072771926080026,0.44084467714832676,0.8143349289894104
31,brightness/s5,128,0.6875,1.3306206464767456,1.4957921504974365,0.693603515625,1.3360658027231693,1.7625707797706127,0.7734375,1.1000889539718628,1.8949103355407715,0.717041015625,1.4044982306659222,2.895692564547062,0.7265625,1.3005775213241577,0.49404144287109375,0.705078125,1.5008178278803825,0.4425070760771632,0.7555630207061768
32,brightness/s5,128,0.78125,0.8749616146087646,1.239233374595642,0.6962594696969697,1.3220929485378843,1.7467120705228862,0.8046875,0.9640220403671265,1.524783968925476,0.7196969696969697,1.3911504673235344,2.8541498798312563,0.8046875,0.8575597405433655,0.3310372233390808,0.7080965909090909,1.4813251585671396,0.4391292017517668,0.7292284965515137
33,brightness/s5,128,0.7578125,1.0738601684570312,1.2494784593582153,0.6980698529411765,1.3147919844178593,1.7320875525474548,0.7734375,1.1798545122146606,1.7946641445159912,0.7212775735294118,1.3849358804085676,2.822988534674925,0.7734375,1.1927403211593628,0.3166358172893524,0.7100183823529411,1.4728373692316168,0.43552645514993105,0.7961676120758057
34,brightness/s5,128,0.65625,1.5504863262176514,1.4628076553344727,0.696875,1.321526108469282,1.7243938411985125,0.671875,1.4704437255859375,2.1862401962280273,0.7198660714285714,1.3873789616993495,2.8047957250050137,0.671875,1.8078116178512573,0.48063358664512634,0.7089285714285715,1.4824080620493207,0.43681523033550806,0.8506314754486084
35,brightness/s5,128,0.6953125,1.2463887929916382,1.390037178993225,0.6968315972222222,1.319438960817125,1.7151061561372545,0.75,1.0879875421524048,1.8151047229766846,0.720703125,1.379062533378601,2.7773043082820044,0.7265625,1.2916433811187744,0.4118136763572693,0.7094184027777778,1.4771090431345835,0.43612074272500145,0.7825068235397339
36,brightness/s5,128,0.7265625,1.2183177471160889,1.3351359367370605,0.6976351351351351,1.3167059550414215,1.70483669074806,0.6953125,1.239633321762085,1.6977694034576416,0.7200168918918919,1.3752941763078845,2.7481276892326973,0.7265625,1.3341253995895386,0.382829487323761,0.7098817567567568,1.4732446203360687,0.4346804385249679,0.7834144234657288
37,brightness/s5,128,0.734375,1.0633671283721924,1.1118853092193604,0.6986019736842105,1.310039143813284,1.6892327070236206,0.7734375,0.9593412280082703,1.6341745853424072,0.721422697368421,1.3643480460894735,2.7188131338671635,0.7421875,1.176204800605774,0.2725791931152344,0.7107319078947368,1.465427782974745,0.43041461627734334,0.8230024576187134
38,brightness/s5,128,0.7421875,1.061781883239746,1.3094377517700195,0.6997195512820513,1.303673573029347,1.6794943748376308,0.78125,0.9777773022651672,1.7317821979522705,0.7229567307692307,1.3544359757350042,2.693504648330884,0.7578125,1.049363374710083,0.3775075674057007,0.7119391025641025,1.4547594648141127,0.4290580252806346,0.8092907667160034
39,brightness/s5,128,0.6796875,1.4595947265625,1.4172104597091675,0.69921875,1.3075716018676757,1.6729372769594193,0.703125,1.225616693496704,1.7634612321853638,0.7224609375,1.3512154936790466,2.670253562927246,0.6875,1.53602135181427,0.4336230158805847,0.711328125,1.4567910119891168,0.4291721500456333,0.7825479507446289
40,brightness/s5,128,0.71875,1.1403155326843262,1.18482506275177,0.6996951219512195,1.3034921855461308,1.661032101003135,0.6953125,1.3247785568237305,1.7263202667236328,0.7217987804878049,1.350570690341112,2.647230799605207,0.734375,1.3501383066177368,0.31512176990509033,0.711890243902439,1.4541897264922536,0.4263904334568396,0.8231360912322998
41,brightness/s5,128,0.78125,1.185544490814209,1.207680583000183,0.7016369047619048,1.3006839071001326,1.6502380172411601,0.7421875,1.1382869482040405,1.5688977241516113,0.7222842261904762,1.3455163155283247,2.621556202570597,0.7890625,1.425400733947754,0.29676109552383423,0.7137276785714286,1.4535042742888133,0.4233040206489109,0.8325523138046265
42,brightness/s5,128,0.7421875,1.116437554359436,1.058452844619751,0.7025799418604651,1.2963991081991861,1.6364755713662436,0.7421875,0.9318113327026367,1.4536166191101074,0.7227470930232558,1.3358952694160993,2.5943948169087254,0.7421875,1.3381173610687256,0.2239740639925003,0.7143895348837209,1.4508208577022996,0.4186684402615525,0.8514856696128845
43,brightness/s5,128,0.734375,0.9539714455604553,1.2983043193817139,0.7033025568181818,1.288616661321033,1.6287898610938678,0.7265625,1.0993075370788574,1.788733959197998,0.7228338068181818,1.3305182754993439,2.5760843428698452,0.765625,0.9408823251724243,0.37883079051971436,0.7155539772727273,1.439231345599348,0.41776303913105617,0.8264085650444031
44,brightness/s5,128,0.7734375,1.0559132099151611,1.3032665252685547,0.7048611111111112,1.2834454735120138,1.6215560091866388,0.734375,1.1331645250320435,1.5738331079483032,0.7230902777777778,1.3261326366000705,2.553812093204922,0.765625,1.0499093532562256,0.4160238802433014,0.7166666666666667,1.4305797457695006,0.41772439115577276,0.7700435519218445
45,brightness/s5,128,0.703125,1.2390135526657104,1.2231941223144531,0.7048233695652174,1.282479562189268,1.6128959681676782,0.7109375,1.303442358970642,1.3671646118164062,0.7228260869565217,1.325639369695083,2.528015408826911,0.7421875,1.4093961715698242,0.3219258189201355,0.7172214673913043,1.430119233286899,0.4156418134984763,0.7344291806221008
46,brightness/s5,128,0.640625,1.549002766609192,1.3907802104949951,0.7034574468085106,1.2881502686662878,1.608170100983153,0.5625,1.6143295764923096,1.492294430732727,0.7194148936170213,1.331781714520556,2.5059787922717156,0.640625,1.761528730392456,0.4475034177303314,0.715591755319149,1.437170499182762,0.4163197199714945,0.6675781011581421
47,brightness/s5,128,0.71875,1.1958849430084229,1.1137709617614746,0.7037760416666666,1.286228074381749,1.5978701189160347,0.75,1.092938780784607,1.3761519193649292,0.7200520833333334,1.3268058200677235,2.482440732419491,0.7421875,1.3257594108581543,0.28362274169921875,0.7161458333333334,1.434849434842666,0.41355519959082204,0.7309587001800537
48,brightness/s5,128,0.6953125,1.3374847173690796,1.331200122833252,0.7036033163265306,1.2872741283202658,1.5924278740980187,0.6875,1.2997314929962158,1.8653110265731812,0.7193877551020408,1.32625328278055,2.469846248626709,0.7109375,1.4352649450302124,0.4515536427497864,0.7160395408163265,1.4348579146424119,0.4143306780226377,0.7646121978759766
49,brightness/s5,128,0.625,1.7420668601989746,1.4594526290893555,0.70203125,1.29636998295784,1.5897683691978455,0.6640625,1.5351536273956299,1.8015308380126953,0.71828125,1.3304312896728516,2.456479940414429,0.640625,1.9975320100784302,0.4893706738948822,0.71453125,1.4461113965511323,0.4158314779400826,0.7750183343887329
50,brightness/s5,128,0.71875,1.1942185163497925,1.387077808380127,0.702359068627451,1.2943670130243488,1.5857940444759293,0.7265625,1.230650544166565,1.4863736629486084,0.7184436274509803,1.328474804466846,2.4374582486994125,0.7578125,1.2378402948379517,0.42963945865631104,0.7153799019607843,1.442027649458717,0.4161022226600086,0.7196513414382935
51,brightness/s5,128,0.6328125,1.4360452890396118,1.1195337772369385,0.7010216346153846,1.2970915952554116,1.5768275008751795,0.703125,1.2458456754684448,1.3134026527404785,0.7181490384615384,1.3268857827553382,2.4158417949309716,0.6640625,1.6630024909973145,0.3228445053100586,0.7143930288461539,1.4462771656421514,0.4143088050186634,0.7141137719154358
52,brightness/s5,128,0.671875,1.3867948055267334,1.255228042602539,0.7004716981132075,1.2987841086567573,1.5707595865681487,0.6953125,1.248818039894104,1.409033179283142,0.7177181603773585,1.3254128064749375,2.3968454059564843,0.6875,1.4638136625289917,0.4116535484790802,0.7138856132075472,1.4466080429419033,0.41425870583867125,0.6563665866851807
53,brightness/s5,128,0.7109375,1.280426263809204,1.1800029277801514,0.7006655092592593,1.2984441485669878,1.5635233521461487,0.65625,1.3534833192825317,1.7610799074172974,0.7165798611111112,1.3259326307861894,2.385071970798351,0.734375,1.4772239923477173,0.3700841963291168,0.7142650462962963,1.4471750049679368,0.4134406593662721,0.7821448445320129
54,brightness/s5,128,0.7265625,1.0498076677322388,1.1216808557510376,0.7011363636363637,1.2939234852790833,1.5554898522116922,0.734375,1.1266653537750244,1.2879571914672852,0.7169034090909091,1.3223095893859864,2.3651244293559683,0.7578125,1.0876721143722534,0.37009578943252563,0.7150568181818182,1.440638588775288,0.41265257082202217,0.7118550539016724
55,brightness/s5,128,0.6796875,1.6287074089050293,1.3399536609649658,0.7007533482142857,1.2999017696295465,1.5516409916537148,0.6953125,1.4427545070648193,1.4654743671417236,0.7165178571428571,1.324460391487394,2.3490592496735707,0.703125,1.717650055885315,0.4712534546852112,0.71484375,1.4455852221165384,0.413699015176722,0.6838528513908386
56,brightness/s5,128,0.765625,1.1427412033081055,1.0855491161346436,0.701891447368421,1.2971445667116266,1.5434639412060118,0.734375,1.2307661771774292,1.1648211479187012,0.7168311403508771,1.3228166333416052,2.32828314262524,0.7578125,1.3337746858596802,0.3357509970664978,0.7155975877192983,1.443623633761155,0.4123315060870689,0.6881944537162781
57,brightness/s5,128,0.7109375,1.1740070581436157,1.1757233142852783,0.7020474137931034,1.2950215062190746,1.5371235855694474,0.7265625,1.0011848211288452,1.198542833328247,0.7169989224137931,1.3172712572689713,2.308804861430464,0.75,1.1346981525421143,0.3857136368751526,0.7161907327586207,1.4382973323608268,0.4118725773075531,0.6504844427108765
58,brightness/s5,128,0.6796875,1.2264248132705688,1.1158971786499023,0.7016684322033898,1.2938588504063882,1.5299841549436926,0.6796875,1.3090503215789795,1.2834453582763672,0.7163665254237288,1.3171319193759208,2.2914258868007336,0.71875,1.3199946880340576,0.33881133794784546,0.7162341101694916,1.4362922027959661,0.4106342512167106,0.6812721490859985
59,brightness/s5,128,0.7109375,1.167128086090088,1.1302776336669922,0.7018229166666666,1.2917466710011165,1.523322379589081,0.75,1.0454273223876953,1.4676233530044556,0.7169270833333333,1.312603509426117,2.2776958445707955,0.7734375,1.2155042886734009,0.3536474108695984,0.7171875,1.4326124042272568,0.40968447054425877,0.7173596024513245
60,brightness/s5,128,0.703125,1.2820546627044678,1.129308819770813,0.701844262295082,1.2915877856192042,1.5168631409035354,0.6796875,1.2582738399505615,1.3660728931427002,0.7163165983606558,1.3117128591068457,2.262751206022794,0.703125,1.3931821584701538,0.3241269886493683,0.7169569672131147,1.4319660067558289,0.4082818888738507,0.750682532787323
61,brightness/s5,128,0.6640625,1.342085361480713,1.2489302158355713,0.7012348790322581,1.2924022626492284,1.5125416421121167,0.6875,1.2495783567428589,1.194270372390747,0.715851814516129,1.310710689713878,2.245517644190019,0.703125,1.426682710647583,0.382222980260849,0.7167338709677419,1.4318807923024701,0.4078615838962217,0.6540021300315857
62,brightness/s5,128,0.7421875,1.1309810876846313,1.0968981981277466,0.7018849206349206,1.2898400217767745,1.5059441271282377,0.703125,1.127584457397461,1.3583567142486572,0.7156498015873016,1.307803924121554,2.2314357246671404,0.765625,1.1533795595169067,0.3756515681743622,0.7175099206349206,1.4274601378138103,0.4073503138053985,0.6637637615203857
63,brightness/s5,128,0.75,1.2674964666366577,1.0935494899749756,0.70263671875,1.2894909037277102,1.499500460922718,0.703125,1.2839733362197876,1.1430528163909912,0.7154541015625,1.3074315711855888,2.2144297417253256,0.7421875,1.4100531339645386,0.34768202900886536,0.7178955078125,1.4271881533786654,0.40641799685545266,0.6561356782913208
64,brightness/s5,128,0.71875,1.1479929685592651,1.293914794921875,0.7028846153846153,1.2873140124174265,1.496337604522705,0.6875,1.1340380907058716,1.191474199295044,0.7150240384615385,1.3047639791782086,2.198691964149475,0.71875,1.0344326496124268,0.4548347592353821,0.7179086538461539,1.421145761013031,0.4071628701228362,0.5381886959075928
65,brightness/s5,128,0.7578125,0.8347336649894714,0.9911999702453613,0.7037168560606061,1.2804567344260938,1.4886840040033513,0.8125,0.7507514953613281,1.1219944953918457,0.716500946969697,1.2963698506355286,2.182378366137996,0.7890625,0.7729741334915161,0.2820192277431488,0.7189867424242424,1.4113249787778566,0.40526675432920456,0.6108038425445557
66,brightness/s5,128,0.7578125,1.031612515449524,1.0455589294433594,0.7045242537313433,1.276742641605548,1.4820701969203665,0.734375,1.1182838678359985,1.2332595586776733,0.7167677238805971,1.293711850892252,2.168212413787842,0.78125,1.1152960062026978,0.3724529445171356,0.7199160447761194,1.4069066359036004,0.40477699597380057,0.6940775513648987
67,brightness/s5,128,0.6640625,1.3931646347045898,1.0920624732971191,0.7039292279411765,1.2784547297393574,1.4763347892200245,0.6796875,1.0296282768249512,1.1737306118011475,0.7162224264705882,1.2898282689206741,2.1535876814056847,0.6796875,1.4411795139312744,0.3636312484741211,0.7193244485294118,1.407410648815772,0.4041719114517464,0.6940385103225708
68,brightness/s5,128,0.75,1.12516450881958,1.179396390914917,0.7045969202898551,1.276233132334723,1.4720313341721245,0.7421875,1.1140127182006836,1.2130333185195923,0.716598731884058,1.287280217460964,2.1399564587551616,0.78125,0.9938311576843262,0.42476627230644226,0.7202219202898551,1.4014167431472004,0.40447038044964057,0.6060376167297363
69,brightness/s5,128,0.7109375,1.1777215003967285,1.0133596658706665,0.7046875,1.2748258233070373,1.465478881767818,0.7109375,1.0310043096542358,1.065760612487793,0.7165178571428571,1.283619133063725,2.1246108038084848,0.734375,1.2361990213394165,0.3716818690299988,0.7204241071428571,1.3990564899785178,0.4040019731436457,0.6477099061012268
70,brightness/s5,128,0.7265625,1.073671817779541,1.0354636907577515,0.7049955985915493,1.2719926682996079,1.4594223297817606,0.6953125,1.2000044584274292,1.1007330417633057,0.7162191901408451,1.2824414615899744,2.1101899902585526,0.7734375,1.1085211038589478,0.3630601167678833,0.7211707746478874,1.394964442286693,0.40342532727919833,0.6609093546867371
71,brightness/s5,128,0.7421875,1.1252706050872803,1.236943244934082,0.7055121527777778,1.2699548618661032,1.4563323424922094,0.703125,1.2192587852478027,1.3518279790878296,0.7160373263888888,1.2815639244185553,2.099657184547848,0.7578125,1.1148110628128052,0.44762617349624634,0.7216796875,1.3910734231273334,0.4040392279211018,0.6704109311103821
72,brightness/s5,128,0.78125,0.964762806892395,0.9347687363624573,0.7065496575342466,1.2657741487842717,1.4491876355589253,0.734375,1.0803171396255493,1.1383144855499268,0.7162885273972602,1.2788071191474184,2.0864881064793837,0.78125,1.0659085512161255,0.3301752805709839,0.7224957191780822,1.3866191098134812,0.4030273930258947,0.7260587215423584
73,brightness/s5,128,0.7578125,1.0336055755615234,0.9604977369308472,0.7072423986486487,1.262636735632613,1.4425837180098973,0.734375,1.2077723741531372,0.9346507787704468,0.7165329391891891,1.2778471901610091,2.0709227371860193,0.78125,1.1697700023651123,0.3134312033653259,0.7232896959459459,1.3836887164695844,0.4018166337061573,0.6358446478843689
74,brightness/s5,128,0.6796875,1.4025921821594238,1.1568098068237305,0.706875,1.2645028082529703,1.4387733991940816,0.6796875,1.3871365785598755,1.0926377773284912,0.7160416666666667,1.2793043820063272,2.0578789377212523,0.71875,1.4600566625595093,0.3991177976131439,0.7232291666666667,1.3847069557507832,0.4017806492249171,0.561172366142273
75,brightness/s5,128,0.71875,1.0984179973602295,1.0462346076965332,0.70703125,1.2623174817938554,1.4336084150954296,0.7578125,1.0265588760375977,1.021335244178772,0.7165912828947368,1.275978783243581,2.044240204911483,0.765625,0.9691095352172852,0.3865773677825928,0.7237870065789473,1.3792385686385005,0.4015806060480444,0.5528722405433655
76,brightness/s5,128,0.734375,1.1196695566177368,1.0700196027755737,0.7073863636363636,1.2604649113370228,1.428886482467899,0.734375,1.1022478342056274,1.1367400884628296,0.7168222402597403,1.273722537152179,2.0324544891134484,0.7578125,1.1353473663330078,0.3850768804550171,0.7242288961038961,1.3760711504267407,0.40136627194943364,0.6378748416900635
77,brightness/s5,128,0.671875,1.1537137031555176,1.0900431871414185,0.7069310897435898,1.2590963061039264,1.4245423376560211,0.7109375,0.9810383319854736,0.9648429751396179,0.7167467948717948,1.2699701755474775,2.01876716201122,0.703125,1.1184937953948975,0.37666523456573486,0.7239583333333334,1.3727688766442812,0.40104959198297596,0.5921631455421448
78,brightness/s5,128,0.71875,1.2515980005264282,1.1354951858520508,0.7070806962025317,1.2590013908434519,1.4208835129496418,0.7265625,1.2507343292236328,1.0243786573410034,0.7168710443037974,1.2697266838218593,2.006179965749572,0.7421875,1.1954944133758545,0.4161854386329651,0.724189082278481,1.3705248960965797,0.40124118497854544,0.5141594409942627
79,brightness/s5,128,0.765625,0.9792649745941162,0.8949004411697388,0.7078125,1.2555046856403351,1.4143087245523929,0.71875,1.0799888372421265,0.9314649105072021,0.71689453125,1.2673549607396126,1.992746027559042,0.765625,0.9950156211853027,0.3306131660938263,0.72470703125,1.3658310301601886,0.4003583347424865,0.5815657377243042
80,brightness/s5,128,0.765625,1.1216583251953125,0.8723015785217285,0.7085262345679012,1.2538522614373102,1.4076172783051009,0.734375,0.934634268283844,0.9128490686416626,0.7171103395061729,1.2632472978697882,1.9794139663378398,0.7734375,1.112489104270935,0.31182289123535156,0.7253086419753086,1.3627033520627905,0.3992653045757317,0.5801010727882385
81,brightness/s5,128,0.765625,1.2034518718719482,0.8464645147323608,0.7092225609756098,1.2532376225401716,1.4007739519200675,0.7578125,0.9593107104301453,0.838737964630127,0.7176067073170732,1.2595407541205244,1.9655032833901847,0.7578125,1.2833861112594604,0.28727060556411743,0.7257050304878049,1.3617360686383597,0.397899515563395,0.598155677318573
