corruption,batch_in_corruption,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc
brightness/s5,1,0.6640625,0.703125,0.6640625,0.703125,0.6814511407967541,0.8622235106038793,0.49548080563545227,0.5045191943645477,0.6640625,0.703125,0.71875
brightness/s5,2,0.6640625,0.6640625,0.6640625,0.6640625,0.6814511407967541,0.6814511407967541,0.5,0.5,0.6640625,0.6640625,0.7109375
brightness/s5,3,0.671875,0.6796875,0.671875,0.6796875,0.7166776779701394,0.752336051950276,0.49910852313041687,0.5008914768695831,0.671875,0.6796875,0.71875
brightness/s5,4,0.6796875,0.734375,0.6796875,0.734375,0.752336051950276,1.0169342576538425,0.4933854341506958,0.5066145658493042,0.6796875,0.734375,0.734375
brightness/s5,5,0.6640625,0.65625,0.6640625,0.65625,0.6814511407967541,0.6466271649250525,0.5008705854415894,0.49912941455841064,0.6640625,0.65625,0.703125
brightness/s5,6,0.7265625,0.734375,0.7265625,0.734375,0.9772514316638422,1.0169342576538425,0.4990078806877136,0.5009921193122864,0.7265625,0.734375,0.7578125
brightness/s5,7,0.7578125,0.765625,0.7578125,0.765625,1.1407237740182365,1.1837700970084166,0.4989238381385803,0.5010761618614197,0.7578125,0.765625,0.8203125
brightness/s5,8,0.7109375,0.71875,0.7109375,0.71875,0.8999415938726256,0.9382696385929302,0.4990417957305908,0.5009582042694092,0.7109375,0.71875,0.75
brightness/s5,9,0.7421875,0.7265625,0.7421875,0.7265625,1.0573693301340605,0.9772514316638422,0.5020029544830322,0.4979970455169678,0.7421875,0.7265625,0.78125
brightness/s5,10,0.6640625,0.6640625,0.6640625,0.6640625,0.6814511407967541,0.6814511407967541,0.5,0.5,0.6640625,0.6640625,0.7265625
brightness/s5,11,0.640625,0.6875,0.640625,0.6875,0.578077850775158,0.7884573603642703,0.49474072456359863,0.5052592754364014,0.640625,0.6875,0.71875
brightness/s5,12,0.7265625,0.703125,0.7265625,0.703125,0.9772514316638422,0.8622235106038793,0.5028756856918335,0.4971243143081665,0.7265625,0.703125,0.7734375
brightness/s5,13,0.734375,0.7578125,0.734375,0.7578125,1.0169342576538425,1.1407237740182365,0.49690529704093933,0.5030947029590607,0.734375,0.7578125,0.78125
brightness/s5,14,0.625,0.6328125,0.625,0.6328125,0.5108256237659907,0.5443015529623801,0.49916312098503113,0.5008368790149689,0.625,0.6328125,0.671875
brightness/s5,15,0.671875,0.78125,0.671875,0.78125,0.7166776779701394,1.2729656758128876,0.4860963821411133,0.5139036178588867,0.671875,0.78125,0.7109375
