corruption,batch_in_corruption,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc
brightness/s5,1,0.7109375,0.6328125,0.7109375,0.6328125,0.8999415938726256,0.5443015529623801,0.587984561920166,0.412015438079834,0.7109375,0.6328125,0.7109375
brightness/s5,2,0.6953125,0.6484375,0.6953125,0.6484375,0.8250747236024933,0.6121781180262782,0.5530240535736084,0.4469759464263916,0.6953125,0.6484375,0.703125
brightness/s5,3,0.6640625,0.6328125,0.6640625,0.6328125,0.6814511407967541,0.5443015529623801,0.5342337489128113,0.4657662510871887,0.6640625,0.6328125,0.703125
brightness/s5,4,0.734375,0.59375,0.734375,0.59375,1.0169342576538425,0.3794896217049037,0.6541755795478821,0.3458244204521179,0.734375,0.59375,0.7578125
brightness/s5,5,0.734375,0.6015625,0.734375,0.6015625,1.0169342576538425,0.41197978912935806,0.646789014339447,0.353210985660553,0.734375,0.6015625,0.734375
brightness/s5,6,0.71875,0.6171875,0.71875,0.6171875,0.9382696385929302,0.47762755435639487,0.6131665110588074,0.3868334889411926,0.71875,0.6171875,0.7109375
brightness/s5,7,0.7578125,0.6484375,0.7578125,0.6484375,1.1407237740182365,0.6121781180262782,0.6291438937187195,0.3708561062812805,0.7578125,0.6484375,0.78125
brightness/s5,8,0.703125,0.5546875,0.703125,0.5546875,0.8622235106038793,0.21962860920676536,0.6553398370742798,0.3446601629257202,0.703125,0.5546875,0.7265625
brightness/s5,9,0.71875,0.5625,0.71875,0.5625,0.9382696385929302,0.25131442828090617,0.6652892231941223,0.3347107768058777,0.71875,0.5625,0.71875
brightness/s5,10,0.71875,0.6171875,0.71875,0.6171875,0.9382696385929302,0.47762755435639487,0.6131665110588074,0.3868334889411926,0.71875,0.6171875,0.7578125
brightness/s5,11,0.765625,0.5859375,0.765625,0.5859375,1.1837700970084166,0.34719619998418855,0.6977431774139404,0.30225682258605957,0.765625,0.5859375,0.7734375
