corruption,batch_in_corruption,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc
brightness/s5,1,0.7109375,0.6328125,0.7109375,0.6328125,0.4499707969363128,0.27215077648119007,0.5443382263183594,0.4556617736816406,0.7109375,0.6328125,0.71875
brightness/s5,2,0.6953125,0.6484375,0.6953125,0.6484375,0.6375227602694031,0.44216444725373416,0.54868483543396,0.45131516456604004,0.6953125,0.6484375,0.703125
brightness/s5,3,0.6640625,0.6328125,0.6640625,0.6328125,0.6594869505330786,0.49323300010805715,0.5414680242538452,0.4585319757461548,0.6640625,0.6328125,0.703125
brightness/s5,4,0.734375,0.59375,0.734375,0.59375,0.8382106040934605,0.43636131090648045,0.5991318821907043,0.40086811780929565,0.734375,0.59375,0.7578125
brightness/s5,5,0.734375,0.6015625,0.734375,0.6015625,0.9275724308736515,0.42417055001791926,0.6232584118843079,0.37674158811569214,0.734375,0.6015625,0.734375
brightness/s5,6,0.71875,0.6171875,0.71875,0.6171875,0.9329210347332908,0.4508990521871571,0.6182252168655396,0.38177478313446045,0.71875,0.6171875,0.7109375
brightness/s5,7,0.7578125,0.6484375,0.7578125,0.6484375,1.0368224043757637,0.5315385851067176,0.6237002611160278,0.37629973888397217,0.7578125,0.6484375,0.78125
brightness/s5,8,0.703125,0.5546875,0.703125,0.5546875,0.9495229574898214,0.3755835971567415,0.6396716237068176,0.3603283762931824,0.703125,0.5546875,0.7265625
brightness/s5,9,0.71875,0.5625,0.71875,0.5625,0.9438962980413759,0.31344901271882386,0.6525908708572388,0.34740912914276123,0.71875,0.5625,0.71875
brightness/s5,10,0.71875,0.6171875,0.71875,0.6171875,0.9410829683171531,0.39553828353760934,0.6331012845039368,0.36689871549606323,0.71875,0.6171875,0.7421875
brightness/s5,11,0.765625,0.5859375,0.765625,0.5859375,1.0624265326627849,0.37136724176089897,0.6662025451660156,0.3337974548339844,0.765625,0.5859375,0.78125
