corruption,batch_in_corruption,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc
brightness/s5,1,0.6640625,0.703125,0.6640625,0.703125,0.6814511407967541,0.8622235106038793,0.28825753927230835,0.7117424607276917,0.6640625,0.703125,0.7265625
brightness/s5,2,0.6640625,0.6640625,0.6640625,0.6640625,0.6814511407967541,0.6814511407967541,0.5,0.5,0.6640625,0.6640625,0.7109375
brightness/s5,3,0.671875,0.6796875,0.671875,0.6796875,0.7166776779701394,0.752336051950276,0.45554471015930176,0.5444552898406982,0.671875,0.6796875,0.7265625
brightness/s5,4,0.671875,0.7265625,0.671875,0.7265625,0.7166776779701394,0.9772514316638422,0.2136826068162918,0.7863173931837082,0.671875,0.7265625,0.765625
brightness/s5,5,0.65625,0.6484375,0.65625,0.6484375,0.6466271649250525,0.6121781180262782,0.5429551601409912,0.4570448398590088,0.65625,0.6484375,0.6796875
brightness/s5,6,0.7265625,0.734375,0.7265625,0.734375,0.9772514316638422,1.0169342576538425,0.450558602809906,0.549441397190094,0.7265625,0.734375,0.7578125
brightness/s5,7,0.75,0.75,0.75,0.75,1.0986122886681098,1.0986122886681098,0.5,0.5,0.75,0.75,0.8046875
brightness/s5,8,0.6953125,0.7109375,0.6953125,0.7109375,0.8250747236024933,0.8999415938726256,0.40749409794807434,0.5925059020519257,0.6953125,0.7109375,0.765625
brightness/s5,9,0.7421875,0.7109375,0.7421875,0.7109375,1.0573693301340605,0.8999415938726256,0.6872166395187378,0.3127833604812622,0.7421875,0.7109375,0.765625
brightness/s5,10,0.65625,0.671875,0.65625,0.671875,0.6466271649250525,0.7166776779701394,0.41332119703292847,0.5866788029670715,0.65625,0.671875,0.71875
brightness/s5,11,0.640625,0.6875,0.640625,0.6875,0.578077850775158,0.7884573603642703,0.25886088609695435,0.7411391139030457,0.640625,0.6875,0.703125
brightness/s5,12,0.7265625,0.6953125,0.7265625,0.6953125,0.9772514316638422,0.8250747236024933,0.6815454959869385,0.3184545040130615,0.7265625,0.6953125,0.7578125
brightness/s5,13,0.7421875,0.7421875,0.7421875,0.7421875,1.0573693301340605,1.0573693301340605,0.5,0.5,0.7421875,0.7421875,0.78125
brightness/s5,14,0.609375,0.6640625,0.609375,0.6640625,0.44468582126144574,0.6814511407967541,0.234364852309227,0.765635147690773,0.609375,0.6640625,0.671875
brightness/s5,15,0.65625,0.78125,0.65625,0.78125,0.6466271649250525,1.2729656758128876,0.041818730533123016,0.958181269466877,0.65625,0.78125,0.78125
brightness/s5,16,0.7250000238418579,0.75,0.7250000238418579,0.75,0.9694006767710932,1.0986122886681098,0.3438783884048462,0.6561216115951538,0.7250000238418579,0.75,0.824999988079071
defocus_blur/s5,17,0.3359375,0.109375,0.3359375,0.109375,-0.6814511407967541,-2.097141118779237,0.9991576671600342,0.0008423328399658203,0.3359375,0.109375,0.3359375
defocus_blur/s5,18,0.2578125,0.15625,0.2578125,0.15625,-1.0573693301340605,-1.6863989535702288,0.9587171077728271,0.04128289222717285,0.2578125,0.15625,0.2734375
defocus_blur/s5,19,0.3515625,0.1171875,0.3515625,0.1171875,-0.6121781180262782,-2.0193376176101303,0.9991210103034973,0.0008789896965026855,0.3515625,0.1171875,0.3515625
defocus_blur/s5,20,0.28125,0.1640625,0.28125,0.1640625,-0.9382696385929302,-1.6283063967384832,0.9692366123199463,0.03076338768005371,0.28125,0.1640625,0.28125
defocus_blur/s5,21,0.265625,0.15625,0.265625,0.15625,-1.0169342576538425,-1.6863989535702288,0.9660170674324036,0.033982932567596436,0.265625,0.15625,0.2734375
defocus_blur/s5,22,0.3125,0.1640625,0.3125,0.1640625,-0.7884573603642702,-1.6283063967384832,0.9852149486541748,0.014785051345825195,0.3125,0.1640625,0.3125
defocus_blur/s5,23,0.34375,0.1171875,0.34375,0.1171875,-0.6466271649250525,-2.0193376176101303,0.9989558458328247,0.001044154167175293,0.34375,0.1171875,0.34375
defocus_blur/s5,24,0.3125,0.1171875,0.3125,0.1171875,-0.7884573603642702,-2.0193376176101303,0.9978804588317871,0.0021195411682128906,0.3125,0.1171875,0.3125
defocus_blur/s5,25,0.328125,0.1328125,0.328125,0.1328125,-0.7166776779701395,-1.8763168572561182,0.9969761371612549,0.003023862838745117,0.328125,0.1328125,0.328125
defocus_blur/s5,26,0.2734375,0.1171875,0.2734375,0.1171875,-0.9772514316638422,-2.0193376176101303,0.9945703148841858,0.005429685115814209,0.2734375,0.1171875,0.2734375
defocus_blur/s5,27,0.328125,0.2265625,0.328125,0.2265625,-0.7166776779701395,-1.2278240201481159,0.9279576539993286,0.07204234600067139,0.328125,0.2265625,0.34375
defocus_blur/s5,28,0.3203125,0.171875,0.3203125,0.171875,-0.752336051950276,-1.5723966407537513,0.9837023019790649,0.01629769802093506,0.3203125,0.171875,0.3203125
defocus_blur/s5,29,0.28125,0.109375,0.28125,0.109375,-0.9382696385929302,-2.097141118779237,0.9969645142555237,0.0030354857444763184,0.28125,0.109375,0.28125
defocus_blur/s5,30,0.2421875,0.0859375,0.2421875,0.0859375,-1.1407237740182365,-2.3642786619993856,0.9978014826774597,0.002198517322540283,0.2421875,0.0859375,0.2421875
defocus_blur/s5,31,0.2578125,0.171875,0.2578125,0.171875,-1.0573693301340605,-1.5723966407537513,0.9292442202568054,0.07075577974319458,0.2578125,0.171875,0.2578125
defocus_blur/s5,32,0.32500001788139343,0.17499999701976776,0.32500001788139343,0.17499999701976776,-0.7308874270321681,-1.5505974330534684,0.9836742877960205,0.016325712203979492,0.32500001788139343,0.17499999701976776,0.3375000059604645
fog/s5,33,0.40625,0.578125,0.40625,0.578125,-0.3794896217049037,0.31508104663989545,0.030094582587480545,0.9699054174125195,0.40625,0.578125,0.5859375
fog/s5,34,0.375,0.5390625,0.375,0.5390625,-0.5108256237659907,0.15656906069153992,0.03432433679699898,0.965675663203001,0.375,0.5390625,0.546875
fog/s5,35,0.5234375,0.640625,0.5234375,0.640625,0.09381875521765491,0.578077850775158,0.08156315982341766,0.9184368401765823,0.5234375,0.640625,0.65625
fog/s5,36,0.515625,0.625,0.515625,0.625,0.06252035698133393,0.5108256237659907,0.0960828959941864,0.9039171040058136,0.515625,0.625,0.6328125
fog/s5,37,0.4140625,0.5234375,0.4140625,0.5234375,-0.3471961999841886,0.09381875521765491,0.09929569810628891,0.9007043018937111,0.4140625,0.5234375,0.53125
fog/s5,38,0.5078125,0.6171875,0.5078125,0.6171875,0.03125254350410453,0.47762755435639487,0.09692440181970596,0.903075598180294,0.5078125,0.6171875,0.6328125
fog/s5,39,0.5234375,0.6796875,0.5234375,0.6796875,0.09381875521765491,0.752336051950276,0.035826392471790314,0.9641736075282097,0.5234375,0.6796875,0.6953125
fog/s5,40,0.484375,0.625,0.484375,0.625,-0.06252035698133393,0.5108256237659907,0.05382293835282326,0.9461770616471767,0.484375,0.625,0.6328125
