proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
nuclear_norm,linear,128,2355,0.8693771626297578,2010,2312,0.7769683229222818,0.8941005802707931,0.6598360655737705,2068,244,-0.057592191543858126,0.7475773712352177,0.5641306179688461,0.2628759573031423,0.4254954937678858,0.65230015619183,0.5474657838752406,0.9069174146774851,0.9523221170788196,0.9370884600317237
ac_mc,linear,128,2355,0.8667820069204152,2004,2312,0.77551764593969,0.8911992263056093,0.6598360655737705,2068,244,-0.043661563450012764,0.6079783455569481,0.5136131465773446,0.1367919274018188,0.41274994257703623,0.6424561794994552,0.5282883152861132,0.8259960243944773,0.9088432342238552,0.8728966030357467
atc,platt,128,2355,0.8339100346020761,1928,2312,0.7571424041601929,0.8544487427466151,0.6598360655737705,2068,244,0.047045407323200186,0.13493313687879532,0.22431867654666168,0.014737871934741732,0.30128960257872384,0.5488985357775368,0.40033821683979,0.7314774196390358,0.8552645319660086,0.8010850872184714
atc,linear,128,2355,0.8304498269896193,1920,2312,0.7552081681834036,0.8505802707930368,0.6598360655737705,2068,244,0.044462830354603335,0.1456989219526643,0.2265299777493146,0.006340163777312751,0.28974933543818926,0.5382836941968326,0.40033821683979,0.7156460753732442,0.8459586723790024,0.8010850872184714
atc,beta,128,2355,0.8269896193771626,1912,2312,0.7532739322066144,0.8467117988394585,0.6598360655737705,2068,244,-0.01938766756732921,0.48581237083419554,0.4095403551062443,0.054347663684808166,0.23648058990224607,0.4862926998241348,0.40033821683979,0.6761740230439471,0.8222980135230458,0.8010850872184714
prototype,identity,128,2355,0.5069204152249135,1172,2312,0.7171417699844627,0.4506769825918762,0.9836065573770492,2068,244,-0.0740965643224605,0.3758106780609011,0.6218416771072548,0.5403406501807293,0.6542819249758559,0.8088769529266215,0.6840279808642237,0.7834465190130757,0.8851251431368763,0.8193559957326934
prototype,identity,512,600,0.4797979797979798,285,594,0.717032967032967,0.4340659340659341,1.0,546,48,-0.07852181828938766,0.41019046104816503,0.6522293259455196,0.5566285292938353,0.6835582622640486,0.8267758234636815,0.6730445258398139,0.8031090581353433,0.8961635219843214,0.8213897193124201
prototype,identity,1024,300,0.4766666666666667,143,300,0.7166064981949458,0.4332129963898917,1.0,277,23,-0.07918853732589334,0.4165110636907327,0.6553916943148501,0.5693049186410574,0.6928043174774947,0.8323486754224426,0.6658404945756002,0.8139845790798955,0.9022109393483851,0.820078490137143
prototype,identity,2048,150,0.4666666666666667,70,150,0.7142857142857143,0.42857142857142855,1.0,140,10,-0.07950242635922516,0.4196220081505021,0.6585503727417961,0.5693535383079619,0.6965249545295131,0.8345807058215,0.6580326863914867,0.81645439106361,0.9035786579283566,0.8134735016388167
atc,identity,128,2355,0.21237024221453288,491,2312,0.5597195357833655,0.11943907156673114,1.0,2068,244,-0.19655950378522694,0.5137518514240382,0.40431567396993523,0.403708487133655,0.28974933543818926,0.5382836941968326,0.40033821683979,0.7156460753732441,0.8459586723790022,0.8010850872184714
atc,identity,1024,300,0.16666666666666666,50,300,0.5487364620938628,0.09747292418772563,1.0,277,23,-0.20247266257791596,0.5621408416765423,0.4354178615356836,0.5009334952716508,0.304571731578842,0.55188017864283,0.41422966429108227,0.7611109499461035,0.8724167295198456,0.8054433542905065
atc,identity,512,600,0.17003367003367004,101,594,0.5485347985347986,0.09706959706959707,1.0,546,48,-0.20265157853331792,0.5583503524661402,0.43140160385642323,0.4717062619179749,0.300985098499101,0.5486210882741394,0.40631168055503686,0.751358429137361,0.8668093383999511,0.805515872420999
atc,identity,2048,150,0.14666666666666667,22,150,0.5428571428571428,0.08571428571428572,1.0,140,10,-0.20298638991987714,0.5666424515238331,0.43880934689100465,0.5109093172552265,0.30639282664210327,0.553527620487093,0.41397739541721673,0.766317644543333,0.8753957074051328,0.8042652111521468
nuclear_norm,isotonic,512,600,0.9175084175084175,545,594,0.5085851648351648,0.9963369963369964,0.020833333333333332,546,48,0.10178234721009402,0.015078748554789854,0.060773407814493474,0.28059505961570663,0.5183203409806661,0.7199446791112954,0.606327982110237,0.7592576207654652,0.8713539009871163,0.8957100142589605
atc,isotonic,512,600,0.9057239057239057,538,594,0.5021749084249084,0.9835164835164835,0.020833333333333332,546,48,0.08789461310756888,0.14191070339596126,0.36807839096657063,0.4264593339684121,0.4694490693041579,0.6851635347157333,0.544975360148748,0.6956812942297188,0.8340751130621983,0.8043205790627466
nuclear_norm,isotonic,1024,300,0.9233333333333333,277,300,0.5,1.0,0.0,277,23,0.09384420350474959,0.05944324927140141,0.3042895623675453,0.4175672530155503,0.4638265070522184,0.6810480945221258,0.5723892926523151,0.6967253165624611,0.834700734732192,0.7594493106408117
nuclear_norm,isotonic,2048,150,0.9333333333333333,140,150,0.5,1.0,0.0,140,10,0.1032963517654786,0.007457117391678062,0.027812107917840577,0.30246705804823654,0.5392438290686297,0.7343322334397624,0.6171140172512566,0.8182865011634984,0.9045918975778516,0.9299726617597808
cot,linear,128,2355,0.8944636678200693,2068,2312,0.5,1.0,0.0,2068,244,0.12515636557062465,0.04043831389171428,0.5757706746652245,0.5417751571606356,0.266115563603354,0.515863900271529,0.41471490680925815,0.6439360206026896,0.8024562421731727,0.8058223140333534
cot,platt,128,2355,0.8944636678200693,2068,2312,0.5,1.0,0.0,2068,244,0.12513888711515628,0.040411801751759985,0.5747461071019301,0.5412043587881599,0.26614013700808065,0.5158877174425465,0.41471490680925815,0.6439796098641546,0.8024834016128649,0.8058223140333534
cot,beta,128,2355,0.8944636678200693,2068,2312,0.5,1.0,0.0,2068,244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cot,isotonic,128,2355,0.8944636678200693,2068,2312,0.5,1.0,0.0,2068,244,0.12374416434108085,0.07687629305596366,0.4371287067030384,0.4664452359477999,0.2061520747773777,0.4540397281927846,0.39422841470818615,0.4274398811536214,0.6537888658837969,0.7973063867266
cot,linear,512,600,0.9191919191919192,546,594,0.5,1.0,0.0,546,48,0.10926178025218905,0.12260997669894112,0.7673947198548026,0.7672062387598944,0.41183753078806035,0.6417456901203625,0.5765721368161967,0.8336153385121765,0.9130253767076666,0.9134726359876193
cot,platt,512,600,0.9191919191919192,546,594,0.5,1.0,0.0,546,48,0.10826143015144961,0.1262230361250454,0.7648036517940577,0.7672283784067696,0.4122525680034338,0.642068974490618,0.5765721368161967,0.8389607610466157,0.9159480121964432,0.9134726359876193
cot,beta,512,600,0.9191919191919192,546,594,0.5,1.0,0.0,546,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cot,isotonic,512,600,0.9191919191919192,546,594,0.5,1.0,0.0,546,48,0.08195935641871172,0.214120810362024,0.6772140329419969,0.6848152470283454,0.10620464113871922,0.32589053551571456,0.25331135922718945,0.49428853067817863,0.703056562929455,0.8625720878967583
cot,linear,1024,300,0.9233333333333333,277,300,0.5,1.0,0.0,277,23,0.09827573120135895,0.18305188532934175,0.7988525853868786,0.8036972699173074,0.5088718187353294,0.7133525206623507,0.6062678714518094,0.9588538003482797,0.9792108048567886,0.9672045811165852
cot,platt,1024,300,0.9233333333333333,277,300,0.5,1.0,0.0,277,23,0.09586485867421866,0.19169798290231027,0.7948266287266971,0.8030048040832273,0.5088219526387769,0.7133175678747699,0.6062678714518094,0.9599091441993207,0.9797495313595821,0.9672045811165852
cot,beta,1024,300,0.9233333333333333,277,300,0.5,1.0,0.0,277,23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
cot,isotonic,1024,300,0.9233333333333333,277,300,0.5,1.0,0.0,277,23,0.0748938235219982,0.18923913122687652,0.6960449441490856,0.738109000141271,0.15744601277682074,0.39679467332213614,0.2744904061602141,0.4400389451914444,0.6633543134641128,0.8197952198044497
