corruption,batch_in_corruption,r_l,r_s,pred_l,pred_s,anchor,tau,acc_l,acc_s,duo_acc,true_better,anchor_correct
brightness/s5,1,0.8657166957855225,0.7624120712280273,0.8657166957855225,0.7624120712280273,large,1.3090784549713135,0.75,0.75,0.8046875,tie,False
brightness/s5,2,0.8379462957382202,0.761665940284729,0.8379462957382202,0.761665940284729,large,1.173222541809082,0.6796875,0.78125,0.75,small,False
brightness/s5,3,0.8464508652687073,0.7379822134971619,0.8464508652687073,0.7379822134971619,large,1.0057322978973389,0.6640625,0.671875,0.7109375,small,False
brightness/s5,4,0.8265384435653687,0.7468962669372559,0.8265384435653687,0.7468962669372559,large,1.3486125469207764,0.671875,0.734375,0.75,small,False
brightness/s5,5,0.832085371017456,0.7090989947319031,0.832085371017456,0.7090989947319031,large,1.2552586793899536,0.640625,0.671875,0.6875,small,False
brightness/s5,6,0.8540281057357788,0.7771377563476562,0.8540281057357788,0.7771377563476562,large,0.9796847701072693,0.703125,0.765625,0.765625,small,False
brightness/s5,7,0.860346794128418,0.7708035707473755,0.860346794128418,0.7708035707473755,large,0.9471964836120605,0.65625,0.703125,0.703125,small,False
brightness/s5,8,0.8264481425285339,0.7205946445465088,0.8264481425285339,0.7205946445465088,large,1.0197960138320923,0.640625,0.6953125,0.671875,small,False
brightness/s5,9,0.8373098969459534,0.761146605014801,0.8373098969459534,0.761146605014801,large,1.3251854181289673,0.734375,0.7734375,0.8046875,small,False
brightness/s5,10,0.8805614709854126,0.7594407796859741,0.8805614709854126,0.7594407796859741,large,1.2164037227630615,0.734375,0.6953125,0.78125,large,True
brightness/s5,11,0.840355396270752,0.6712671518325806,0.840355396270752,0.6712671518325806,large,1.032880187034607,0.6328125,0.640625,0.6796875,small,False
brightness/s5,12,0.8457201719284058,0.7527635097503662,0.8457201719284058,0.7527635097503662,large,1.0252031087875366,0.703125,0.734375,0.75,small,False
brightness/s5,13,0.8384846448898315,0.7024984359741211,0.8384846448898315,0.7024984359741211,large,1.0610038042068481,0.6171875,0.6484375,0.6953125,small,False
brightness/s5,14,0.8391306400299072,0.716945230960846,0.8391306400299072,0.716945230960846,large,1.078186273574829,0.6328125,0.703125,0.6796875,small,False
brightness/s5,15,0.8314709663391113,0.7499169111251831,0.8314709663391113,0.7499169111251831,large,1.3494272232055664,0.6953125,0.7421875,0.7578125,small,False
brightness/s5,16,0.8799769282341003,0.7865022420883179,0.8799769282341003,0.7865022420883179,large,1.0359156131744385,0.7421875,0.8046875,0.8046875,small,False
brightness/s5,17,0.8594522476196289,0.8021450042724609,0.8594522476196289,0.8021450042724609,large,1.341464877128601,0.765625,0.765625,0.8359375,tie,False
brightness/s5,18,0.8400243520736694,0.7558187246322632,0.8400243520736694,0.7558187246322632,large,1.0298583507537842,0.671875,0.7578125,0.7578125,small,False
brightness/s5,19,0.8686532974243164,0.7447516918182373,0.8686532974243164,0.7447516918182373,large,1.341902494430542,0.75,0.7734375,0.7734375,small,False
brightness/s5,20,0.8359935283660889,0.716987133026123,0.8359935283660889,0.716987133026123,large,0.9995101690292358,0.7109375,0.7265625,0.734375,small,False
brightness/s5,21,0.8609806299209595,0.7659893035888672,0.8609806299209595,0.7659893035888672,large,0.9492776393890381,0.6484375,0.6875,0.703125,small,False
