proxy_kind,calib_method,proxy_batch_size,corruption,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_pearson,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
ac_mc,beta,128,brightness_s5,157,0.5034013605442177,74,147,0.5,0.0,1.0,73,74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,clean,157,0.21232876712328766,31,146,0.5,0.0,1.0,115,31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,contrast_s5,157,0.16129032258064516,25,155,0.5,0.0,1.0,130,25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,defocus_blur_s5,157,0.0,0,157,nan,0.0,nan,157,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,elastic_transform_s5,157,0.9415584415584416,145,154,0.5,0.0,1.0,9,145,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,fog_s5,157,1.0,157,157,nan,nan,1.0,0,157,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,frost_s5,157,0.14935064935064934,23,154,0.5,0.0,1.0,131,23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,gaussian_noise_s5,157,0.0,0,157,nan,0.0,nan,157,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,glass_blur_s5,157,0.1858974358974359,29,156,0.5,0.0,1.0,127,29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,impulse_noise_s5,157,0.0,0,156,nan,0.0,nan,156,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,jpeg_compression_s5,157,0.006369426751592357,1,157,0.5,0.0,1.0,156,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,motion_blur_s5,157,0.03205128205128205,5,156,0.5,0.0,1.0,151,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,pixelate_s5,157,0.039473684210526314,6,152,0.5,0.0,1.0,146,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,shot_noise_s5,157,0.0,0,157,nan,0.0,nan,157,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,snow_s5,157,0.948051948051948,146,154,0.5,0.0,1.0,8,146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,128,zoom_blur_s5,157,0.7828947368421053,119,152,0.5,0.0,1.0,33,119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,512,brightness_s5,40,0.48717948717948717,19,39,0.5,0.0,1.0,20,19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,512,clean,40,0.05128205128205128,2,39,0.5,0.0,1.0,37,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,512,contrast_s5,40,0.2,8,40,0.5,0.0,1.0,32,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,512,defocus_blur_s5,40,0.0,0,40,nan,0.0,nan,40,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ac_mc,beta,512,elastic_transform_s5,40,1.0,40,40,nan,nan,1.0,0,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
