proxy_kind,calib_method,proxy_batch_size,corruption,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_pearson,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
ac_mc,beta,128,jpeg_compression_s5,157,0.7801418439716312,110,141,0.5,1.0,0.0,110,31,0.10106828369764191,0.043127089338088585,0.06400940684861038,0.002599838470489691,0.34847473978745536,0.5903174906670607,0.5719650578789366,0.1283433111313689,0.358250347008023,0.3633078905001517
ac_mc,beta,128,motion_blur_s5,157,1.0,157,157,nan,1.0,nan,157,0,0.04955568526111223,0.18109560746771408,0.26192377228169006,0.24573220732545012,0.3037972617221761,0.5511780671635765,0.5225766532756179,0.0772535803275502,0.2779452829740958,0.2774302389430139
ac_mc,beta,128,pixelate_s5,157,1.0,157,157,nan,1.0,nan,157,0,0.10156125684864027,0.21211241755443286,0.3484617177854892,0.39511393012081936,0.28351837406600594,0.5324644345550282,0.5192894278202039,0.22496634710189542,0.47430617442944534,0.46116745175212576
ac_mc,beta,128,shot_noise_s5,157,1.0,157,157,nan,1.0,nan,157,0,0.08043574531289661,0.1489789034840238,0.3175693172391203,0.2902443542028357,0.2791955731460121,0.5283896035559482,0.49061245708823664,0.2036619567482014,0.4512892162994828,0.43075318152817293
ac_mc,beta,128,snow_s5,157,0.9936305732484076,156,157,nan,0.9936305732484076,nan,157,0,0.05983642423591657,0.14943837867209253,0.19444188462898535,0.17441906771769025,0.3083561685081149,0.5552982698587444,0.5131907502620148,0.09085373934232618,0.30141954041224034,0.3119782597843957
ac_mc,beta,128,zoom_blur_s5,157,0.94,141,150,0.5,1.0,0.0,141,9,0.06744715918113654,0.12236263557162891,0.1676645656545417,0.18824619914190935,0.33736474923472204,0.5808310849418461,0.5543518507244104,0.17105798619861304,0.4135915693031146,0.38489510386047987
ac_mc,beta,512,brightness_s5,40,0.8108108108108109,30,37,0.5,1.0,0.0,30,7,0.1562782505606022,0.0017233762699673005,0.003335783510498111,0.049694741680721806,0.2566908211055353,0.5066466432391863,0.4126762382579864,0.32155504543561814,0.567058238133984,0.355382517789497
ac_mc,beta,512,clean,40,0.5897435897435898,23,39,0.5,1.0,0.0,23,16,0.234686568033845,-0.09566266443862977,-0.230227894085339,-0.18914177953882103,0.17709034779009758,0.420821040099111,0.4374416707494844,0.2643109139410858,0.5141117718367143,0.3886493061733693
ac_mc,beta,512,contrast_s5,40,1.0,40,40,nan,nan,1.0,0,40,-0.1779323749707089,0.5228660424833309,0.726317724020555,0.3355734996317441,0.031441232423742055,0.17731675731228014,0.2647610066084231,0.7626472962638567,0.8732967973511965,0.49762841052417284
ac_mc,beta,512,defocus_blur_s5,40,1.0,40,40,nan,1.0,nan,40,0,0.1028155659119282,0.17942486605005284,0.28487580219761166,0.24957752183409493,0.45553410697379154,0.6749326684742646,0.7484745888691289,0.09585786298001994,0.30960921010205744,0.31223021549737734
ac_mc,beta,512,elastic_transform_s5,40,1.0,40,40,nan,1.0,nan,40,0,0.05337067689580315,0.39729601945481924,0.5513505620023005,0.3682531537516818,0.5379350701029523,0.7334405702597534,0.6258806982634367,0.008653348135725407,0.09302337413642556,0.22254630670289618
ac_mc,beta,512,fog_s5,40,0.0,0,40,nan,0.0,nan,40,0,-0.19634809143869172,0.15745348487089242,0.37054511153594916,0.4234003654300739,0.2781379914804809,0.527387894704155,0.49753515420877287,0.4247785013292571,0.6517503366545023,0.6622232434665268
ac_mc,beta,512,frost_s5,40,0.85,34,40,nan,0.85,nan,40,0,0.014781283053691984,-0.031838853623702625,-0.09828289404704049,0.027981232992236618,0.3887341066024685,0.6234854501930807,0.5900132341684954,0.002411335623253494,0.04910535228723539,0.3633377711652968
ac_mc,beta,512,gaussian_noise_s5,40,1.0,40,40,nan,1.0,nan,40,0,0.09890257407582384,0.042433576559817304,0.08968326447570438,0.05041071420752495,0.3260600058443765,0.5710166423532475,0.5669612916696946,0.06537874817188694,0.2556926830628654,0.15953403350976392
ac_mc,beta,512,glass_blur_s5,40,1.0,40,40,nan,1.0,nan,40,0,0.03569600922581566,0.44353535383924153,0.4130538987193226,0.379986419288104,0.0024885092438225167,0.049884960096431036,0.41085622870203503,0.16502038997080853,0.40622701777553955,0.04745572109175133
ac_mc,beta,512,impulse_noise_s5,40,1.0,40,40,nan,1.0,nan,40,0,0.031744611605805044,0.22287139342278423,0.6813792793909229,0.5606048382008992,0.1357749755196287,0.3684765603394993,0.5344472407501452,0.28297159167329605,0.531950741773424,0.48532420551024064
ac_mc,beta,512,jpeg_compression_s5,40,0.972972972972973,36,37,0.5,1.0,0.0,36,1,0.09290509294576055,0.2774828606357019,0.24805758293444477,0.13640861847859145,0.6318689270157344,0.7949018348297696,0.7009360777802238,0.004451190782994196,0.06671724501951648,0.09686504258063747
ac_mc,beta,512,motion_blur_s5,40,1.0,40,40,nan,1.0,nan,40,0,0.07538325726040959,0.006191213770896084,0.00888975227966024,-0.036450787857915626,0.3766561233459046,0.6137231650719277,0.5291284194733056,0.1761186150618084,0.41966488423718323,0.2579222658831567
