proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
nuclear_norm,linear,512,160,0.7261146496815286,114,157,0.7459967320261438,0.9861111111111112,0.5058823529411764,72,85,-0.003547799369687373,1.0783845238572831,0.71115085947758,0.8955318209208002,0.9463254307693523,0.8685290960968736,0.978368796005811,0.9891252681060225,0.9576064381101987
nuclear_norm,platt,512,160,0.7261146496815286,114,157,0.7459967320261438,0.9861111111111112,0.5058823529411764,72,85,-0.005905546125277616,1.0273399544959523,0.6943926962274056,0.8808404766055715,0.9385310205877968,0.8685290960968736,0.977025839235353,0.9884461741720452,0.9576064381101987
ac_mc,linear,512,160,0.7197452229299363,113,157,0.7401143790849674,0.9861111111111112,0.49411764705882355,72,85,0.001961954500434059,1.1000332767837264,0.7076259839372038,0.9036588431373835,0.9506097217772305,0.9188818998096252,0.982394084730025,0.9911579514537655,0.9616675005654555
ac_mc,platt,512,160,0.7197452229299363,113,157,0.7401143790849674,0.9861111111111112,0.49411764705882355,72,85,-0.0008443601901976015,1.052194806993906,0.7026288103631867,0.9006594956430206,0.9490308191218136,0.9188818998096252,0.9807759223624771,0.990341316093839,0.9616675005654555
atc,isotonic,512,160,0.7197452229299363,113,157,0.7379901960784314,0.9583333333333334,0.5176470588235295,72,85,-0.013141414235874645,0.8036496270360475,0.7017108313991094,0.7067352572515999,0.840675476775432,0.7725441381242364,0.9373234216382369,0.9681546475838645,0.9158914743799608
nuclear_norm,identity,512,160,0.7133757961783439,112,157,0.7352941176470589,1.0,0.47058823529411764,72,85,0.042447217371250734,0.6616211711809233,0.6073912131744742,0.8955318209208002,0.9463254307693523,0.8685290960968736,0.978368796005811,0.9891252681060225,0.9576064381101987
ac_mc,identity,512,160,0.7133757961783439,112,157,0.7352941176470589,1.0,0.47058823529411764,72,85,0.05234100487059361,0.7091671813780944,0.597848829784897,0.9036588431373835,0.9506097217772305,0.9188818998096252,0.982394084730025,0.9911579514537655,0.9616675005654555
atc,linear,512,160,0.7133757961783439,112,157,0.731045751633987,0.9444444444444444,0.5176470588235295,72,85,0.0023538787676432365,1.246572554147073,0.7670021692465853,0.6992062838818088,0.8361855558916387,0.7724031841821399,0.9652887227565781,0.9824910802427562,0.9462703602400712
atc,platt,512,160,0.7133757961783439,112,157,0.731045751633987,0.9444444444444444,0.5176470588235295,72,85,0.0010135234399370927,1.220032471120798,0.7643813336527214,0.6975160724917344,0.8351742767181796,0.7724031841821399,0.9640716866266903,0.981871522464467,0.9462703602400712
atc,beta,512,160,0.7133757961783439,112,157,0.731045751633987,0.9444444444444444,0.5176470588235295,72,85,0.005029794677098001,1.3345497505023263,0.7753851987563954,0.7209370022321682,0.8490800917652988,0.7724031841821399,0.9671096357852382,0.983417325343233,0.9462703602400712
nuclear_norm,identity,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.04343231625889161,0.8499453601492643,0.6580285182867547,0.9169505073236497,0.9575753272320928,0.8487804878048782,0.9954396865927575,0.9977172377947359,0.969182420504268
atc,linear,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.004358150902561979,1.6370818379372225,0.8746440802372419,0.7127553586379785,0.844248398658818,0.7754010729311445,0.9903452763603642,0.9951609298803707,0.9649106357664033
atc,platt,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.0029406569462052438,1.6005384503812123,0.8703730470568647,0.7111550191152325,0.8433000765535554,0.7754010729311445,0.989045458145391,0.9945076460969976,0.9649106357664033
atc,beta,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.0074327411771992384,1.7495055678475875,0.8848711313053891,0.7313272593424566,0.8551767415817952,0.7754010729311445,0.9934325003914416,0.9967108409119676,0.9649106357664033
atc,isotonic,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,-0.013211045563108034,1.069294329089389,0.7883651612215165,0.7154060629867899,0.8458168022608619,0.7725751264961773,0.9543030813367674,0.9768843745995569,0.9233592273740712
ac_mc,identity,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.05356985115162045,0.890605361370227,0.651369859054869,0.9165250706497858,0.9573531587923998,0.9514071294559101,0.9953469476065043,0.997670761126387,0.9652422732134752
ac_mc,linear,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.003916601270190486,1.4103472854401984,0.785428326887695,0.9165250706497863,0.9573531587924,0.9514071294559101,0.9953469476065043,0.997670761126387,0.9652422732134752
ac_mc,platt,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.0009118974583806748,1.3475114201501706,0.7786319911872022,0.9143723370889889,0.9562281825427386,0.9514071294559101,0.9936743213181931,0.9968321430001107,0.9652422732134752
cot,identity,2048,40,0.6923076923076923,27,39,0.7272727272727273,1.0,0.45454545454545453,17,22,0.029752301300291082,0.6124897092112224,0.6532950663706351,0.9147614187677137,0.9564316069472577,0.8506566604127581,0.9922350364511647,0.9961099519888177,0.9571743525704234
ac_mc,linear,128,628,0.7159863945578231,421,588,0.7257716532693044,0.9175627240143369,0.5339805825242718,279,309,0.000547824254509534,0.7733974553060817,0.5801923390154667,0.88011121574341,0.9381424282822998,0.9140314475081717,0.9627332302945182,0.9811897014820927,0.9540405389159925
