corruption,batch_in_corruption,r_l,r_s,pred_l,pred_s,anchor,tau,acc_l,acc_s,duo_acc,true_better,anchor_correct
brightness/s5,1,0.8483842611312866,0.7535932064056396,0.8483842611312866,0.7535932064056396,large,0.9896366000175476,0.65625,0.6875,0.7109375,small,False
brightness/s5,2,0.8339447975158691,0.7041358947753906,0.8339447975158691,0.7041358947753906,large,1.006127953529358,0.65625,0.6875,0.7109375,small,False
brightness/s5,3,0.8864175081253052,0.8022507429122925,0.8864175081253052,0.8022507429122925,large,0.9386839270591736,0.734375,0.7421875,0.8046875,small,False
brightness/s5,4,0.8482979536056519,0.7491222620010376,0.8482979536056519,0.7491222620010376,large,0.9672512412071228,0.7109375,0.671875,0.7578125,large,True
brightness/s5,5,0.8802863955497742,0.767439067363739,0.8802863955497742,0.767439067363739,large,0.9275882840156555,0.6875,0.7109375,0.75,small,False
brightness/s5,6,0.8599352836608887,0.791138768196106,0.8599352836608887,0.791138768196106,large,1.2321312427520752,0.6640625,0.71875,0.75,small,False
brightness/s5,7,0.8818204998970032,0.7788755893707275,0.8818204998970032,0.7788755893707275,large,0.9370805621147156,0.75,0.7578125,0.8046875,small,False
brightness/s5,8,0.8492251634597778,0.7401493787765503,0.8492251634597778,0.7401493787765503,large,0.9743197560310364,0.703125,0.71875,0.75,small,False
brightness/s5,9,0.8489071130752563,0.7536325454711914,0.8489071130752563,0.7536325454711914,large,0.9586570858955383,0.6875,0.703125,0.734375,small,False
brightness/s5,10,0.8483114242553711,0.7263126373291016,0.8483114242553711,0.7263126373291016,large,0.9781007170677185,0.6171875,0.734375,0.703125,small,False
brightness/s5,11,0.8396724462509155,0.7401854991912842,0.8396724462509155,0.7401854991912842,large,0.9790971875190735,0.75,0.765625,0.828125,small,False
brightness/s5,12,0.8408075571060181,0.7369526624679565,0.8408075571060181,0.7369526624679565,large,1.0963892936706543,0.640625,0.65625,0.71875,small,False
brightness/s5,13,0.845906138420105,0.7405198812484741,0.845906138420105,0.7405198812484741,large,1.2595099210739136,0.7265625,0.65625,0.765625,large,True
brightness/s5,14,0.846204400062561,0.717832088470459,0.846204400062561,0.717832088470459,large,1.1779890060424805,0.6640625,0.6796875,0.734375,small,False
brightness/s5,15,0.8406105041503906,0.7164442539215088,0.8406105041503906,0.7164442539215088,large,1.2565782070159912,0.671875,0.703125,0.7109375,small,False
brightness/s5,16,0.8307058215141296,0.7641013264656067,0.8307058215141296,0.7641013264656067,large,1.1616976261138916,0.7109375,0.734375,0.7890625,small,False
brightness/s5,17,0.8733569383621216,0.737716555595398,0.8733569383621216,0.737716555595398,large,0.9153828024864197,0.7109375,0.7265625,0.734375,small,False
brightness/s5,18,0.8699517846107483,0.7675427794456482,0.8699517846107483,0.7675427794456482,large,1.0757359266281128,0.65625,0.7265625,0.765625,small,False
brightness/s5,19,0.8687677383422852,0.7799818515777588,0.8687677383422852,0.7799818515777588,large,0.9734193086624146,0.75,0.75,0.7890625,tie,False
brightness/s5,20,0.8305681943893433,0.7691129446029663,0.8305681943893433,0.7691129446029663,large,1.3433048725128174,0.703125,0.7109375,0.7578125,small,False
