"mode","corruption","severity","duo/ece","duo/nll","duo/accuracy","duo/acc3","duo/acc5","duo/f1","duo/brier","large/ece","large/nll","large/accuracy","large/acc3","large/acc5","large/f1","large/brier","small/ece","small/nll","small/accuracy","small/acc3","small/acc5","small/f1","small/brier"
"both_duo","brightness","5","0.11875221911348402","1.163600148933786","0.76186","0.89698","0.9284","0.759270089614769","0.36169859766960144","0.07178842953242362","1.1776826210837996","0.73344","0.8768","0.91212","0.7301555646543115","0.37956711649894714","0.05584056212797761","1.1999320508342757","0.72362","0.87326","0.9098","0.7205760163849434","0.3931848406791687"
"both_duo","contrast","5","0.25027165106996896","2.9524416339902464","0.52248","0.69214","0.7496","0.525213420827164","0.7069056034088135","0.17482893789343537","2.6985354002835944","0.49348","0.66292","0.7214","0.4974461282813024","0.6952341198921204","0.049249303790777924","3.62240152553523","0.33504","0.4879","0.55278","0.3363305848468192","0.817324697971344"
"both_duo","defocus_blur","5","0.25688275565862656","3.2180046395632655","0.45816","0.62892","0.69344","0.45070574759445603","0.7790783047676086","0.2343674940610677","3.048815870152898","0.4454","0.61802","0.68472","0.4378371267623144","0.7704702615737915","0.10024547858074308","4.05020555401697","0.25966","0.40574","0.47544","0.2491048313248184","0.8916319608688354"
"both_duo","elastic_transform","5","0.19897116010740398","2.2259927285953287","0.6098","0.77016","0.82086","0.6060407902172809","0.5788707137107849","0.13269305076316","2.0606097812532957","0.58274","0.7437","0.7951","0.5815907981043911","0.5705650448799133","0.08385676569938659","2.1857143235997594","0.55052","0.7216","0.77756","0.544516491251329","0.6080304384231567"
"both_duo","fog","5","0.1651070666077733","1.696156839021746","0.69322","0.84388","0.88386","0.6895731819502122","0.4672217071056366","0.06520191720388831","1.7121678342054147","0.64518","0.8023","0.84812","0.6429477314734238","0.4982439875602722","0.0753064467214048","1.741960480797825","0.63664","0.79906","0.8452","0.6320283433183954","0.516779363155365"
"both_duo","frost","5","0.19018195375919342","2.1541405318044267","0.6187","0.77572","0.82384","0.6192468651230463","0.5616543292999268","0.12101728721521794","2.042779522427989","0.5933","0.75126","0.80282","0.5916032766814878","0.5629943013191223","0.06685481413736939","2.5113997765916785","0.50882","0.67208","0.73018","0.5096262075719201","0.6537868976593018"
"both_duo","gaussian_noise","5","0.300639133759737","3.580898894704798","0.43942","0.60846","0.67412","0.4446361501683048","0.8275426030158997","0.2485458585357666","3.4833779919618206","0.40582","0.5708","0.6357","0.41078689309996264","0.8303662538528442","0.07033323276251555","3.9268116480537323","0.28562","0.43358","0.50024","0.2844398559586115","0.8574187755584717"
"both_duo","glass_blur","5","0.27060490317448976","3.6291006662654777","0.41608","0.58346","0.64946","0.40827963072187506","0.8341212272644043","0.24611444348603484","3.242140293909651","0.42274","0.5924","0.65926","0.41707253850460346","0.8023658394813538","0.13455472688734532","4.106257397537886","0.26526","0.41254","0.48228","0.25217488267175026","0.904238224029541"
"both_duo","impulse_noise","5","0.28307989101469516","3.333493659371724","0.46216","0.63118","0.69422","0.46118296543852405","0.7868725657463074","0.2147575288656354","3.157801102373724","0.43574","0.59844","0.66186","0.4338784901895277","0.7746418118476868","0.06366724962472915","3.9516022562712485","0.2833","0.42792","0.49468","0.2817308417853811","0.8585497736930847"
"both_duo","jpeg_compression","5","0.17286647328674795","1.8929882667408162","0.63988","0.8029","0.85102","0.6369601329959528","0.5299951434135437","0.12793584758609533","1.808311504690937","0.62164","0.78736","0.83852","0.618540942779328","0.5296945571899414","0.07489387672245502","2.3435285887429282","0.5201","0.69126","0.7512","0.516644896641352","0.6390815377235413"
