corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,nuclear_norm_identity_pbs128_duo_acc_ema,fixed_ts_duo_acc_ema,coca_ts_duo_acc_ema,proxy_weighted_nuclear_norm_duo_acc_ema
brightness/s5,128.0,0.4623979330062866,0.6044450998306274,0.4623979330062866,0.6044450998306274,0.6292613636363635,0.7031249999999999,3.5066053650595923,2.3269828883084385,0.705965909090909,0.6946022727272727,0.6974431818181818,0.6946022727272727
brightness/s5,256.0,0.4885718524456024,0.6068563461303711,0.46715682744979853,0.6048835082487626,0.6389580202854994,0.6894369834710743,3.4634966646075513,2.355882172831729,0.6936631292261455,0.6860560668670171,0.6874413035311795,0.6860560668670171
brightness/s5,384.0,0.5541549324989319,0.6511077284812927,0.4829746647314591,0.6132879119274044,0.6451909061415325,0.7019681459599753,3.30484943756852,2.3271709546648407,0.709445979068742,0.7038371191423833,0.7047644263307895,0.7038371191423833
brightness/s5,512.0,0.5488163232803345,0.6474885940551758,0.49494587537670914,0.6195062177688174,0.6478137470864803,0.6933113208492395,3.168902922162739,2.267391803738695,0.7006415231782487,0.6974033607482069,0.6980241201057351,0.6974033607482069
brightness/s5,640.0,0.5657642483711243,0.6563534736633301,0.5078219431938755,0.6262057188405469,0.6606749050744207,0.713342702386681,3.081370720912894,2.2567103076002066,0.7182496973341994,0.7155654728975599,0.7159810225501201,0.7155654728975599
brightness/s5,768.0,0.5816340446472168,0.658088743686676,0.5212423252763012,0.632002632448934,0.6845220438927939,0.6895620569695963,2.9346017773621034,2.20453271131025,0.7065349213559516,0.7184260603694408,0.7187042382360307,0.7184260603694408
brightness/s5,896.0,0.5802044868469238,0.6542606949806213,0.5319627182891417,0.6360495529092407,0.7048763269034405,0.707217162103614,2.833688684394448,2.165598368651677,0.7209035423953063,0.7293802552886339,0.7295664735299048,0.7293802552886339
brightness/s5,1024.0,0.606633186340332,0.6486862897872925,0.5455391670257217,0.6383471414325228,0.694483326274204,0.7035400010776257,2.7084000849143335,2.157309474831505,0.7201916275538827,0.7155355427965235,0.715660201288614,0.7155355427965235
brightness/s5,1152.0,0.5486660599708557,0.6275046467781067,0.546107693015746,0.6363757787680835,0.6854599126298391,0.7036610751015511,2.7396220610955107,2.1644316242182904,0.7199733209244998,0.7145320575745323,0.7122911264824605,0.7145320575745323
brightness/s5,1280.0,0.5697742700576782,0.6339027881622314,0.55041070702337,0.635926144112474,0.6851012638265865,0.7001264221754184,2.7213535886493254,2.1812046928918205,0.716211479296566,0.7205751790374968,0.7190750516122255,0.7205751790374968
brightness/s5,1408.0,0.5850889682769775,0.6586688756942749,0.5567158454331168,0.6400611862182559,0.7161111766111861,0.707574299142222,2.6520589710763343,2.133525409039209,0.7286725605208416,0.749413962826754,0.7484097452941344,0.7470895826614647
brightness/s5,1536.0,0.5750657320022583,0.6273047924041748,0.5600521884456879,0.637741841888423,0.6841839281446781,0.6751117209133883,2.657754656894797,2.166637453630971,0.7013737801833733,0.7214568676774138,0.7207846228828503,0.7199008776494102
brightness/s5,1664.0,0.6026835441589355,0.6623785495758057,0.5678033440299147,0.642221243286129,0.6989681667745364,0.6882462759833425,2.599597229569471,2.1392656145084983,0.7109919520235803,0.7277934403460372,0.727343425235627,0.7267518271867952
brightness/s5,1792.0,0.6002665758132935,0.6515378952026367,0.5737057498087108,0.6439151799982212,0.6820055496589871,0.6823177549971136,2.5543846566384376,2.122308089208271,0.7045173397843802,0.7242873443638761,0.7239860945792214,0.7235900661333091
brightness/s5,1920.0,0.6105812788009644,0.6511685848236084,0.580410391443666,0.6452339808755643,0.6882123927469251,0.6747333731798858,2.499964281375852,2.098312535427202,0.6999248307647503,0.7229733462270574,0.7227716831480737,0.7225065731966779
brightness/s5,2048.0,0.6038168668746948,0.6645737290382385,0.5846661142493076,0.6487502987233232,0.6990822629132308,0.6704310184096754,2.4518710897063043,2.0349738903439514,0.7017575313383866,0.7285503392098482,0.7284153416115204,0.7282378713134785
brightness/s5,2176.0,0.613685667514801,0.6818521022796631,0.5899423966612154,0.6547688084608395,0.6955116801319974,0.6820137395965595,2.4477743516129897,2.009853336202962,0.7029843804827216,0.7260853510413033,0.7259949807482079,0.7258761783172872
brightness/s5,2304.0,0.6038333773612976,0.653449296951294,0.5924680295157758,0.6545288972772858,0.6833074057081966,0.679953412457201,2.4565325770092192,2.0312933328396103,0.6906341720586814,0.703774077969798,0.7060379623190483,0.7036340532537212
brightness/s5,2432.0,0.6225274801254272,0.686968207359314,0.5979333841720761,0.6604269536558364,0.6991561972096192,0.6966526975953162,2.402106504842833,1.9750090154523752,0.7154245284029188,0.7260285150045754,0.7247030987425033,0.7259347794508381
brightness/s5,2560.0,0.6061195135116577,0.6778528690338135,0.5994217713247273,0.6635953019063776,0.7015012559832988,0.7016332107869472,2.4149620250369956,1.9467275187937378,0.71419947769121,0.7269798323584347,0.7260925702325848,0.7269170837646105
brightness/s5,2688.0,0.6401987075805664,0.6987779140472412,0.6068357597348798,0.6699921404774437,0.7059119978070016,0.703675951022667,2.333061555985227,1.9086884260924761,0.7167368404379173,0.7252922844713487,0.7246983321391682,0.7252502792143259
brightness/s5,2816.0,0.6601215600967407,0.666124165058136,0.6165240870733999,0.6692888722193878,0.70550720514353,0.6885144796102151,2.2550198947845805,1.9192299577330427,0.7127535874005893,0.7259704548940433,0.7255728504402695,0.7259423356724
brightness/s5,2944.0,0.6549689173698425,0.6679875254631042,0.6235140562182077,0.6690522637182453,0.6907734183192226,0.6879208499870034,2.202098302893871,1.9141820323955954,0.7077627320615514,0.7114450979042768,0.7163442221955523,0.7114262742930941
brightness/s5,3072.0,0.6229088306427002,0.6735924482345581,0.6234040152044791,0.6698777518121203,0.6793607180484051,0.671252800404523,2.20159286967565,1.908705809434786,0.6953824900577328,0.6955231647127802,0.6988027437837994,0.6955105637829804
brightness/s5,3200.0,0.6480941772460938,0.6770352125167847,0.6278931355756817,0.6711791083038774,0.7019377534043042,0.6724915440724492,2.161777480873818,1.894067751116359,0.6958758817741847,0.7132737714192992,0.7131448119544441,0.7132653360861273
brightness/s5,3328.0,0.6676863431930542,0.7044005393981934,0.6351282642333858,0.6772193685028439,0.7320306448408977,0.703279463387342,2.1204311409198686,1.8525340429555208,0.7326214580471815,0.7442679792145721,0.7441816509777683,0.7442623324212918
brightness/s5,3456.0,0.6586102247238159,0.6794306039810181,0.639397711595282,0.6776214113170574,0.7260907622488655,0.6993544341683859,2.124642920105647,1.8626826236402998,0.7264862653043116,0.7347992257552094,0.7342249068528862,0.7347954456704515
