corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,nuclear_norm_identity_pbs128_duo_acc_ema,fixed_ts_duo_acc_ema,coca_ts_duo_acc_ema,proxy_weighted_nuclear_norm_duo_acc_ema
pixelate/s5,128.0,0.2611218988895416,0.41156715154647827,0.2611218988895416,0.41156715154647827,0.2869318181818182,0.3650568181818182,4.692476619373668,3.499544620513916,0.36789772727272724,0.36789772727272724,0.36789772727272724,0.36789772727272724
pixelate/s5,256.0,0.24062290787696838,0.3563961386680603,0.25739480961452826,0.4015360582958568,0.282729151014275,0.3562053906836965,4.728456997316103,3.60203225159448,0.37024558602554464,0.375410875281743,0.375410875281743,0.375410875281743
pixelate/s5,384.0,0.3423478603363037,0.4373667240142822,0.2728408188366692,0.40805072479011595,0.33053563001782044,0.3794639392180117,4.550280125498465,3.5342294140499098,0.39454456585181086,0.411948602461332,0.4096242222960428,0.411948602461332
pixelate/s5,512.0,0.34413257241249084,0.4579223394393921,0.28580295585045495,0.4171182910899843,0.34807550439209467,0.3896101576583384,4.397535908619028,3.4397758334720283,0.4133934697024519,0.41755443635841233,0.4108331570742104,0.41755443635841233
pixelate/s5,640.0,0.3275483548641205,0.4005000591278076,0.2933930283983941,0.41409679436958857,0.3458707921963609,0.3850386179365736,4.329695580586556,3.4896874477690702,0.4043171160818066,0.40839387888455697,0.40157012994224,0.40839387888455697
pixelate/s5,768.0,0.36944788694381714,0.4475015103816986,0.3072211844975619,0.42017037909906313,0.3728040013876465,0.3850775045691112,4.177550290019763,3.4370207583512857,0.4096048463026969,0.44151780322024053,0.43462545888695403,0.44151780322024053
pixelate/s5,896.0,0.36077582836151123,0.4079688489437103,0.3169583924728254,0.4179519190708172,0.3905754058875981,0.389752296447091,4.120331809978081,3.468616066100582,0.4263160541365161,0.46472472777553286,0.45959431545325014,0.46472472777553286
pixelate/s5,1024.0,0.3956391513347626,0.4335383176803589,0.3312639849931776,0.42078580972709745,0.39782320559417716,0.37325360340673025,3.9729146711991494,3.4341712618293925,0.40806074698394873,0.43712977644477813,0.43886065745217573,0.43712977644477813
pixelate/s5,1152.0,0.38284724950790405,0.3976631462574005,0.3406427603594915,0.41658168909624343,0.3895035508523004,0.37770489153673675,3.906379505942895,3.478822375278358,0.39816463227851107,0.42046497431427293,0.42162366325310935,0.42046497431427293
pixelate/s5,1280.0,0.3950187563896179,0.45495936274528503,0.3505293050922418,0.42355944794152367,0.37437841007468037,0.379651621607237,3.821347382779631,3.3886139824715147,0.41168458855007767,0.42842076792938927,0.42971294812811445,0.42842076792938927
pixelate/s5,1408.0,0.36954349279403687,0.41240260004997253,0.35398643012893183,0.4215309301430598,0.38698058856238937,0.3843122425635222,3.7897729433303096,3.3959344786494867,0.4160863774591429,0.4376205140684341,0.4446838743667543,0.4376205140684341
pixelate/s5,1536.0,0.3692832589149475,0.4274441599845886,0.35676767172638923,0.4226060628415196,0.38534444358308706,0.36522141857558094,3.7761720409855744,3.3900859552386056,0.4151590625966163,0.42957447635986085,0.4366272216835297,0.42957447635986085
pixelate/s5,1664.0,0.42672234773635864,0.46055760979652405,0.3694867037282018,0.4295063441060658,0.3839909085142979,0.3849829330960501,3.657474157616541,3.3243365990711427,0.4328750749613711,0.4303866329351134,0.435107892201371,0.4303866329351134
