corruption,t_frac,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
fog/s5,0.0,0.22311198711395264,0.17626804113388062,0.22311198711395264,0.17626804113388062,0.4921875,0.6484375,4.807033061981201,5.693160057067871
fog/s5,0.01282051282051282,0.41831910610198975,0.22340932488441467,0.258604190566323,0.18483918363397772,0.47656249999999994,0.6427556818181818,4.484013167294589,5.63853948766535
fog/s5,0.02564102564102564,0.5653989911079407,0.195317804813385,0.3143850633920717,0.18674438748477903,0.4723011363636363,0.632425103305785,4.064744326693952,5.621084615218738
fog/s5,0.038461538461538464,0.5558179616928101,0.1877269744873047,0.3582819539922059,0.18692303966705642,0.46455320247933873,0.6182909936138241,3.7015002531543155,5.617010792245728
fog/s5,0.05128205128205128,0.595754086971283,0.20825587213039398,0.40145870544294715,0.19080173647857235,0.4582139838467317,0.6152494493204015,3.349695159310762,5.594409021586392
fog/s5,0.0641025641025641,0.5669510960578918,0.19994312524795532,0.4315482310093007,0.1924638071639147,0.447345532238235,0.6113404585348738,3.016038813359085,5.580185916898099
fog/s5,0.07692307692307693,0.5740354061126709,0.18407006561756134,0.4574549901190043,0.190937672337305,0.44697589001310134,0.6138240115285332,2.6838346596467573,5.591336358848578
fog/s5,0.08974358974358974,0.4785732328891754,0.21069936454296112,0.46129467062267177,0.1945307072837879,0.4253666372834465,0.6158560094324362,2.3530638333809435,5.5725200847577225
fog/s5,0.10256410256410256,0.37686243653297424,0.22221830487251282,0.4459433553336358,0.19956481593628334,0.3963227032319107,0.6203594622629023,2.0202243856396507,5.535463453080803
fog/s5,0.11538461538461539,0.20529843866825104,0.20568209886550903,0.40218973412174763,0.20067704919614254,0.34130948446247233,0.6098395600332837,1.6987005470942012,5.520047806132829
fog/s5,0.1282051282051282,0.15199390053749084,0.22761768102645874,0.35669958256097367,0.20557534589256365,0.28919639637838646,0.6154369127545047,1.4167457682504343,5.483441685353351
fog/s5,0.14102564102564102,0.09705827385187149,0.23240268230438232,0.30949207188659145,0.21045304342198523,0.23803568794595256,0.6228574740718675,1.1670476438739696,5.444836108290037
fog/s5,0.15384615384615385,0.09311745315790176,0.22892484068870544,0.2701512321177388,0.21381155201593435,0.19617692650123392,0.6118833878769825,0.9592045728839634,5.408915017195355
fog/s5,0.16666666666666666,0.08851659297943115,0.28348562121391296,0.2371267522744101,0.226479564597385,0.16050839441010045,0.6185295900811675,0.786041750411597,5.332820047693748
fog/s5,0.1794871794871795,0.08846016973257065,0.2763201594352722,0.21009646453953018,0.2355414909315463,0.13132504997190036,0.6211264827936825,0.6440391915972181,5.26330436610956
