corruption,t_frac,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
elastic_transform/s5,0.0,0.31581851840019226,0.4500613212585449,0.31581851840019226,0.4500613212585449,0.25,0.3359375,4.141536712646484,3.108851432800293
elastic_transform/s5,0.01282051282051282,0.296614408493042,0.4247138202190399,0.3123268620534376,0.4454526847059076,0.234375,0.32883522727272724,4.07924899187955,3.1297266700051045
elastic_transform/s5,0.02564102564102564,0.28057265281677246,0.38726532459259033,0.30655336946495304,0.4348731646853044,0.22017045454545453,0.3173424586776859,3.960871767406621,3.170845374588138
elastic_transform/s5,0.038461538461538464,0.29994890093803406,0.42667269706726074,0.3053525570055132,0.4333821705729328,0.21280991735537186,0.3221438298271975,3.782325846015018,3.181780098614882
elastic_transform/s5,0.05128205128205128,0.2410755306482315,0.45972341299057007,0.29366582494055293,0.4381714873761396,0.19826493238166787,0.3260722244040707,3.5188086212157677,3.1755466667666683
elastic_transform/s5,0.0641025641025641,0.19650766253471375,0.4103200435638428,0.27600070450312764,0.4331075885011765,0.1707394901304555,0.3150818199669669,3.197198102188067,3.213834649420975
elastic_transform/s5,0.07692307692307693,0.1347847580909729,0.4389832019805908,0.25032507788273584,0.43417588186107,0.14111640101582723,0.32881694360933655,2.7988171598954277,3.2148323867244057
elastic_transform/s5,0.08974358974358974,0.11061293631792068,0.419847697019577,0.2249228703254967,0.4315707573444349,0.11687932810385863,0.32869113568036623,2.410766906763473,3.225822731596979
elastic_transform/s5,0.10256410256410256,0.11638881266117096,0.4556974470615387,0.2051894052956193,0.4359574282020901,0.10273081390315705,0.33000865646575417,2.0656876460194793,3.2111167621147247
elastic_transform/s5,0.11538461538461539,0.08793366700410843,0.4425961375236511,0.18387018015170822,0.4371644662605557,0.08405248410258304,0.3381889007447079,1.7476169002717359,3.1935679894846905
elastic_transform/s5,0.1282051282051282,0.09339500218629837,0.4102972149848938,0.16742014779436096,0.4322795114831626,0.0701906688112043,0.3406204642456701,1.4875785762070761,3.213285249647408
elastic_transform/s5,0.14102564102564102,0.08713266998529434,0.42804622650146484,0.15282242455634884,0.43150982330467214,0.05742872902734897,0.3383485616555483,1.2594115994734503,3.2103447606701003
elastic_transform/s5,0.15384615384615385,0.0873451679944992,0.3991105854511261,0.1409174688178307,0.42561905278584555,0.04698714193146734,0.3308079140818122,1.0642561963224628,3.2195709150383425
elastic_transform/s5,0.16666666666666666,0.08740250021219254,0.49547722935676575,0.1311874745258965,0.43832053943510374,0.03844402521665509,0.34594511152148266,0.9036123577321836,3.1596190822137658
elastic_transform/s5,0.1794871794871795,0.08764452487230301,0.4200989902019501,0.1232705745888795,0.43500753048362123,0.031454202449990525,0.3356028185175767,0.7663496399656157,3.163215216616061
elastic_transform/s5,0.19230769230769232,0.08761873841285706,0.40423551201820374,0.11678842255687541,0.42941261803536346,0.025735256549992244,0.32287957878710816,0.6505860251243997,3.18613481788684
elastic_transform/s5,0.20512820512820512,0.08774441480636597,0.45473533868789673,0.11150769387496459,0.43401674906309673,0.022476573540902742,0.335196928098543,0.5530118721769144,3.1678361481063666
