corruption,t_frac,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
fog/s5,0.0,0.13785645365715027,0.1657496988773346,0.13785645365715027,0.1657496988773346,0.296875,0.4765625,5.455500602722168,5.317890167236328
fog/s5,0.01282051282051282,0.2363029420375824,0.16443249583244324,0.15575581518086518,0.16551020741462708,0.3053977272727273,0.48082386363636365,5.27442117170854,5.3278725363991475
fog/s5,0.02564102564102564,0.2956352233886719,0.1705923080444336,0.18118843485501185,0.16643422571095554,0.3038481404958678,0.4828899793388429,4.954672301111142,5.317067185709299
fog/s5,0.038461538461538464,0.27885866165161133,0.16849733889102936,0.198946657908939,0.16680933719824168,0.2926371149511645,0.4817395285499624,4.550107796867479,5.31499328369668
fog/s5,0.05128205128205128,0.226670503616333,0.16721156239509583,0.2039873571284652,0.16688246905221513,0.26925991223277096,0.49358234154087827,4.066675316106018,5.311291224480522
fog/s5,0.0641025641025641,0.18589209020137787,0.16625288128852844,0.2006973085962675,0.16676799854972665,0.2416103827359035,0.48480600671526397,3.59860725631286,5.308569870255902
fog/s5,0.07692307692307693,0.1180875226855278,0.16957052052021027,0.18567734752158754,0.16727754799890548,0.20336304042028466,0.4918299145852159,3.0954341950468254,5.317013709541761
fog/s5,0.08974358974358974,0.08949535340070724,0.18639379739761353,0.168189712226882,0.17075322970776147,0.16638794216205108,0.48763356647881295,2.642083671617402,5.294458103827402
fog/s5,0.10256410256410256,0.09081345051527023,0.1705283224582672,0.15412130100658894,0.17071233748058068,0.13613558904167813,0.48988200893721057,2.2555744216614637,5.290761193891898
fog/s5,0.11538461538461539,0.08868131041526794,0.16614429652690887,0.14222312089907602,0.16988178457991307,0.11138366376137301,0.5002443709486268,1.9204039654222678,5.303280040291658
fog/s5,0.1282051282051282,0.0871606096625328,0.16934339702129364,0.13221175521970452,0.16978389593289134,0.09113208853203246,0.5087226671397855,1.6346673381128811,5.295900305293672
fog/s5,0.14102564102564102,0.08655061572790146,0.16280017793178558,0.1239097298575585,0.16851412902359936,0.07598307243529928,0.5170799094780063,1.3882353803081053,5.3094152647116015
fog/s5,0.15384615384615385,0.0871492400765419,0.16042371094226837,0.1172260044428282,0.16704314391790281,0.06216796835615395,0.5040312895729142,1.176277634818126,5.306011961632822
fog/s5,0.16666666666666666,0.0871838629245758,0.17997024953365326,0.11176379689405504,0.16939352675713015,0.050864701382307774,0.5132415096505661,0.9963394598409013,5.297604750557802
fog/s5,0.1794871794871795,0.08753596246242523,0.17779657244682312,0.10735873608830417,0.17092135324616525,0.041616573858251814,0.5150953260777359,0.8436028764663346,5.291884230725382
fog/s5,0.19230769230769232,0.0875215083360672,0.15943408012390137,0.10375196740607925,0.16883275813302634,0.03404992406584239,0.5052484486090566,0.7140259314140033,5.295036766056917
fog/s5,0.20512820512820512,0.0876966118812561,0.18211212754249573,0.1008328118561114,0.17124718893474805,0.027859028781143772,0.5113964579528645,0.6046840197845224,5.280350099740816
fog/s5,0.21794871794871795,0.08778892457485199,0.17047694325447083,0.09846119598679151,0.17110714426560675,0.02279375082093581,0.4993811928705254,0.511986590001035,5.275897067301701
fog/s5,0.23076923076923078,0.08783616870641708,0.17193818092346191,0.09652937284490525,0.17125824183976224,0.018649432489856572,0.498073248712248,0.4348104270260834,5.271442880559967
fog/s5,0.24358974358974358,0.0879235491156578,0.16850432753562927,0.0949646776214057,0.1707575301481017,0.015258626582609921,0.5083667489463847,0.3694271747601008,5.276875704794313
fog/s5,0.2564102564102564,0.08798695355653763,0.1554614007472992,0.09369600051870242,0.16797641571159214,0.012484330840317207,0.5096864309561329,0.31408362125797507,5.290722411006027
fog/s5,0.2692307692307692,0.088015615940094,0.17969411611557007,0.09266320332259179,0.17010690669413356,0.010214452505714077,0.5192888980550178,0.2680954170669488,5.277061452483047
fog/s5,0.28205128205128205,0.08810732513666153,0.16954565048217773,0.09183486183424083,0.17000486011014157,0.00835727932285697,0.52572500749956,0.22814999649026488,5.279219445869253
fog/s5,0.2948717948717949,0.0881163626909256,0.15964922308921814,0.09115877108091079,0.1681220170154282,0.00683777399142843,0.50826364249964,0.19544919278755912,5.281567164945271
fog/s5,0.3076923076923077,0.0881614238023758,0.1491861343383789,0.09061379884844989,0.1646791292559647,0.0055945423566232605,0.49397707113606903,0.16696223166748983,5.297754126804254
fog/s5,0.32051282051282054,0.08814883232116699,0.17717015743255615,0.09016562311621663,0.16695022528807224,0.0045773528372372125,0.5021744218386018,0.1440640854334162,5.273609636602494
fog/s5,0.3333333333333333,0.08818499743938446,0.1689222753047943,0.0898055093567926,0.16730877983656714,0.003745106866830446,0.48757452695885606,0.12432832887188897,5.268950677766875
fog/s5,0.34615384615384615,0.08821087330579758,0.17269015312194824,0.08951557552933896,0.16828721134300006,0.003064178345588547,0.4784700675117913,0.10769373344087847,5.258406381868077
fog/s5,0.358974358974359,0.0882243737578392,0.175309956073761,0.08928081157088447,0.16956407402132023,0.0025070550100269925,0.49943005523692013,0.09332902594076704,5.255487925136158
fog/s5,0.3717948717948718,0.08824875950813293,0.18711957335472107,0.08909316574129328,0.17275598299102946,0.002051226826385721,0.5009541361029346,0.08100572998144771,5.2378239683054275
fog/s5,0.38461538461538464,0.08824432641267776,0.18628555536270142,0.08893883131790864,0.17521590524042435,0.0016782764943155898,0.503621565902401,0.07102437608473852,5.224611416600703
fog/s5,0.3974358974358974,0.08825553208589554,0.18300113081932068,0.08881459509390625,0.17663140080022366,0.001373135313530937,0.5100653721019645,0.06244614416658895,5.212770051692745
fog/s5,0.41025641025641024,0.08824886381626129,0.18789640069007874,0.08871173486160716,0.17867958259837913,0.001123474347434403,0.526701213537971,0.05557818800996664,5.207944014073627
fog/s5,0.4230769230769231,0.08826299011707306,0.17435689270496368,0.0886301449080555,0.1778936389813945,0.0009192062842645116,0.5133237201674308,0.049846027445719365,5.208332055049498
fog/s5,0.4358974358974359,0.0882655680179596,0.175310879945755,0.08856385820076533,0.17742404642946003,0.0007520778689436912,0.5037989528642616,0.04513511805528325,5.190034514045736
fog/s5,0.44871794871794873,0.08825194835662842,0.16979244351387024,0.08850714732001316,0.17603648226298915,0.0006153364382266563,0.5045286887071231,0.0413761694224904,5.194089167803001
fog/s5,0.46153846153846156,0.08828240633010864,0.1740647852420807,0.0884662853218487,0.17567799189555122,0.0005034570858218096,0.507966654396737,0.03749372409085496,5.198918098880056
fog/s5,0.47435897435897434,0.08827945590019226,0.1582411825656891,0.08843231633609298,0.17250766292648537,0.0018323739793087534,0.4951545354155121,0.03435330069579913,5.217184821047461
fog/s5,0.48717948717948717,0.08827132731676102,0.16002298891544342,0.08840304560530535,0.170237722197205,0.001499215073979889,0.49319461988541896,0.032622315814697475,5.22991970393718
fog/s5,0.5,0.08828098326921463,0.16780582070350647,0.08838085245328885,0.16979555828925982,0.0012266305150744545,0.4915910526335246,0.030679647554541497,5.220349879809353
fog/s5,0.5128205128205128,0.08830571919679642,0.1620560586452484,0.0883671918611993,0.1683883765358032,0.0010036067850609173,0.480335861245611,0.028054192875936516,5.2411429977537285
fog/s5,0.5256410256410257,0.08830592036247253,0.18853992223739624,0.08835605158870352,0.17205229393609284,0.0008211328241407505,0.49101343192822716,0.025792533537296995,5.222936703084904
fog/s5,0.5384615384615384,0.08830349892377853,0.15926629304885864,0.08834649655871715,0.16972756650205026,0.0006718359470242503,0.48270417157764034,0.024078357461269774,5.240277610030226
fog/s5,0.5512820512820513,0.08830496668815613,0.18211917579174042,0.0883389456731606,0.171980586372903,0.0005496839566562048,0.49437159492716026,0.022663182082373508,5.22641919022781
fog/s5,0.5641025641025641,0.08832305669784546,0.1772477924823761,0.08833605676855785,0.17293826021098901,0.00044974141908234937,0.4982358503949493,0.02084598691972706,5.22820364859415
fog/s5,0.5769230769230769,0.08830943703651428,0.17271187901496887,0.08833121681727721,0.1728970999935308,0.00036797025197646765,0.48577251395950394,0.019894553701004764,5.208863589655644
fog/s5,0.5897435897435898,0.08831080794334412,0.16168975830078125,0.08832750611292572,0.17085940150393997,0.0017215211152534736,0.48551842051232136,0.01912773717256138,5.220603260255364
fog/s5,0.6025641025641025,0.08830167353153229,0.16933917999267578,0.0883228092799451,0.170582997592801,0.002828971821571024,0.48815143496462654,0.018649173951786346,5.224517783947837
fog/s5,0.6153846153846154,0.08830661326646805,0.16043508052825928,0.08831986455022199,0.1687379217628843,0.00231461330855811,0.48462390133469446,0.01815340824558647,5.232301420592219
fog/s5,0.6282051282051282,0.08830484002828598,0.17148035764694214,0.08831713281896089,0.1692365464690766,0.0033142290706384536,0.49452182836475,0.018016259705215514,5.230143221906329
fog/s5,0.6410256410256411,0.08831560611724854,0.16195857524871826,0.08831685523683137,0.16791327897446598,0.0027116419668860073,0.4813133141166136,0.017310646448777334,5.231291591599452
fog/s5,0.6538461538461539,0.08831615000963211,0.16736245155334473,0.08831672701370424,0.1678131285342621,0.002218616154724915,0.5003358933681383,0.01681286399953437,5.2326078681578965
fog/s5,0.6666666666666666,0.08831478655338287,0.1734970510005951,0.08831637420273672,0.1688465689826863,0.0018152313993203848,0.5031157309375677,0.016182291687018808,5.237561854592566
fog/s5,0.6794871794871795,0.0883261188864708,0.16901333630084991,0.08831814596341564,0.1688768903132615,0.0014851893267166783,0.48834468894891897,0.015432096724201712,5.237791922584124
fog/s5,0.6923076923076923,0.08831658214330673,0.18543466925621033,0.08831786163248674,0.17188739557561583,0.001215154903677282,0.4819411091400246,0.014994051236583,5.202630921029189
fog/s5,0.7051282051282052,0.08830622583627701,0.1666734218597412,0.08831574603317587,0.17093940035454772,0.0009942176484632307,0.47528136202365645,0.015400641624499346,5.193363734665083
fog/s5,0.717948717948718,0.08832051604986191,0.16290301084518433,0.08831661330893696,0.16947823862557254,0.0008134508032880978,0.4684120234739007,0.014997016914353303,5.206241013176794
fog/s5,0.7307692307692307,0.08832141011953354,0.16408221423625946,0.08831748545631815,0.16849714328206106,0.0006655506572357164,0.4727348373877369,0.014444807939365938,5.211899964566303
fog/s5,0.7435897435897436,0.08833371847867966,0.18560191988945007,0.08832043691492933,0.17160710266522267,0.0005445414468292224,0.4791125942263302,0.01370650071119891,5.191905017783917
fog/s5,0.7564102564102564,0.0883244052529335,0.17984014749526978,0.08832115843093008,0.1731040199070494,0.00044553391104209107,0.49001257709427015,0.013449800257376321,5.188966314432846
fog/s5,0.7692307692307693,0.08832637220621109,0.17571242153644562,0.08832210639007207,0.1735782747487578,0.0003645277453980745,0.48614665398622103,0.01303876949534483,5.181476582536231
fog/s5,0.782051282051282,0.08832564949989319,0.18203629553318024,0.08832275059185772,0.17511609670956188,0.0002982499735075155,0.47730180780690806,0.013010667236168281,5.157841066974778
fog/s5,0.7948717948717948,0.08833038061857224,0.18296614289283752,0.08832413786944217,0.1765433778337938,0.0002440227055970581,0.4658037518420156,0.013168243363379697,5.134019174731627
fog/s5,0.8076923076923077,0.08831080794334412,0.16519246995449066,0.08832171424651525,0.17447957640119321,0.00019965494094304753,0.4634985242343764,0.01343332593675033,5.145140267412923
fog/s5,0.8205128205128205,0.08832275867462158,0.17334510385990143,0.08832190414253457,0.17427330866641288,0.00016335404258976615,0.4672942471008534,0.013140389445442305,5.161687799747203
fog/s5,0.8333333333333334,0.08832842111587524,0.1771705150604248,0.08832308904677832,0.17480007346532414,0.00013365330757344503,0.4689793839916073,0.012864144652825876,5.168458463215352
