corruption,n_refreshes,r,a,x,acc,n
brightness/s5,1,0.4501270353794098,0.4501270353794098,-0.10007871718141358,0.7578125,128
brightness/s5,2,0.453977108001709,0.453977108001709,-0.14234642245893417,0.7109375,128
brightness/s5,3,0.439501017332077,0.439501017332077,-0.19276690902717367,0.703125,128
brightness/s5,4,0.4738575220108032,0.4738575220108032,-0.14871613287656246,0.7578125,128
brightness/s5,5,0.45591676235198975,0.45591676235198975,-0.16275406212979482,0.71875,128
brightness/s5,6,0.4742710590362549,0.4742710590362549,-0.13288040396332684,0.734375,128
brightness/s5,7,0.3918360471725464,0.3918360471725464,-0.28624070177083777,0.6796875,128
brightness/s5,8,0.46291303634643555,0.46291303634643555,-0.2174307583390828,0.734375,128
brightness/s5,9,0.5317765474319458,0.5317765474319458,-0.045076512788529866,0.71875,128
brightness/s5,10,0.4496907889842987,0.4496907889842987,-0.12349831194873359,0.703125,128
brightness/s5,11,0.4768770635128021,0.4768770635128021,-0.10802803970517308,0.734375,128
brightness/s5,12,0.5324305891990662,0.5324305891990662,0.010938345225511736,0.6953125,128
brightness/s5,13,0.4903056025505066,0.4903056025505066,-0.01392205241433269,0.7578125,128
brightness/s5,14,0.48222634196281433,0.48222634196281433,-0.04252332631150567,0.6953125,128
brightness/s5,15,0.4680679440498352,0.4680679440498352,-0.08521281407190523,0.7109375,128
brightness/s5,16,0.5388433933258057,0.5388433933258057,0.03523723405259249,0.7109375,128
brightness/s5,17,0.49594825506210327,0.49594825506210327,0.009514949767444412,0.6796875,128
brightness/s5,18,0.44931450486183167,0.44931450486183167,-0.09696290420033378,0.7421875,128
brightness/s5,19,0.5563334226608276,0.5563334226608276,0.06466578148515104,0.6796875,128
brightness/s5,20,0.499311625957489,0.499311625957489,0.030956141787706913,0.6875,128
brightness/s5,21,0.5854204893112183,0.5854204893112183,0.1880108683258035,0.671875,128
brightness/s5,22,0.4891592860221863,0.4891592860221863,0.0723206078822972,0.6875,128
brightness/s5,23,0.548498272895813,0.548498272895813,0.1334627703537267,0.71875,128
brightness/s5,24,0.5081678628921509,0.5081678628921509,0.08306856428900608,0.6953125,128
brightness/s5,25,0.53704434633255,0.53704434633255,0.11575898396496709,0.6640625,128
brightness/s5,26,0.5630130171775818,0.5630130171775818,0.18457916293705326,0.7421875,128
brightness/s5,27,0.538976788520813,0.538976788520813,0.1704016384703081,0.7265625,128
brightness/s5,28,0.5471576452255249,0.5471576452255249,0.17979726842054194,0.734375,128
brightness/s5,29,0.5766003131866455,0.5766003131866455,0.24431498888985692,0.6953125,128
brightness/s5,30,0.520717978477478,0.520717978477478,0.16361719018983736,0.71875,128
brightness/s5,31,0.5516074299812317,0.5516074299812317,0.1853923424070772,0.6328125,128
brightness/s5,32,0.569632887840271,0.569632887840271,0.232872922830971,0.7578125,128
brightness/s5,33,0.6378568410873413,0.6378568410873413,0.39947359686388817,0.796875,128
brightness/s5,34,0.5670905113220215,0.5670905113220215,0.3347319233686412,0.7421875,128
brightness/s5,35,0.5431883931159973,0.5431883931159973,0.2539585323217352,0.6640625,128
brightness/s5,36,0.5938264727592468,0.5938264727592468,0.31688260015842784,0.765625,128
brightness/s5,37,0.5976015329360962,0.5976015329360962,0.3561819949164613,0.7109375,128
brightness/s5,38,0.5984800457954407,0.5984800457954407,0.3776589738543561,0.734375,128
brightness/s5,39,0.5940183401107788,0.5940183401107788,0.3791305912264811,0.765625,128
brightness/s5,40,0.5835943222045898,0.5835943222045898,0.35833835341410714,0.734375,128
brightness/s5,41,0.590585470199585,0.590585470199585,0.3623622787936911,0.6796875,128
brightness/s5,42,0.6114149689674377,0.6114149689674377,0.4078130775475284,0.703125,128
brightness/s5,43,0.6446149349212646,0.6446149349212646,0.5016321619795943,0.7421875,128
brightness/s5,44,0.5532046556472778,0.5532046556472778,0.3576297652114013,0.703125,128
brightness/s5,45,0.6296997666358948,0.6296997666358948,0.44427939599407484,0.734375,128
brightness/s5,46,0.6132614612579346,0.6132614612579346,0.4526609570571914,0.6953125,128
brightness/s5,47,0.6152713298797607,0.6152713298797607,0.46109299073376875,0.5859375,128
brightness/s5,48,0.6290977597236633,0.6290977597236633,0.4947205658179552,0.71875,128
brightness/s5,49,0.5513995885848999,0.5513995885848999,0.35052388954223024,0.6796875,128
brightness/s5,50,0.5426063537597656,0.5426063537597656,0.260681804541577,0.671875,128
brightness/s5,51,0.6082125902175903,0.6082125902175903,0.350243454829389,0.6953125,128
brightness/s5,52,0.6001143455505371,0.6001143455505371,0.37809251272052047,0.671875,128
brightness/s5,53,0.6023141145706177,0.6023141145706177,0.396604572930484,0.6796875,128
brightness/s5,54,0.5397974252700806,0.5397974252700806,0.27806586566300556,0.6484375,128
brightness/s5,55,0.6371093988418579,0.6371093988418579,0.42045291629597525,0.703125,128
brightness/s5,56,0.575793445110321,0.575793445110321,0.36299070803593225,0.6640625,128
brightness/s5,57,0.6517949104309082,0.6517949104309082,0.49496451095037874,0.75,128
