corruption,n,l_pearson_r,l_spearman_rho,s_pearson_r,s_spearman_rho,gap_pearson_r,gap_spearman_rho
brightness/s5,40,0.21053392483636257,0.021013133208255163,-0.02109843582449661,0.1530956848030019,-0.30341425958190776,-0.0827392120075047
contrast/s5,40,-0.18922640614121453,-0.250281425891182,0.5497763773290705,0.28968105065666044,0.39124399146834005,0.14652908067542217
defocus_blur/s5,40,0.35347087187340825,0.2596622889305817,-0.15415919334613315,-0.07429643527204503,0.08189841106735579,0.07936210131332083
elastic_transform/s5,40,0.4652143050116813,0.11651031894934337,0.5451186734028283,0.11294559099437151,0.0018843295944962896,0.05590994371482177
"ALL (pooled, ignoring corruption)",160,0.742663750168995,0.8010517988983945,0.19798691516579353,-0.0317473338802297,0.23361645498949263,-0.0029737489745693194
ACROSS corruptions (per-corruption means),4,0.8334049223453505,0.7999999999999999,0.22862598741090356,-0.19999999999999998,0.2856681916245339,-0.19999999999999998
