corruption,batch_idx,n,T_l_opt,T_s_opt,log_T_ratio_opt,opt_nll,T_l_base,T_s_base,base_nll,r_l,r_s,gap_r,acc_l,acc_s
brightness/s5,0,128,1.0162765979766846,0.46611490845680237,0.779468644790414,0.8266071677207947,0.5936581492424011,0.6630322933197021,0.9025607109069824,0.6636508703231812,0.4175671935081482,0.24608367681503296,0.75,0.75
brightness/s5,1,128,1.0976892709732056,0.4049283564090729,0.9972524328451222,0.7590411305427551,0.5936581492424011,0.6630322933197021,0.8523945212364197,0.6305537819862366,0.43844348192214966,0.19211030006408691,0.6796875,0.78125
brightness/s5,2,128,0.8915849328041077,0.5472745299339294,0.4880501429173788,1.0267701148986816,0.5936581492424011,0.6630322933197021,1.076154112815857,0.6570726037025452,0.4111087918281555,0.24596381187438965,0.6640625,0.671875
brightness/s5,3,128,0.8108387589454651,0.6166679263114929,0.2737385447026262,1.099623680114746,0.5936581492424011,0.6630322933197021,1.1362086534500122,0.6271718144416809,0.4182506203651428,0.20892119407653809,0.671875,0.734375
brightness/s5,4,128,1.1846692562103271,0.4055462181568146,1.0719840606755406,0.9369156360626221,0.5936581492424011,0.6630322933197021,1.0384948253631592,0.6046631336212158,0.3913809359073639,0.21328219771385193,0.640625,0.671875
brightness/s5,5,128,0.9271140098571777,0.5395313501358032,0.5413756533610183,0.9671550989151001,0.5936581492424011,0.6630322933197021,1.0199116468429565,0.6417306065559387,0.44264763593673706,0.19908297061920166,0.703125,0.765625
brightness/s5,6,128,1.1224477291107178,0.5160912871360779,0.7769833891496556,1.11771821975708,0.5936581492424011,0.6630322933197021,1.225859522819519,0.643222451210022,0.44616419076919556,0.19705826044082642,0.65625,0.703125
brightness/s5,7,128,1.0506089925765991,0.5257274508476257,0.6923423437834612,1.2554609775543213,0.5936581492424011,0.6630322933197021,1.359719157218933,0.6224512457847595,0.42124509811401367,0.20120614767074585,0.640625,0.6953125
brightness/s5,8,128,0.7761120200157166,0.5661460757255554,0.3154447362293721,0.7825567722320557,0.5936581492424011,0.6630322933197021,0.7988776564598083,0.6276479363441467,0.43650585412979126,0.19114208221435547,0.734375,0.7734375
brightness/s5,9,128,0.8062102198600769,0.6027039885520935,0.2909183489105139,0.9065353274345398,0.5936581492424011,0.6630322933197021,0.9403969049453735,0.6625590324401855,0.43650177121162415,0.2260572612285614,0.734375,0.6953125
brightness/s5,10,128,1.1573030948638916,0.4397408068180084,0.9676621811354257,1.2108458280563354,0.5936581492424011,0.6630322933197021,1.3319436311721802,0.6291897296905518,0.337391197681427,0.29179853200912476,0.6328125,0.640625
brightness/s5,11,128,1.110713005065918,0.4484783411026001,0.9068970465193444,0.9250637888908386,0.5936581492424011,0.6630322933197021,1.0021835565567017,0.6353042125701904,0.4110558032989502,0.22424840927124023,0.703125,0.734375
brightness/s5,12,128,1.0883872509002686,0.48228177428245544,0.8139237560352878,1.3047668933868408,0.5936581492424011,0.6630322933197021,1.4098799228668213,0.6123862266540527,0.33753910660743713,0.2748471200466156,0.6171875,0.6484375
