corruption,n_samples,r,r_ema,model_acc_ema,model_ent_ema
snow/s5,128.0,0.20625236630439758,0.20625236630439758,0.45454545454545453,5.62189227884466
snow/s5,256.0,0.18593114614486694,0.20255759900266473,0.4512349737039819,5.61471167298567
snow/s5,384.0,0.18021038174629211,0.19849446859241515,0.44101266834729363,5.630244771186753
snow/s5,512.0,0.17368030548095703,0.19398280257215003,0.43468616641430396,5.644309830756585
snow/s5,640.0,0.19770632684230804,0.19465980698490604,0.43897379735172415,5.598544237694297
snow/s5,768.0,0.19331669807434082,0.19441560536480326,0.4162758478139641,5.563176777180343
snow/s5,896.0,0.2051880657672882,0.1963742345288914,0.4284573857267032,5.532943897696574
snow/s5,1024.0,0.22317689657211304,0.20124744580947715,0.47276899375093356,5.466094037664096
snow/s5,1152.0,0.17831555008888245,0.19707801022391447,0.4750561032547571,5.531722768300041
snow/s5,1280.0,0.23475304245948792,0.2039280160849278,0.4804611104432671,5.451425689610029
snow/s5,1408.0,0.21737314760684967,0.20637258545254994,0.4822714871562366,5.435248143665775
snow/s5,1536.0,0.2521604895591736,0.2146976589264815,0.480384218674836,5.3463365173094815
snow/s5,1664.0,0.22220489382743835,0.21606261072665545,0.48402786539389847,5.327408207017874
snow/s5,1792.0,0.2176259458065033,0.21634685346844595,0.493181876833932,5.354646426071922
snow/s5,1920.0,0.25250545144081116,0.222921144008876,0.49233662829378916,5.272135428752176
snow/s5,2048.0,0.23840847611427307,0.22573702257349365,0.4760166685272472,5.253255576350303
snow/s5,2176.0,0.2430478185415268,0.2288844400222269,0.46250909215460345,5.221670909419688
snow/s5,2304.0,0.2339569479227066,0.22980671418595047,0.4705122848307675,5.226658879719634
snow/s5,2432.0,0.2565033435821533,0.23466064680344187,0.4743202072007616,5.183368201912592
snow/s5,2560.0,0.2449566125869751,0.23653264058226608,0.4657639403575346,5.202021647293978
snow/s5,2688.0,0.25499898195266724,0.23989015719506626,0.45228825759471325,5.180323010574431
snow/s5,2816.0,0.2099737972021103,0.2344508190145288,0.43758552781133697,5.255584187720618
snow/s5,2944.0,0.2728133201599121,0.24142581922278028,0.4628671715100685,5.16207705303137
snow/s5,3072.0,0.211295023560524,0.23594749273873367,0.4549978586141781,5.247259130120972
snow/s5,3200.0,0.2652229964733124,0.24127031159956613,0.44017418634502825,5.173092031555207
snow/s5,3328.0,0.25091972947120667,0.24302475121259165,0.427409992511961,5.171499631869754
snow/s5,3456.0,0.25412094593048096,0.2450422411612988,0.4462413999460234,5.127954311504713
snow/s5,3584.0,0.2505376935005188,0.24604141431388424,0.43999424293907347,5.08656536789074
snow/s5,3712.0,0.27187269926071167,0.25073801157694375,0.4435601956864872,5.040333706432637
