corruption,n_samples,r,r_ema,model_acc_ema,model_ent_ema
pixelate/s5,128.0,0.14486002922058105,0.14486002922058105,0.5284090909090908,5.779408021406693
pixelate/s5,256.0,0.14434543251991272,0.1447664661840959,0.5022304658151765,5.789484821523068
pixelate/s5,384.0,0.14715266227722168,0.14520032001920966,0.47463361761181233,5.79597331065409
pixelate/s5,512.0,0.13241121172904968,0.14287502760281692,0.4512526696409653,5.832010255967969
pixelate/s5,640.0,0.14698311686515808,0.1436219529232426,0.4591030267844478,5.832485836431892
pixelate/s5,768.0,0.1552698016166687,0.1457397435947746,0.4573850840457873,5.799966608332918
pixelate/s5,896.0,0.13039056956768036,0.14294898468075745,0.4479705934521386,5.823146179216898
pixelate/s5,1024.0,0.18427953124046326,0.15046362950979486,0.4724018022282911,5.734333492070203
pixelate/s5,1152.0,0.13601040840148926,0.14783577112646656,0.43193839653298816,5.787958054804694
pixelate/s5,1280.0,0.14990845322608948,0.1482126224173071,0.4296447117286945,5.786268331411581
pixelate/s5,1408.0,0.1583055555820465,0.15004770117453242,0.41752042685970453,5.774442075714683
pixelate/s5,1536.0,0.1961115151643753,0.15842294008177657,0.42696615351765344,5.674297563637604
pixelate/s5,1664.0,0.17096155881881714,0.16070268894305664,0.4436199044209085,5.656112778160773
pixelate/s5,1792.0,0.17136284708976746,0.1626408995151859,0.4594170434553188,5.639722210200677
pixelate/s5,1920.0,0.17735308408737183,0.16531584216467424,0.4588866158667836,5.628527931804139
pixelate/s5,2048.0,0.18012842535972595,0.1680090391092291,0.4528497180595824,5.612834541653215
pixelate/s5,2176.0,0.19754813611507416,0.17337978401938273,0.4568146872960841,5.581427203566444
pixelate/s5,2304.0,0.18017281591892242,0.17461488072838993,0.44113214604118023,5.575762926243221
pixelate/s5,2432.0,0.18383637070655823,0.17629151526987508,0.4280512713168231,5.560171466843323
pixelate/s5,2560.0,0.19957832992076874,0.18052548157003756,0.4360818427823361,5.5242523385461935
pixelate/s5,2688.0,0.19632788002490997,0.1833986449254689,0.44094115095346464,5.513063478324956
pixelate/s5,2816.0,0.15829478204250336,0.17883430621947516,0.4294730018779391,5.579629985066041
pixelate/s5,2944.0,0.19274736940860748,0.18136395407204464,0.4468476293563063,5.552995716354033
pixelate/s5,3072.0,0.16831757128238678,0.17899188447392503,0.43859221469306453,5.574179743443665
pixelate/s5,3200.0,0.21530525386333466,0.1855943152719995,0.4309997470259357,5.495516800616839
pixelate/s5,3328.0,0.20965996384620667,0.18996988774003715,0.44192958271984123,5.470046153759064
pixelate/s5,3456.0,0.1705172061920166,0.18643303654948792,0.45363674545708377,5.520524658436808
pixelate/s5,3584.0,0.18562564253807068,0.18628623763832114,0.4467526973720974,5.496507225382212
pixelate/s5,3712.0,0.18280401825904846,0.18565310684208974,0.4243241197284288,5.5142634398827095
pixelate/s5,3840.0,0.1873522698879242,0.185962045577696,0.43539465866117955,5.49988186544477
pixelate/s5,3968.0,0.21924327313899994,0.19201317786156943,0.44848733348393,5.416004466870125
pixelate/s5,4096.0,0.17818212509155273,0.18949844099429364,0.4531196199355233,5.476534230950075
pixelate/s5,4224.0,0.2102436125278473,0.19327029036403065,0.4531213984692346,5.433170956839957
pixelate/s5,4352.0,0.21498055756092072,0.1972176116725561,0.4520895312066777,5.3990942995086595
pixelate/s5,4480.0,0.23171626031398773,0.2034900932437255,0.42712191758463547,5.327912464932599
pixelate/s5,4608.0,0.21277625858783722,0.2051784869426549,0.45250516796987994,5.317631882337793
pixelate/s5,4736.0,0.20684155821800232,0.20548086353817258,0.44186296368231626,5.338445779004316
pixelate/s5,4864.0,0.28003400564193726,0.2190359802843116,0.45746611618402977,5.194834849573431
pixelate/s5,4992.0,0.2256014198064804,0.22022969656106955,0.4655868215777389,5.216089145607839
pixelate/s5,5120.0,0.2673335075378418,0.2287940258295736,0.470506467337164,5.135644118628507
pixelate/s5,5248.0,0.20522835850715637,0.22450935904367952,0.4836138335066965,5.209292313710799
pixelate/s5,5376.0,0.232026606798172,0.22587613136267815,0.4898055414383671,5.210529931663251
pixelate/s5,5504.0,0.23696452379226685,0.22789220271351246,0.49627478393808044,5.206785866631134
pixelate/s5,5632.0,0.24557384848594666,0.23110704739940957,0.4802025413139216,5.183595708169047
pixelate/s5,5760.0,0.2553345561027527,0.2355120489818356,0.4782244284828731,5.116018810086324
pixelate/s5,5888.0,0.2438366413116455,0.2370256112236192,0.47870808848853486,5.106912847189558
pixelate/s5,6016.0,0.24404476583003998,0.23830182115205933,0.4666351666741432,5.095687022075381
pixelate/s5,6144.0,0.2671835720539093,0.2435530485887593,0.48463800413723634,5.039076129689784
pixelate/s5,6272.0,0.2331327348947525,0.24165844609893988,0.47473701103401766,5.06153474471205
pixelate/s5,6400.0,0.24209806323051453,0.24173837648649887,0.4639768420971523,5.078264018714256
pixelate/s5,6528.0,0.2261110246181488,0.23889703978316246,0.469170448015449,5.112416767929588
pixelate/s5,6656.0,0.2673446536064148,0.24406933320557198,0.46980625032439144,5.038014218927269
pixelate/s5,6784.0,0.24235212802886963,0.24375711408253517,0.4544777378204603,5.0422052872689
pixelate/s5,6912.0,0.27060437202453613,0.2486384337083535,0.45712972531782875,4.9827302156839695
pixelate/s5,7040.0,0.29954880475997925,0.2578948648086491,0.4625207252127614,4.877611891769565
