corruption,n_samples,r,r_ema,model_acc_ema,model_ent_ema
brightness/s5,128.0,0.4501270353794098,0.4501270353794098,0.752840909090909,3.7981792579997666
brightness/s5,256.0,0.453977108001709,0.4508270485834642,0.7402798647633357,3.772348267614707
brightness/s5,384.0,0.439501017332077,0.448767770174121,0.7295468516184314,3.791851586917617
brightness/s5,512.0,0.4738575220108032,0.4533295432353359,0.7386326031495284,3.7029378878215273
brightness/s5,640.0,0.45591676235198975,0.45379994671109114,0.7320598417777833,3.735878981373432
brightness/s5,768.0,0.4742710590362549,0.4575219671338482,0.7328251833388466,3.668552557421777
brightness/s5,896.0,0.3918360471725464,0.44557907259542967,0.7160338004169137,3.8277008078909223
brightness/s5,1024.0,0.46291303634643555,0.4487307023683398,0.7220970068906613,3.7653306802571316
brightness/s5,1152.0,0.5317765474319458,0.46382994692535906,0.7194409715549055,3.6021799375509262
brightness/s5,1280.0,0.4496907889842987,0.4612591909360753,0.7135307330243582,3.668893647359339
brightness/s5,1408.0,0.4768770635128021,0.4640988041318438,0.7193883419419257,3.647585154281575
brightness/s5,1536.0,0.5324305891990662,0.47652276505315694,0.7096215346883964,3.4992887150915197
brightness/s5,1664.0,0.4903056025505066,0.4790287355072205,0.7258106967748768,3.4786590052910498
brightness/s5,1792.0,0.48222634196281433,0.47961011849914664,0.7144373259402068,3.4707063836948726
brightness/s5,1920.0,0.4680679440498352,0.47751154132654455,0.713022094224436,3.4957295392259327
brightness/s5,2048.0,0.5388433933258057,0.488662787144592,0.712591236629581,3.350383513294512
brightness/s5,2176.0,0.49594825506210327,0.48998741767504855,0.6999061170826121,3.3532921985731896
brightness/s5,2304.0,0.44931450486183167,0.48259234261809997,0.7131086403610873,3.4998695070353225
brightness/s5,2432.0,0.5563334226608276,0.4959998117167777,0.7049012385888269,3.3030009240153184
brightness/s5,2560.0,0.499311625957489,0.4966019597605434,0.7001818208735122,3.357004467112353
brightness/s5,2688.0,0.5854204893112183,0.5127507833152115,0.6918572519897064,3.1406638019707653
brightness/s5,2816.0,0.4891592860221863,0.5084614201710251,0.6904168381088116,3.2112725835755955
brightness/s5,2944.0,0.548498272895813,0.5157408479391683,0.6997831726182953,3.156097208828764
brightness/s5,3072.0,0.5081678628921509,0.5143639415669833,0.6970139420006769,3.193741299766597
brightness/s5,3200.0,0.53704434633255,0.518487651524359,0.6848295810087175,3.149627280815919
brightness/s5,3328.0,0.5630130171775818,0.5265831725522176,0.7045656699314553,3.0675415372006394
brightness/s5,3456.0,0.538976788520813,0.5288365572737804,0.7126121426813873,3.0468876793589277
brightness/s5,3584.0,0.5471576452255249,0.5321676641740976,0.719289946753656,3.012950167513988
brightness/s5,3712.0,0.5766003131866455,0.5402463276309244,0.7105887246863317,2.9226293408018926
brightness/s5,3840.0,0.520717978477478,0.5366957186939341,0.7132866669387841,2.9432760599350374
brightness/s5,3968.0,0.5516074299812317,0.5394069389279881,0.6884914877854669,2.9030867226940953
brightness/s5,4096.0,0.569632887840271,0.5449025660029485,0.7101162025671306,2.89761053928809
brightness/s5,4224.0,0.6378568410873413,0.5618033432910199,0.7393133256854345,2.7104431016497053
brightness/s5,4352.0,0.5670905113220215,0.5627646465693837,0.7420713171943818,2.7727475477344
brightness/s5,4480.0,0.5431883931159973,0.5592053277596771,0.7165415429152473,2.8025129621022185
brightness/s5,4608.0,0.5938264727592468,0.5655000813959625,0.7327674791416119,2.7581976809516853
brightness/s5,4736.0,0.5976015329360962,0.571336708948714,0.7247761637228971,2.6881853506516156
brightness/s5,4864.0,0.5984800457954407,0.5762718611026643,0.7274328038145013,2.6860209616498265
brightness/s5,4992.0,0.5940183401107788,0.5794984936495942,0.7410913810659058,2.6643311948738195
brightness/s5,5120.0,0.5835943222045898,0.5802431897505024,0.7373215030275898,2.6809686629766416
brightness/s5,5248.0,0.590585470199585,0.5821236043776082,0.7159445598779732,2.6504943440705366
brightness/s5,5376.0,0.6114149689674377,0.5874493070303044,0.7122232177695522,2.58369490208568
brightness/s5,5504.0,0.6446149349212646,0.5978430575559335,0.7213539722258986,2.4781393509667837
brightness/s5,5632.0,0.5532046556472778,0.5897269844816324,0.7168774524817999,2.599938186097161
brightness/s5,5760.0,0.6296997666358948,0.5969947630551347,0.7221452367853369,2.48044945943396
brightness/s5,5888.0,0.6132614612579346,0.5999523445465528,0.7119835882612586,2.480317344842149
brightness/s5,6016.0,0.6152713298797607,0.602737614607136,0.6705737243732391,2.43131584336936
brightness/s5,6144.0,0.6290977597236633,0.6075303682646864,0.6859832369771269,2.3834340614439156
brightness/s5,6272.0,0.5513995885848999,0.5973247719592707,0.6851933239268371,2.524124918751849
brightness/s5,6400.0,0.5426063537597656,0.5873759686502698,0.6797575143642463,2.6549292885584572
brightness/s5,6528.0,0.6082125902175903,0.5911644452988735,0.6856744517644955,2.5396361179827642
brightness/s5,6656.0,0.6001143455505371,0.592791699890085,0.6800795916770588,2.516083895045205
brightness/s5,6784.0,0.6023141145706177,0.5945230480138182,0.6796917101309237,2.5146265707158224
brightness/s5,6912.0,0.5397974252700806,0.584572934787684,0.6685849464512794,2.6429847705636775
brightness/s5,7040.0,0.6371093988418579,0.5941250191611701,0.6805196748971374,2.4721680341757217
brightness/s5,7168.0,0.575793445110321,0.5907920056973793,0.6758540798898192,2.5083553224115223
brightness/s5,7296.0,0.6517949104309082,0.6018834429216573,0.7003651278601268,2.4082581380953805
brightness/s5,7424.0,0.6561182141304016,0.6117443104141562,0.7108332674104981,2.3033755831941622
brightness/s5,7552.0,0.6210933923721313,0.6134441434974245,0.6847830137210772,2.300164295995693
brightness/s5,7680.0,0.6272516250610352,0.6159545946908082,0.7073754058793988,2.331832820513042
brightness/s5,7808.0,0.6056264638900757,0.6140767527270385,0.6984806436052173,2.363811252213982
brightness/s5,7936.0,0.6257059574127197,0.6161911535789806,0.6930428275373768,2.2735154534625517
brightness/s5,8064.0,0.6007987260818481,0.6133925303976837,0.682687760582872,2.2886872563521785
brightness/s5,8192.0,0.6306367516517639,0.616527843352971,0.6876360215472117,2.233602808013286
brightness/s5,8320.0,0.6510633230209351,0.6228070214744189,0.68939890698615,2.1939702044971123
brightness/s5,8448.0,0.6436591148376465,0.6265983111768239,0.7158889377345301,2.1355228510234916
brightness/s5,8576.0,0.6338425874710083,0.627915452321221,0.7201921814586523,2.1578972850501597
brightness/s5,8704.0,0.6473113894462585,0.6314419863439551,0.7042195594888498,2.116093407694519
brightness/s5,8832.0,0.6698624491691589,0.6384275250394467,0.7245188786660894,2.09842988594624
brightness/s5,8960.0,0.6831761598587036,0.6465636404611297,0.7218370179500266,2.0059570892031573
brightness/s5,9088.0,0.6613736152648926,0.649256363152723,0.7125520533384475,1.9943737615020332
brightness/s5,9216.0,0.6146044731140137,0.6429560195093212,0.7042703828133409,2.0798186496750475
brightness/s5,9344.0,0.6514126658439636,0.6444935915701653,0.7142223223791785,2.0751669213991293
brightness/s5,9472.0,0.7128527164459229,0.6569225233657575,0.7193347777910203,1.93114811417772
brightness/s5,9600.0,0.6666041612625122,0.6586828211651674,0.6995133636452284,1.9169571912996697
brightness/s5,9728.0,0.6713758111000061,0.6609906375169562,0.7133622516963926,1.8961704042116558
brightness/s5,9856.0,0.6498040556907654,0.6589567135485578,0.7195338213835355,1.9062469163145734
brightness/s5,9984.0,0.6834877729415894,0.6634169061654727,0.7107519796038543,1.8785463805099287
brightness/s5,10112.0,0.6762542724609375,0.665750972764648,0.7074558706439024,1.8826146764885756
brightness/s5,10240.0,0.693331241607666,0.6707655670997422,0.7124807894393064,1.8127400534457092
brightness/s5,10368.0,0.7050613164901733,0.6770011578980024,0.7140367268147422,1.7673840235626037
brightness/s5,10496.0,0.7417107820510864,0.688766544107654,0.7359977262148273,1.676012021933198
brightness/s5,10624.0,0.6096983551979065,0.6743905097604271,0.7228063291190165,1.855988561888455
brightness/s5,10752.0,0.7300877571105957,0.6845172820059123,0.7346368814763664,1.725005731455989
brightness/s5,10880.0,0.7149457931518555,0.6900497385779019,0.7133726231370716,1.6644922634727128
brightness/s5,11008.0,0.6645474433898926,0.6854129576346274,0.6968134915215107,1.709027903633403
brightness/s5,11136.0,0.683533787727356,0.6850712903787598,0.7048400232499369,1.6978805269249548
brightness/s5,11264.0,0.6478592157363892,0.6783054586256014,0.6779300982086355,1.826247768823527
brightness/s5,11392.0,0.6386221647262573,0.671090314280266,0.7107941153297476,1.903362077254254
brightness/s5,11520.0,0.6751368641853333,0.6718260506266418,0.704643168113302,1.8711323680959295
brightness/s5,11648.0,0.700369119644165,0.6770156995389187,0.7248024513816318,1.8005929546095567
brightness/s5,11776.0,0.6847595572471619,0.6784236736676901,0.722026847619109,1.7906897319902964
brightness/s5,11904.0,0.6699543595314026,0.6768837983701832,0.7028650798111389,1.7985435016043165
brightness/s5,12032.0,0.7027599811553955,0.6815885588765853,0.7117319955760516,1.7446604295982648
brightness/s5,12160.0,0.7145088315010071,0.6875740629901165,0.6970065424930594,1.7238397414998836
brightness/s5,12288.0,0.6794841885566711,0.68610317672949,0.6830167763796512,1.7487406923232711
brightness/s5,12416.0,0.7318117022514343,0.6944138177334798,0.6870814784029069,1.6351128383957954
brightness/s5,12544.0,0.6765822172164917,0.6911717085485728,0.7107218987655821,1.7079670681467167
brightness/s5,12672.0,0.7034813761711121,0.693409829934489,0.7208654859505136,1.6904901779771435
brightness/s5,12800.0,0.6922658085823059,0.6932018260522739,0.7082859864627404,1.6815383058963131
brightness/s5,12928.0,0.68819659948349,0.6922917848579495,0.7140695446568759,1.7249489564511489
brightness/s5,13056.0,0.7075906991958618,0.6950734056466608,0.7236230009686524,1.6829903282113294
brightness/s5,13184.0,0.6901689171791077,0.694181680470742,0.7282104386649655,1.6607640800630266
brightness/s5,13312.0,0.6829618215560913,0.6921417061226236,0.7142359134864644,1.6462902556751158
brightness/s5,13440.0,0.6864266991615295,0.6911026139478792,0.6922261073752365,1.6509983286732917
brightness/s5,13568.0,0.676649272441864,0.6884747336740582,0.7079674768379682,1.6652684850333421
brightness/s5,13696.0,0.6997434496879578,0.6905235911311308,0.706883186974177,1.6301638147964796
brightness/s5,13824.0,0.7134422659873962,0.6946906229231791,0.708481720205854,1.6343751117878647
brightness/s5,13952.0,0.7101959586143494,0.6975097748670281,0.7242728870799517,1.5858727675403546
brightness/s5,14080.0,0.7244796752929688,0.7024133931262901,0.7108252384584799,1.5718428908955593
brightness/s5,14208.0,0.7105211019515991,0.703887522003619,0.7054387959928666,1.558129406954709
brightness/s5,14336.0,0.732023298740387,0.7090031177739404,0.7232689460778694,1.49029606380291
brightness/s5,14464.0,0.6802659034729004,0.7037781697192059,0.732105658118243,1.5801160730980977
brightness/s5,14592.0,0.6793307065963745,0.6993331764241456,0.7279488289882452,1.655700826319054
brightness/s5,14720.0,0.6880754232406616,0.6972863122089668,0.6946909516367591,1.6396424208579938
brightness/s5,14848.0,0.7329174280166626,0.7037646969012751,0.7031608849799792,1.5388020462523286
brightness/s5,14976.0,0.7185574769973755,0.7064542932823842,0.719161418870895,1.5133359408618015
brightness/s5,15104.0,0.7074661254882812,0.7066382627743655,0.7275481399053099,1.5337774205762171
brightness/s5,15232.0,0.7374414205551147,0.7122388369163198,0.7171499944820668,1.4401229085781027
brightness/s5,15360.0,0.7434164881706238,0.7179075007807387,0.7375652855623753,1.3932272409628292
brightness/s5,15488.0,0.7369809150695801,0.7213753942878007,0.7434837862029124,1.3572438251164887
brightness/s5,15616.0,0.728725790977478,0.7227118300495602,0.7484788155573214,1.3443097941689697
brightness/s5,15744.0,0.7780951857566833,0.7327815310872189,0.7531139178524218,1.2666272529899363
brightness/s5,15872.0,0.724989652633667,0.7313648259138458,0.7567332838516212,1.2964120148660736
brightness/s5,16000.0,0.7274173498153687,0.7306471029868499,0.7516664958014985,1.2998534767443823
brightness/s5,16128.0,0.7165285348892212,0.7280800906054627,0.7348449269414988,1.3428460952481995
brightness/s5,16256.0,0.7599431276321411,0.7338733700648588,0.7230676783657967,1.3073009393301802
brightness/s5,16384.0,0.7104460000991821,0.7296138482529175,0.722415140063054,1.3275616824763725
brightness/s5,16512.0,0.7180235385894775,0.7275065192232011,0.7271436061579121,1.3810792940306225
brightness/s5,16640.0,0.7563501596450806,0.7327508174817245,0.7259184470974451,1.3066067084573616
brightness/s5,16768.0,0.7290043830871582,0.7320696475918034,0.7248400348338268,1.3096150607914434
brightness/s5,16896.0,0.7207967042922974,0.7300200215373477,0.7326408497647932,1.3409535662654242
brightness/s5,17024.0,0.7367993593215942,0.7312526284072107,0.7326975936442002,1.3082378825883392
brightness/s5,17152.0,0.6930233836174011,0.7243018566272452,0.7327355792163652,1.4334839318315566
brightness/s5,17280.0,0.736467719078064,0.7265138316183032,0.7317279497233519,1.385948995965695
brightness/s5,17408.0,0.7327761054039001,0.727652426852048,0.7326030076660455,1.3598705260685984
brightness/s5,17536.0,0.7235848903656006,0.726912874763603,0.7386123439747908,1.3912593044420936
brightness/s5,17664.0,0.7280224561691284,0.7271146168373349,0.7268809905946946,1.3560854062922805
brightness/s5,17792.0,0.7358453273773193,0.7287020187536957,0.7125711589931425,1.3489745391503254
