corruption,n_samples,r,r_ema,model_acc_ema,frozen_acc_ema,model_ent_ema,frozen_ent_ema
defocus_blur/s5,128.0,0.06424251943826675,0.06424251943826675,0.18323863636363635,0.18323863636363635,6.311558680100874,6.311746553941206
defocus_blur/s5,256.0,0.06263142824172974,0.06394959376616911,0.1686349549211119,0.1686349549211119,6.326080419352679,6.32825642828651
defocus_blur/s5,384.0,0.06175693869590759,0.06355092920793974,0.1480118293273559,0.1480118293273559,6.340885203700857,6.345690788838909
defocus_blur/s5,512.0,0.05838810279965401,0.06261223349734232,0.14737775351665974,0.14505337335137047,6.3546877814665095,6.362812911044674
defocus_blur/s5,640.0,0.06772910803556442,0.06354257432247361,0.1433375870648714,0.14178159703686782,6.340595778995397,6.353444554919549
defocus_blur/s5,768.0,0.07285535335540771,0.06523580687391617,0.12642846737400482,0.12538685421476276,6.311102956377975,6.328847953600647
defocus_blur/s5,896.0,0.05311043933033943,0.06303119459326585,0.12647277568011892,0.128616406540461,6.344958908936573,6.365486127801177
defocus_blur/s5,1024.0,0.06993381679058075,0.06428621681095946,0.15516979198421182,0.15143949528741604,6.3179945375479,6.346004844993125
defocus_blur/s5,1152.0,0.07458561658859253,0.06615883495234728,0.161983497113398,0.15199668692793963,6.297387254387957,6.3308107398468545
defocus_blur/s5,1280.0,0.0674353539943695,0.06639092932362405,0.15259845674533254,0.14591307141457113,6.304147863389839,6.341843883971522
defocus_blur/s5,1408.0,0.06928063184022903,0.06691632978118858,0.15793780988737136,0.15346246929405175,6.296318859306453,6.338963986947123
defocus_blur/s5,1536.0,0.06840917468070984,0.06718775612655609,0.15686332727997584,0.14870214886626604,6.301117332564944,6.349384777823694
defocus_blur/s5,1664.0,0.07131971418857574,0.06793902122874147,0.1520118141295706,0.14654854593526898,6.295430751335846,6.348549117065397
defocus_blur/s5,1792.0,0.065433070063591,0.06748339374416866,0.14359881772310096,0.13994158860129574,6.30142751990493,6.358723036372391
defocus_blur/s5,1920.0,0.08077825605869293,0.06990064143771853,0.14752276227744773,0.14791544360913184,6.2658622577135885,6.334958050417029
defocus_blur/s5,2048.0,0.08068018406629562,0.071860558279278,0.16822804747498565,0.1690074457218155,6.242129707354451,6.317710315188896
defocus_blur/s5,2176.0,0.07481656223535538,0.07239801354401934,0.18002249459069286,0.177703331433612,6.244004347316733,6.325431542579559
defocus_blur/s5,2304.0,0.08053375780582428,0.07387723977343842,0.17732910794914147,0.1706113210423353,6.2257952753323265,6.3142036100698435
defocus_blur/s5,2432.0,0.07697597146034241,0.07444064553469369,0.17345998135438395,0.17128733061511703,6.220904484557919,6.317755656086632
defocus_blur/s5,2560.0,0.07578113675117493,0.07468437121041754,0.16363849991491816,0.15701879156879733,6.228362717153881,6.326214840327588
defocus_blur/s5,2688.0,0.07094855606555939,0.0740051320931706,0.1457001528356064,0.14359315799233538,6.241746254792412,6.342589695554675
defocus_blur/s5,2816.0,0.06271365284919739,0.07195213586699364,0.13989018495606706,0.13383095700313358,6.266308193286248,6.366652330612
defocus_blur/s5,2944.0,0.07142211496829987,0.0718557684308675,0.13729218992926803,0.13323601253928774,6.264107867995561,6.368521852510061
defocus_blur/s5,3072.0,0.07180766016244888,0.0718470214729732,0.15104890400223728,0.14368485136927525,6.256478797621737,6.365305559863136
defocus_blur/s5,3200.0,0.08573658019304276,0.07437239578571311,0.1488943076378613,0.14809688397447351,6.223273966507839,6.344735823874535
defocus_blur/s5,3328.0,0.06900642812252045,0.07339676530149626,0.16733833817079968,0.1554408892721682,6.24342469569355,6.36590092723358
defocus_blur/s5,3456.0,0.0748944953083992,0.07366907984820588,0.1453359949738411,0.13220629777723655,6.230393242565158,6.36209070493103
defocus_blur/s5,3584.0,0.0759664922952652,0.07408679120221666,0.14765260820562914,0.13653892661120792,6.22151723815978,6.359275963397968
defocus_blur/s5,3712.0,0.08027413487434387,0.07521176277896706,0.14713728317897487,0.13969754591328792,6.210873071191102,6.354989882227015
defocus_blur/s5,3840.0,0.07884371280670166,0.07587211732946425,0.14214355320245423,0.14052067123120926,6.210312762625195,6.357759582349541
defocus_blur/s5,3968.0,0.09042684733867645,0.07851843187659374,0.14396593230908092,0.13771425098948717,6.173533354089125,6.336052445794428
defocus_blur/s5,4096.0,0.06998223811388016,0.07696639664700945,0.15319207038872357,0.15184796967064842,6.208652643992573,6.367653672411488
defocus_blur/s5,4224.0,0.07581782341003418,0.07675756514937758,0.16040130331807112,0.15717715325059933,6.21031114515982,6.37652603806272
defocus_blur/s5,4352.0,0.07599596679210663,0.07661909272078285,0.15283062453523769,0.14499049101899625,6.2096096682518205,6.378305912158902
