corruption,n_samples,r,r_ema,model_acc_ema,frozen_acc_ema,model_ent_ema,frozen_ent_ema
jpeg_compression/s5,128.0,0.12983083724975586,0.12983083724975586,0.4446022727272727,0.4446022727272727,5.909618594429709,5.910429911179976
jpeg_compression/s5,256.0,0.11126326024532318,0.12645491415804083,0.4365725957926371,0.4365725957926371,5.964238311902281,5.968784665810622
jpeg_compression/s5,384.0,0.13000738620758057,0.12710081816704805,0.4208667790016826,0.4208667790016826,5.958823947460718,5.969564077903023
jpeg_compression/s5,512.0,0.1389891803264618,0.12926233855966873,0.4160347859432751,0.413193876852366,5.932019770773092,5.951136828861161
jpeg_compression/s5,640.0,0.11165410280227661,0.1260608411492338,0.41744890629260556,0.4127062316119144,5.986622507834721,6.012581047879791
jpeg_compression/s5,768.0,0.11164532601833344,0.123439838398161,0.4034162099975293,0.39740045256665335,6.009624901328593,6.044013188683609
jpeg_compression/s5,896.0,0.11533843725919724,0.12196685637289485,0.39453895049421384,0.3887040219661067,6.0220389065338775,6.064308340216908
jpeg_compression/s5,1024.0,0.14580784738063812,0.12630158201066635,0.397119049504391,0.3932130229690466,5.9567828844012976,6.013282182821588
jpeg_compression/s5,1152.0,0.13451656699180603,0.12779521564360083,0.3957470496682286,0.3879669823181221,5.952069843334102,6.018330634163475
jpeg_compression/s5,1280.0,0.15631939470767975,0.1329814300188879,0.4219463720919546,0.41673822783279246,5.90045547983119,5.984282289512386
jpeg_compression/s5,1408.0,0.13886438310146332,0.13405105785208343,0.40384426561527537,0.3946760037558362,5.900193083761366,5.992495116451568
jpeg_compression/s5,1536.0,0.1711789071559906,0.14080157590733927,0.4064474009490686,0.3974690603654771,5.829398816501607,5.94472672562949
jpeg_compression/s5,1664.0,0.14840765297412872,0.1421844990103919,0.42523545022210374,0.41690077594713754,5.828564322025292,5.951478370598305
jpeg_compression/s5,1792.0,0.13976429402828217,0.1417444617409174,0.42412455758669754,0.408214569022464,5.846972778139755,5.9773723594272035
jpeg_compression/s5,1920.0,0.17258483171463013,0.14735180173613788,0.439909827805971,0.4297758685191701,5.7876897414078545,5.939205257414651
jpeg_compression/s5,2048.0,0.17841748893260956,0.1530001084991327,0.4197433558039971,0.4152838458682047,5.740167595896484,5.910632901561396
jpeg_compression/s5,2176.0,0.19101157784461975,0.1599112847437667,0.40211125471176656,0.40480778111838495,5.677881171012238,5.868763901863405
jpeg_compression/s5,2304.0,0.15594327449798584,0.1591898283354429,0.40347943497233957,0.39960272950900144,5.724532395897239,5.918129197033858
jpeg_compression/s5,2432.0,0.17887501418590546,0.162768953035527,0.4312548283699132,0.421170009010158,5.6833277127477775,5.900102233205959
jpeg_compression/s5,2560.0,0.17846336960792542,0.1656224833214176,0.4116251330410162,0.40487413826299823,5.677644479117111,5.906611021232446
jpeg_compression/s5,2688.0,0.15957941114902496,0.16452374292643712,0.4292180642671265,0.42185789420911446,5.698059395121039,5.932877014208915
jpeg_compression/s5,2816.0,0.13352470099925995,0.15888755348513217,0.37797862153419204,0.3684028052143658,5.765417560799445,5.993921999435908
jpeg_compression/s5,2944.0,0.17361819744110107,0.16156585238621743,0.3901654408617318,0.3757489853087903,5.731401437356333,5.9758348631497915
jpeg_compression/s5,3072.0,0.14956730604171753,0.15938429850539926,0.40762108024628324,0.3904807257025786,5.756269214407595,6.0065836032712525
jpeg_compression/s5,3200.0,0.16296344995498657,0.16003505331441512,0.4066513016524706,0.39336932877610625,5.739798345401064,6.004357456799059
jpeg_compression/s5,3328.0,0.14238564670085907,0.15682607029376855,0.38250004490785217,0.37025136885012067,5.781484682508803,6.04235774500715
