corruption,n_samples,r,r_ema,model_acc_ema,frozen_acc_ema,model_ent_ema,frozen_ent_ema
gaussian_noise/s5,128.0,0.04299397021532059,0.04299397021532059,0.14772727272727273,0.14772727272727273,6.633181051774458,6.633575179360129
gaussian_noise/s5,256.0,0.03884267807006836,0.04223918982527473,0.13788974455296768,0.13788974455296768,6.625674537928099,6.626730823588496
gaussian_noise/s5,384.0,0.04476813226938248,0.04269899754238523,0.15144891990735854,0.15144891990735854,6.6024669903123225,6.605514068493847
gaussian_noise/s5,512.0,0.05529719591140747,0.044989579064025634,0.1780877067148433,0.1752467976239342,6.568373692516708,6.575576562413975
gaussian_noise/s5,640.0,0.04328383505344391,0.044679443789374405,0.17474259705704384,0.1728408314672617,6.569272191491847,6.578647308746001
gaussian_noise/s5,768.0,0.0402054488658905,0.04386599016692279,0.17999297819521115,0.1787198954450264,6.574307849621782,6.5859620126902945
gaussian_noise/s5,896.0,0.041570134460926056,0.04344856185674156,0.16801182837861242,0.16715959943014164,6.579539737588911,6.59388059802818
gaussian_noise/s5,1024.0,0.050893258303403854,0.04480214302886197,0.16360709172452567,0.1607122111887725,6.558405121499403,6.577470159125507
gaussian_noise/s5,1152.0,0.045102834701538086,0.04485681424207581,0.16117499528666593,0.15923710005198818,6.562924305491722,6.585300723900205
gaussian_noise/s5,1280.0,0.04916061460971832,0.045639323399829,0.1722018563489251,0.17090458763810779,6.559945920211053,6.585452116351599
gaussian_noise/s5,1408.0,0.03987988829612732,0.044592153380974144,0.165895457555892,0.1627026578403862,6.571991937115008,6.60002621821565
gaussian_noise/s5,1536.0,0.04979218542575836,0.045537613752753094,0.17949406662832437,0.17451582880224198,6.560664645215789,6.592162372140861
gaussian_noise/s5,1664.0,0.04508412629365921,0.04545516148746329,0.16716131732970474,0.156339108537038,6.559737999756591,6.594664143128261
gaussian_noise/s5,1792.0,0.057464346289634705,0.04763864963331264,0.1565811297826949,0.14933651067355436,6.532355406733222,6.573434801591397
gaussian_noise/s5,1920.0,0.061580508947372437,0.05017353314495987,0.17222579762312634,0.16505171375667688,6.5031357547714785,6.55372156672512
gaussian_noise/s5,2048.0,0.052281901240348816,0.05055687279866695,0.18011602981382835,0.17815445301066798,6.504241795601457,6.556347766510348
gaussian_noise/s5,2176.0,0.07011452317237854,0.05411280923025087,0.1768751935117363,0.1760786007757364,6.469324667199442,6.532985160488135
gaussian_noise/s5,2304.0,0.04602641984820366,0.052642556615333194,0.18219537747479866,0.17933774101516237,6.49968153709931,6.560745564446288
gaussian_noise/s5,2432.0,0.06459314376115799,0.05481539064184679,0.17981674029304703,0.1755793968779186,6.4709401285398584,6.5424781958506815
gaussian_noise/s5,2560.0,0.050759393721818924,0.054077936656387174,0.16970170217964306,0.16454075328191245,6.483552300745818,6.556273002877339
gaussian_noise/s5,2688.0,0.056628625839948654,0.05454169832612562,0.17274452790538086,0.16928967781681742,6.48314684341253,6.55950046682337
gaussian_noise/s5,2816.0,0.055411916226148605,0.05469991976249343,0.1541203038044285,0.14896664382778685,6.479142795458147,6.561432954153599
