corruption,n_refreshes,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc,n
brightness/s5,1,0.48675304651260376,0.6374715566635132,0.6352506099428028,0.6668293720326728,0.27740453359083767,0.34693972204854734,0.430909663438797,0.569090336561203,0.65625,0.7421875,0.71875,128
brightness/s5,2,0.556524395942688,0.6381505727767944,0.7315872424259529,0.6676737589182684,0.6400475380668974,0.5223111255723504,0.615607500076294,0.38439249992370605,0.6796875,0.6640625,0.71875,128
brightness/s5,3,0.5524647235870361,0.5903441905975342,0.7259818590282827,0.608224385964698,0.8071891264463762,0.4810828662964487,0.7865787744522095,0.21342122554779053,0.6484375,0.7109375,0.6640625,128
brightness/s5,4,0.6330193877220154,0.6145827174186707,0.8372075288335015,0.6383660774114939,1.2223924516290094,0.5246811687736773,0.9421791434288025,0.05782085657119751,0.734375,0.734375,0.7421875,128
brightness/s5,5,0.6625299453735352,0.6227105259895325,0.8779541643804619,0.6484733706430242,1.597795081674429,0.5685083205544226,0.9839702248573303,0.016029775142669678,0.7578125,0.7109375,0.7578125,128
brightness/s5,6,0.6325423717498779,0.6166236400604248,0.8365488901118519,0.6409040559358689,1.615283061451113,0.5738992405510035,0.9847158193588257,0.015284180641174316,0.6328125,0.6328125,0.6328125,128
brightness/s5,7,0.663823127746582,0.6362162232398987,0.87973972300909,0.6652683088130862,1.8026253934956016,0.6303801913238132,0.9908877611160278,0.009112238883972168,0.7109375,0.7421875,0.7109375,128
brightness/s5,8,0.6863069534301758,0.612141489982605,0.9107842143280672,0.6353303019837075,2.0629367012671835,0.592766604322966,0.9972149133682251,0.0027850866317749023,0.6875,0.703125,0.6875,128
brightness/s5,9,0.6732224822044373,0.5964041948318481,0.8927178603589004,0.6157602720828957,2.0908725515731765,0.5321788370822105,0.9980437755584717,0.0019562244415283203,0.6796875,0.6484375,0.6796875,128
brightness/s5,10,0.6722152829170227,0.6091917753219604,0.8913271722271455,0.6316621999652422,2.0976211599598393,0.5357665713045412,0.9980682730674744,0.0019317269325256348,0.703125,0.6875,0.703125,128
brightness/s5,11,0.7091240882873535,0.6541848182678223,0.9422889215325205,0.6876130598394486,2.445241971006394,0.6623751128862041,0.9992011189460754,0.0007988810539245605,0.7734375,0.7734375,0.7734375,128
brightness/s5,12,0.7158758640289307,0.6358442306518555,0.9516114205745773,0.6648057194035881,2.7120674636066093,0.6735798268911357,0.9997124075889587,0.00028759241104125977,0.7734375,0.703125,0.7734375,128
brightness/s5,13,0.6583089828491211,0.6095534563064575,0.8721260799480819,0.632111966434852,2.315978342632986,0.6074338660850285,0.9989247918128967,0.0010752081871032715,0.6953125,0.640625,0.6953125,128
brightness/s5,14,0.7471960783004761,0.6360606551170349,0.9948567353953106,0.6650748528991638,3.790444534972756,0.6467131978943812,0.999996542930603,3.4570693969726562e-06,0.734375,0.7265625,0.734375,128
brightness/s5,15,0.7080863118171692,0.5994577407836914,0.9408560140250057,0.6195574929527224,3.27862986897012,0.5671918163072318,0.9999805688858032,1.9431114196777344e-05,0.75,0.703125,0.75,128
brightness/s5,16,0.7305498719215393,0.604367733001709,0.9718725236914325,0.6256632877286904,3.410553806594341,0.5404242355464002,0.9999896287918091,1.0371208190917969e-05,0.7109375,0.6796875,0.7109375,128
brightness/s5,17,0.7365522980690002,0.6304898262023926,0.9801603599809492,0.6581472781547444,3.6552940200075854,0.5977364811884873,0.9999951124191284,4.887580871582031e-06,0.75,0.703125,0.75,128
brightness/s5,18,0.7108185887336731,0.6020099520683289,0.9446285991806246,0.622731281756648,3.246011311873413,0.5494469317280325,0.9999793767929077,2.0623207092285156e-05,0.7109375,0.609375,0.7109375,128
brightness/s5,19,0.7048141360282898,0.5973979234695435,0.936337964725853,0.6169960180587254,2.967199702128673,0.5131320580294553,0.9999454021453857,5.459785461425781e-05,0.6953125,0.625,0.6953125,128
