corruption,n_refreshes,r,a,x,acc,n
brightness/s5,1,0.42406854033470154,0.68323106423394,0.3843302556643731,0.734375,512
brightness/s5,2,0.43786588311195374,0.7054945007062288,0.6289657778988278,0.71875,512
brightness/s5,3,0.4977432191371918,0.8021127617909377,1.0142588060739555,0.7109375,512
brightness/s5,4,0.4997268617153168,0.805313573804873,1.2170501734426544,0.712890625,512
brightness/s5,5,0.5106519460678101,0.8229423248885342,1.3767303824825192,0.6953125,512
brightness/s5,6,0.5594130754470825,0.9016234393450301,1.7960623857060203,0.69140625,512
brightness/s5,7,0.5680447816848755,0.9155515881614382,2.089724130402915,0.70703125,512
brightness/s5,8,0.585252046585083,0.9433172858868889,2.4508287611386637,0.703125,512
brightness/s5,9,0.6092542409896851,0.982047303611998,3.226363959381294,0.73828125,512
brightness/s5,10,0.6306285858154297,0.999,5.066559369014923,0.734375,512
brightness/s5,11,0.6283833980560303,0.999,5.986657073831738,0.70703125,512
brightness/s5,12,0.6479111313819885,0.999,6.446705926240146,0.69140625,512
brightness/s5,13,0.6182461977005005,0.9965567537448792,6.057298656068658,0.681640625,512
brightness/s5,14,0.6365646123886108,0.999,6.482026717358606,0.685546875,512
brightness/s5,15,0.6573149561882019,0.999,6.694390748003579,0.71484375,512
brightness/s5,16,0.6477127075195312,0.999,6.800572763326066,0.689453125,512
brightness/s5,17,0.6738812923431396,0.999,6.85366377098731,0.7265625,512
brightness/s5,18,0.6737914085388184,0.999,6.880209274817931,0.708984375,512
brightness/s5,19,0.6884424686431885,0.999,6.893482026733242,0.71484375,512
brightness/s5,20,0.6845864057540894,0.999,6.9001184026908975,0.71484375,512
brightness/s5,21,0.7001082301139832,0.999,6.903436590669726,0.734375,512
brightness/s5,22,0.6797540187835693,0.999,6.905095684659139,0.67578125,512
brightness/s5,23,0.6912909746170044,0.999,6.905925231653846,0.724609375,512
brightness/s5,24,0.7011196613311768,0.999,6.9063400051512,0.6875,512
brightness/s5,25,0.6969854831695557,0.999,6.906547391899876,0.716796875,512
brightness/s5,26,0.7013475298881531,0.999,6.9066510852742145,0.734375,512
brightness/s5,27,0.7038291692733765,0.999,6.906702931961384,0.693359375,512
brightness/s5,28,0.7221645712852478,0.999,6.906728855304968,0.712890625,512
brightness/s5,29,0.6937462687492371,0.999,6.90674181697676,0.716796875,512
brightness/s5,30,0.7345382571220398,0.999,6.906748297812657,0.748046875,512
brightness/s5,31,0.7131933569908142,0.999,6.906751538230605,0.7578125,512
brightness/s5,32,0.720014214515686,0.999,6.906753158439579,0.724609375,512
