global_idx,corruption,n,model_acc,model_nll,model_ent,model_acc_run,model_nll_run,model_ent_run
0,brightness/s5,64,0.75,1.5540491342544556,3.8087127208709717,0.75,1.5540491342544556,3.8087127208709717
1,brightness/s5,64,0.765625,1.622948408126831,3.735301971435547,0.7578125,1.5884987711906433,3.7720073461532593
2,brightness/s5,64,0.671875,1.8099244832992554,3.5364015102386475,0.7291666666666666,1.662307341893514,3.693472067515055
3,brightness/s5,64,0.75,1.4338762760162354,3.796175956726074,0.734375,1.6051995754241943,3.71914803981781
4,brightness/s5,64,0.65625,1.8004415035247803,3.762308359146118,0.71875,1.6442479610443115,3.7277801036834717
5,brightness/s5,64,0.75,1.5014680624008179,3.7680721282958984,0.7239583333333334,1.620451311270396,3.734495441118876
6,brightness/s5,64,0.765625,1.4428542852401733,3.341156005859375,0.7299107142857143,1.5950803075517928,3.6783040932246616
7,brightness/s5,64,0.765625,1.3013540506362915,3.474684476852417,0.734375,1.558364525437355,3.652851641178131
8,brightness/s5,64,0.71875,1.5147855281829834,3.66654634475708,0.7326388888888888,1.5535224146313138,3.6543732749091253
9,brightness/s5,64,0.71875,1.7882763147354126,3.667642593383789,0.73125,1.5769978046417237,3.655700206756592
10,brightness/s5,64,0.734375,1.35512375831604,3.173884391784668,0.7315340909090909,1.5568274367939343,3.6118987690318716
11,brightness/s5,64,0.734375,1.437546730041504,3.509932518005371,0.7317708333333334,1.5468873778978984,3.6034015814463296
12,brightness/s5,64,0.65625,1.925167441368103,4.163120269775391,0.7259615384615384,1.5759858443186834,3.64645686516395
13,brightness/s5,64,0.71875,1.5723365545272827,3.8045074939727783,0.7254464285714286,1.5757251807621546,3.657746195793152
14,brightness/s5,64,0.734375,1.3722217082977295,3.2562155723571777,0.7260416666666667,1.5621582825978597,3.630977487564087
15,brightness/s5,64,0.734375,1.3536428213119507,3.5294899940490723,0.7265625,1.5491260662674904,3.6246345192193985
16,brightness/s5,64,0.765625,1.323305606842041,2.3693008422851562,0.7288602941176471,1.5358425098306991,3.5507913617526783
17,brightness/s5,64,0.65625,1.594954490661621,3.546924114227295,0.7248263888888888,1.5391265087657504,3.550576514667935
18,brightness/s5,64,0.71875,1.6043986082077026,3.534829616546631,0.7245065789473685,1.54256188242059,3.5497477305562875
19,brightness/s5,64,0.6875,1.5470911264419556,3.4586939811706543,0.72265625,1.5427883446216584,3.5451950430870056
20,brightness/s5,64,0.765625,1.1858012676239014,2.8300113677978516,0.7247023809523809,1.5257889600027175,3.511138677597046
21,brightness/s5,64,0.703125,1.4253029823303223,3.6510093212127686,0.7237215909090909,1.5212214155630632,3.517496434125033
22,brightness/s5,64,0.75,1.1590526103973389,2.3272156715393066,0.7248641304347826,1.505474945773249,3.465745096621306
23,brightness/s5,64,0.640625,1.7656323909759521,3.284303903579712,0.7213541666666666,1.5163148393233616,3.4581850469112396
