corruption,batch_idx,n,T_l_opt,T_s_opt,log_T_ratio_opt,opt_nll,T_l_base,T_s_base,base_nll,r_l,r_s,gap_r,acc_l,acc_s
brightness/s5,65,128,2.5483155250549316,0.6482813954353333,1.368862987157502,1.0636926889419556,0.5936581492424011,0.6630322933197021,1.7236628532409668,0.8560757637023926,0.7582238912582397,0.09785187244415283,0.6171875,0.7109375
brightness/s5,66,128,1.9664965867996216,0.7322237491607666,0.9879227206909484,0.8643502593040466,0.5936581492424011,0.6630322933197021,1.3558554649353027,0.8678538799285889,0.7820820212364197,0.08577185869216919,0.7109375,0.75
brightness/s5,67,128,3.7232885360717773,0.5756214261054993,1.866912373558845,1.0272746086120605,0.5936581492424011,0.6630322933197021,1.8921672105789185,0.8630911111831665,0.7461543679237366,0.11693674325942993,0.65625,0.765625
brightness/s5,68,128,1.8705840110778809,0.7550742030143738,0.9071899399228013,1.1715853214263916,0.5936581492424011,0.6630322933197021,1.8331774473190308,0.8597862720489502,0.7314000129699707,0.1283862590789795,0.640625,0.65625
brightness/s5,69,128,2.5971264839172363,0.5843822956085205,1.4916055299051882,1.0819199085235596,0.5936581492424011,0.6630322933197021,1.7509987354278564,0.8382793664932251,0.7226555347442627,0.1156238317489624,0.609375,0.7109375
brightness/s5,70,128,2.6585638523101807,0.6677176356315613,1.3816759678049573,1.2438404560089111,0.5936581492424011,0.6630322933197021,2.1291399002075195,0.8571290373802185,0.7367272973060608,0.12040174007415771,0.5859375,0.6640625
brightness/s5,71,128,3.6800971031188965,0.5684561133384705,1.8677703046150258,0.8320062160491943,0.5936581492424011,0.6630322933197021,1.5501967668533325,0.8747326135635376,0.7599824666976929,0.11475014686584473,0.6484375,0.765625
brightness/s5,72,128,1.9170266389846802,0.7257418036460876,0.9713363299247756,1.0629469156265259,0.5936581492424011,0.6630322933197021,1.567594051361084,0.8473013639450073,0.7567203044891357,0.09058105945587158,0.6875,0.71875
brightness/s5,73,128,2.67073655128479,0.6095835566520691,1.4773335452431298,0.9625465869903564,0.5936581492424011,0.6630322933197021,1.715789556503296,0.877620279788971,0.7590292692184448,0.11859101057052612,0.625,0.7265625
brightness/s5,74,128,2.54095196723938,0.6636677980422974,1.342512359918598,1.3595969676971436,0.5936581492424011,0.6630322933197021,2.3312981128692627,0.8274699449539185,0.7123367786407471,0.11513316631317139,0.6171875,0.640625
brightness/s5,75,128,2.0437917709350586,0.7504727244377136,1.001858765589216,1.1336411237716675,0.5936581492424011,0.6630322933197021,1.8409206867218018,0.8621396422386169,0.7541887760162354,0.10795086622238159,0.6328125,0.6796875
brightness/s5,76,128,2.725559949874878,0.6407222151756287,1.4478331708486818,0.8858377933502197,0.5936581492424011,0.6630322933197021,1.514322280883789,0.8690099716186523,0.7676469087600708,0.10136306285858154,0.6640625,0.7578125
brightness/s5,77,128,3.809610366821289,0.6605530381202698,1.7522047762715598,0.9398026466369629,0.5936581492424011,0.6630322933197021,1.6615031957626343,0.8833448886871338,0.8332970142364502,0.050047874450683594,0.6953125,0.7421875
brightness/s5,78,16,1.6347532272338867,0.5349332690238953,1.117105132264633,0.7745798826217651,0.5936581492424011,0.6630322933197021,1.3165898323059082,0.9242045283317566,0.6177653074264526,0.30643922090530396,0.6875,0.625
contrast/s5,79,128,0.5847883820533752,0.3924962878227234,0.3987229623071933,4.065095901489258,0.5936581492424011,0.6630322933197021,4.31699275970459,0.0615898072719574,0.07705260813236237,-0.015462800860404968,0.171875,0.1953125
contrast/s5,80,128,0.6617065072059631,0.3904918432235718,0.5274150340126903,3.534878730773926,0.5936581492424011,0.6630322933197021,3.7286174297332764,0.19680431485176086,0.0792517215013504,0.11755259335041046,0.203125,0.203125
