corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,fixed_ts_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.5_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 1.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 2.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 4.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.25_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.1_duo_acc_ema
gaussian_noise/s5,128.0,0.3517858386039734,0.04130800440907478,0.3517858386039734,0.04130800440907478,0.44626524390243905,0.08269817073170732,3.9261964937535727,6.59214971123672,0.4477896341463415,0.4477896341463415,0.44626524390243905,0.44626524390243905,0.44626524390243905,0.4477896341463415,0.4477896341463415
gaussian_noise/s5,256.0,0.3146798014640808,0.04004400968551636,0.34997578801178353,0.041246346129876814,0.4275844354405769,0.0866873394901409,3.9652511542548523,6.593102535076717,0.43266316688672535,0.430413761770723,0.429071645434628,0.4275844354405769,0.4275844354405769,0.4311759568926742,0.4327003471365766
gaussian_noise/s5,384.0,0.3423081934452057,0.055724237114191055,0.34960175900853585,0.041952584714477506,0.421854358301676,0.09559499902706978,3.981637269704109,6.584510454028728,0.4280112592710941,0.4251765804005173,0.42544941862347957,0.421854358301676,0.421854358301676,0.4266284238154416,0.42876991552333904
gaussian_noise/s5,512.0,0.35185933113098145,0.04951943829655647,0.3497118844779234,0.0423216995233594,0.4151081076602315,0.10575549882223267,3.9907964786368106,6.578837200164884,0.42517779616379187,0.41963850612087256,0.4191231800870389,0.4151081076602315,0.4151081076602315,0.422476551233365,0.42590142267162323
gaussian_noise/s5,640.0,0.37252873182296753,0.047217193990945816,0.35082490142158407,0.042560504131534345,0.40523017950696727,0.11346169762558947,3.981992263811335,6.575127400629236,0.41590299105599493,0.410853758363978,0.4103503015540667,0.40595519437906724,0.40523017950696727,0.414146689129059,0.4172827566231641
gaussian_noise/s5,768.0,0.3630101680755615,0.045364052057266235,0.3514193046729976,0.0426972625669359,0.40101433850689894,0.1196722142108992,3.9783964485856815,6.573070636999677,0.4173451513362096,0.40827770164878674,0.40637213483862905,0.40167034541972707,0.40101433850689894,0.4157560167550855,0.4185564085805072
gaussian_noise/s5,896.0,0.38634783029556274,0.049910835921764374,0.3531231351911715,0.0430491441940007,0.40448709629327384,0.12170371077619135,3.9621858372323415,6.5678117780642165,0.42002571396928895,0.41109630232469035,0.409334929856963,0.4050806635237388,0.40448709629327384,0.4200750454993962,0.4218838771272763
gaussian_noise/s5,1024.0,0.3666555881500244,0.05231504887342453,0.3537832548477009,0.0435011395442165,0.3987432322796368,0.12651626656191972,3.9550359263004857,6.5625793554362195,0.41432725219945765,0.40472336456624264,0.4031296420656994,0.3992803029265952,0.3987432322796368,0.4128474980396083,0.41452134271896923
gaussian_noise/s5,1152.0,0.3876889944076538,0.04675734043121338,0.35543719336282054,0.04365997861187488,0.39811924824350237,0.1257956522550148,3.936901887332746,6.561137824437594,0.41370716870635044,0.4042923780519066,0.4020881532313675,0.39860519973310604,0.39811924824350237,0.4116432448056182,0.4139199656606497
gaussian_noise/s5,1280.0,0.37745583057403564,0.05097741633653641,0.3565112732267822,0.04401692679356568,0.3863076303262148,0.12560838017839232,3.9190333305800156,6.557326509077195,0.4047991395611892,0.3941054176186496,0.38989876922362277,0.38674732825345287,0.3863076303262148,0.4022066480364933,0.4057166970671316
gaussian_noise/s5,1408.0,0.41702237725257874,0.04972085356712341,0.3594630343987723,0.04429516712398313,0.385956368665183,0.13004928390918186,3.8867439728055393,6.555317885875088,0.4071866396624442,0.39377414645923015,0.3892056977924629,0.386354215510709,0.385956368665183,0.4033536952192185,0.4050424427359352
gaussian_noise/s5,1536.0,0.4313684105873108,0.04393341764807701,0.36297061372504247,0.04427752080808527,0.38266412060662897,0.1347925109017642,3.8467315603204093,6.555308941306432,0.40339805409076596,0.3904999861775663,0.3863663690317287,0.3830240998166498,0.38266412060662897,0.40069212993957837,0.40073293004244936
