corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,fixed_ts_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.5_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 1.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 2.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 4.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.25_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.1_duo_acc_ema
impulse_noise/s5,128.0,0.3280777335166931,0.044027555733919144,0.3280777335166931,0.044027555733919144,0.34298780487804875,0.13986280487804878,4.054756629757764,6.561425965006758,0.40243902439024387,0.40243902439024387,0.40243902439024387,0.40243902439024387,0.40243902439024387,0.4032012195121951,0.40243902439024387
impulse_noise/s5,256.0,0.2797543704509735,0.0351734422147274,0.3257204962939751,0.0435956477573732,0.3370743314809709,0.13906161583552182,4.1043493070898664,6.569666373833656,0.3946035134429273,0.3938413183209761,0.39311630344887616,0.39086689833287375,0.39086689833287375,0.3945309666139492,0.3938784985708274
impulse_noise/s5,384.0,0.32274001836776733,0.044985510408878326,0.32557510712684296,0.043663445935495405,0.34075851170883803,0.14523362146688204,4.119929462472714,6.569136431019077,0.3957864032996386,0.3943717401345655,0.3907041329837838,0.3894310246069607,0.3894310246069607,0.39575794183213364,0.39440538151471055
impulse_noise/s5,512.0,0.3418341875076294,0.04904685914516449,0.32636823299907647,0.04392605145791829,0.3491299502136482,0.14555716136295516,4.1208721289896015,6.565943222843856,0.39903174861317686,0.39840238949712914,0.39355948023101434,0.39316974326423987,0.39316974326423987,0.39969383077137133,0.3985071893419838
impulse_noise/s5,640.0,0.35341525077819824,0.039041101932525635,0.3276875997200092,0.04368776123716742,0.35456671878343776,0.14570118526654063,4.115350156607719,6.572040533666394,0.4012060021657596,0.3976621263683125,0.393280172178092,0.39441474093093926,0.39441474093093926,0.40108005151889103,0.40000635632906445
impulse_noise/s5,768.0,0.34368816018104553,0.04828900098800659,0.32846811486445,0.04391221195672055,0.36257196863153407,0.1481552663833482,4.10989334397186,6.5697031250385125,0.40625926787276645,0.40236486865330356,0.39760061979945144,0.39862719866505564,0.39862719866505564,0.40614530538978777,0.40593600117579237
impulse_noise/s5,896.0,0.3743579387664795,0.04744608327746391,0.33070664285967094,0.04408459592358608,0.3667293065369205,0.1482007199102157,4.088913130125909,6.56826365784925,0.40999500085334784,0.40498406616399446,0.399148895130854,0.3993527478700473,0.3993527478700473,0.41061690035566156,0.409739683395824
impulse_noise/s5,1024.0,0.37254834175109863,0.046997591853141785,0.33274770134217957,0.04422669328600343,0.3623670584429839,0.14969187684916005,4.066499749604832,6.567985332268071,0.40677566704220225,0.3991928998426148,0.3931881139167334,0.3918853536646888,0.3918853536646888,0.4043267730166337,0.4050574410737944
impulse_noise/s5,1152.0,0.3771757483482361,0.038482069969177246,0.33491492314735305,0.04394646775835337,0.36360666025685806,0.14966543407946012,4.049440698795403,6.5732004449287365,0.40897503841236743,0.3983773948010809,0.3922563184219819,0.3903153616442544,0.3903153616442544,0.4045098285296252,0.40597032592102394
impulse_noise/s5,1280.0,0.38569939136505127,0.047404829412698746,0.33739221427992366,0.04411516832685802,0.36309234399207685,0.14861905129973757,4.021228132017542,6.570436044472283,0.4056668848454556,0.39604075995981197,0.389015086448444,0.3872588727310594,0.3872588727310594,0.40231451468980356,0.402185970092729
