corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,fixed_ts_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.5_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 1.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 2.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 4.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.25_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.1_duo_acc_ema
fog/s5,128.0,0.22978314757347107,0.16895392537117004,0.22978314757347107,0.16895392537117004,0.5125762195121951,0.6322408536585366,4.746888253746963,5.678350460238573,0.6345274390243902,0.633765243902439,0.633765243902439,0.633765243902439,0.6330030487804879,0.633765243902439,0.6345274390243902
fog/s5,256.0,0.22588896751403809,0.1402660608291626,0.2295931875705719,0.16755451734473065,0.5039431468638006,0.613630778354928,4.743065844478666,5.698423434721454,0.6268352080643054,0.6246583497772812,0.6254205448992324,0.6246955300271324,0.6209942814962058,0.6246583497772812,0.6268352080643054
fog/s5,384.0,0.25965312123298645,0.17484670877456665,0.23105952579800673,0.1679102339998446,0.5057056968351223,0.6080762426400032,4.72200219941229,5.69827550954492,0.6280733798130924,0.6261037180316744,0.6267561860747961,0.6246501494177681,0.6175645759403505,0.6261037180316744,0.6280733798130924
fog/s5,512.0,0.27385514974594116,0.17157554626464844,0.23314711721010106,0.16808902972007891,0.5050882598966216,0.6014888251370879,4.686529650917758,5.700512393494995,0.6306065500866825,0.6259243040607833,0.626514669256255,0.6223596830841316,0.6100368649644695,0.628824363549183,0.6306065500866825
fog/s5,640.0,0.2779019773006439,0.18722453713417053,0.2353302811169568,0.16902246910613217,0.5075040114829039,0.6043401267302265,4.656629675662163,5.6950528750377405,0.631337039073078,0.6278626510865266,0.6276718096006924,0.618800016639479,0.6046385018506593,0.630486678737839,0.6320992341950292
fog/s5,768.0,0.27775537967681885,0.2264929711818695,0.2373997981198769,0.17182590823177787,0.5143373595868511,0.6041686988439467,4.622463855865509,5.663671632114734,0.6352698610530348,0.6313639751948882,0.6326785082704658,0.621713905597054,0.6052380495626726,0.6337382441167478,0.6351973142240568
fog/s5,896.0,0.2702631950378418,0.17612582445144653,0.23900289065246055,0.17203566024249342,0.5120246126898278,0.6045898815833688,4.5947416987777885,5.6648411594927275,0.6401296601199677,0.635108332106737,0.6348105360377029,0.6226401549155973,0.6024714892235723,0.6379816295666706,0.6400640184026117
fog/s5,1024.0,0.259527325630188,0.19794295728206635,0.2400040826025936,0.17329943082978966,0.510768551993592,0.604394681670615,4.562411244526123,5.6509397176763825,0.6409390024048012,0.6356334164987192,0.6353639650882487,0.6205781830021555,0.5993919602076463,0.6382704096198132,0.6401545936885022
fog/s5,1152.0,0.26370561122894287,0.17525000870227814,0.24116025473070818,0.17339458096991106,0.49944465650342257,0.6094418862706754,4.520540195051098,5.654716273379164,0.6425450461973244,0.6355694089795073,0.6315146287324367,0.6166861489269949,0.5907682459701546,0.6386804241711694,0.6411102837597928
fog/s5,1280.0,0.30569878220558167,0.17432695627212524,0.24430847558314103,0.17344006269197026,0.4987353197749588,0.609212438440034,4.464361977061359,5.6574074870584505,0.6467867431684298,0.6382256520272639,0.6331067818572492,0.6182024881130036,0.5895276633674035,0.6425649465582086,0.6447635286131141
