corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,fixed_ts_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.5_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 1.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 2.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 4.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.25_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.1_duo_acc_ema
motion_blur/s5,128.0,0.4432072937488556,0.12950563430786133,0.4432072937488556,0.12950563430786133,0.4039634146341463,0.3727134146341463,3.052082154808975,5.8982379959850775,0.48056402439024387,0.4820884146341463,0.48056402439024387,0.4798018292682926,0.47903963414634143,0.4820884146341463,0.48132621951219506
motion_blur/s5,256.0,0.3842806816101074,0.09195871651172638,0.4403328248640386,0.1276740773421962,0.3885095798087665,0.36229750366361474,3.101289253240675,5.920549742864618,0.4636565324792153,0.46583520443696397,0.46148148786291543,0.4586167949536425,0.45643993666661825,0.46579802418711275,0.46434618077218837
motion_blur/s5,384.0,0.4381515681743622,0.09390193223953247,0.44022642209868845,0.12602665562987114,0.38947312366991893,0.3568698709532171,3.114533319189189,5.940702410255801,0.45822967632414413,0.45871376915444506,0.4547744455916088,0.45214523802765627,0.45093777136818936,0.45944232289625125,0.4588536828997611
motion_blur/s5,512.0,0.42472147941589355,0.11805041879415512,0.43947008343123506,0.12563757090617766,0.38512113093512595,0.3540223520046658,3.131561746340251,5.941213595412357,0.45919383562702154,0.45524458232237414,0.44645638414327,0.4418280232243101,0.4407354849797835,0.458803850758595,0.4604834632305393
motion_blur/s5,640.0,0.4147200584411621,0.10274962335824966,0.4382627651390364,0.12452108565993728,0.38042117201209197,0.3461848586550248,3.159709838445127,5.952656520831107,0.4585418346155263,0.44901963694963176,0.437368477264672,0.43173062065685636,0.43074207177528295,0.4537273390861528,0.4574593084911661
motion_blur/s5,768.0,0.4134840667247772,0.10574138909578323,0.43705404814321885,0.12360500290071025,0.37689357681760366,0.33768049971106046,3.1777451759209376,5.960036861562772,0.45570248688293596,0.44113778572301593,0.4305956001901047,0.4247693480184881,0.4224248608983969,0.45062122709698893,0.4532357871594668
motion_blur/s5,896.0,0.42659103870391846,0.10480430722236633,0.43654365743886275,0.12268789579444955,0.3775870793215795,0.3331830993816317,3.189920893298112,5.969168115601218,0.45560587897022337,0.43865367167442426,0.42766487679306914,0.42090596569668076,0.4187846302358487,0.4487216754399287,0.45257458790574
motion_blur/s5,1024.0,0.42000603675842285,0.11738037317991257,0.43573694423493886,0.122428992252277,0.37005350841649154,0.33422605244465303,3.2059096264423728,5.969352313082348,0.4480080558677631,0.4297321443288514,0.4168520390257336,0.40924924082370695,0.4073298171259523,0.4410540858680139,0.4445402725786023
motion_blur/s5,1152.0,0.42620354890823364,0.1195506751537323,0.43527190056046544,0.12228858654015287,0.36766144336792594,0.33078246625122976,3.2151535571018566,5.968183126316744,0.44265779475007,0.42535921565983514,0.41145565220591357,0.40312646953769077,0.40138973935072775,0.43560351850401496,0.43952008006665916
motion_blur/s5,1280.0,0.4205811321735382,0.11243488639593124,0.4345552777123226,0.12180791824043474,0.36016169266068726,0.3216434450732424,3.225048362134868,5.973362638539396,0.4375565174389389,0.4167549774054784,0.40341258001498786,0.3944633314496297,0.390679680875941,0.42823643762320446,0.43471745495620967
motion_blur/s5,1408.0,0.4366036057472229,0.10250838845968246,0.43465519615304943,0.12086647776332486,0.3571495743824541,0.31863529444164285,3.2267638379514816,5.9791040788426315,0.43533891316158596,0.4106428141783061,0.3977709900076124,0.38891134868226457,0.3847628165450959,0.4239686922218286,0.4313200469889321
motion_blur/s5,1536.0,0.45026326179504395,0.09528505802154541,0.43541656520875643,0.11961860362957952,0.35202602774283914,0.31286468342994567,3.208788137190113,5.989159873196991,0.4257847929320477,0.4034393042029765,0.39030542879332447,0.38076467063993125,0.3770110017638851,0.41698401598417684,0.4229106433492955
motion_blur/s5,1664.0,0.48356732726097107,0.12181374430656433,0.43776538286984007,0.11972568366260317,0.3565364891117539,0.31130558209217574,3.187571330662203,5.98201714842083,0.4291492683222156,0.40450620564707157,0.3918974165345904,0.3825397466051965,0.3791433573366265,0.41897393712786013,0.42582366956233103
motion_blur/s5,1792.0,0.491364985704422,0.13047567009925842,0.44037999764225866,0.12025007324487902,0.3588329862813668,0.30890960164318815,3.1649745278745405,5.972934737659736,0.4275831571196252,0.4022740563885757,0.39159040484777635,0.38236121629179287,0.3792881002433129,0.41761413347500015,0.4238118985153513
motion_blur/s5,1920.0,0.47611624002456665,0.1334669291973114,0.44212322897798095,0.12089479792548546,0.3589589364271022,0.3079128519329501,3.147963822421093,5.961164008451711,0.4256269970130576,0.3997524329369564,0.3893234716082497,0.3802477156334425,0.37746710319457394,0.4151196293964754,0.4206903019880127
motion_blur/s5,2048.0,0.47790342569351196,0.10068576037883759,0.4438686044275191,0.11990899121589288,0.36346016793909725,0.3022519023141089,3.1295783530596504,5.970120673787937,0.42748210140205867,0.40185809071809075,0.390934562948333,0.3827226504928412,0.3802067007489274,0.4179748401618317,0.4222902732443589
motion_blur/s5,2176.0,0.5248326063156128,0.12629291415214539,0.4478180679342554,0.12022040209083201,0.36807207937856445,0.30830243510991057,3.0870543056585094,5.965499713873414,0.4312241381514165,0.40803905769316834,0.3936936170401038,0.3855011311122019,0.38322465308692355,0.42410900171692206,0.4265264756720225
motion_blur/s5,2304.0,0.5007708072662354,0.11729032546281815,0.45040112838947394,0.12007747152361181,0.36709555784342446,0.3094641605009958,3.063192291295552,5.962322320971729,0.4332343332113649,0.40478281186871445,0.39180279090898146,0.3836278824638067,0.38080588777228475,0.42309699084559094,0.4289838010096051
motion_blur/s5,2432.0,0.47856828570365906,0.11204348504543304,0.4517751360633366,0.11968556974418845,0.3723839045091306,0.3067415158370104,3.054495031887303,5.965815446516429,0.43737696062729686,0.40942127117924726,0.39622667755655017,0.38734265867189166,0.3847892654977067,0.4267172951077595,0.43353100019964863
motion_blur/s5,2560.0,0.5046229362487793,0.12217540293931961,0.4543530775357972,0.11980702502199972,0.36893347338393073,0.30580240665561736,3.0351135920332686,5.960669261267577,0.43513926657591817,0.4046577950408298,0.39195688671238116,0.3824684317905694,0.3801580742546174,0.42175758825633675,0.43017216020444116
