corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,fixed_ts_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.5_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 1.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 2.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 4.0_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.25_duo_acc_ema,Proxy-weighted Nuclear Norm - beta = 0.1_duo_acc_ema
contrast/s5,128.0,0.06047578901052475,0.08690175414085388,0.06047578901052475,0.08690175414085388,0.14138719512195122,0.21722560975609756,5.916085522349288,6.247415891507776,0.28277439024390244,0.2820121951219512,0.2820121951219512,0.2820121951219512,0.2789634146341463,0.28277439024390244,0.28277439024390244
contrast/s5,256.0,0.05661012977361679,0.07744108140468597,0.060287220267260945,0.08644025790982131,0.14127746804312183,0.21214687830994905,5.921535847753364,6.246051149784369,0.27892986172574397,0.27747801831081953,0.27747801831081953,0.2782030331829195,0.2731578546451734,0.27892986172574397,0.27892986172574397
contrast/s5,384.0,0.07243312150239944,0.07645472884178162,0.06087970325434087,0.08595315893089255,0.14640201004972533,0.2158613336760455,5.9134688502054225,6.247298377156529,0.28509953580300806,0.2845480760563691,0.28531027117832036,0.28527844346889975,0.27930062279316403,0.28509953580300806,0.28509953580300806
contrast/s5,512.0,0.07932578027248383,0.08455969393253326,0.06177951188937223,0.08588518502853355,0.15615107512530174,0.21323622160693945,5.903666014267976,6.240379782076783,0.29514360140176993,0.29540682550965935,0.2968214886747325,0.2968298706223655,0.2914210275243322,0.29514360140176993,0.29514360140176993
contrast/s5,640.0,0.07963280379772186,0.07392069697380066,0.0626504041775844,0.08530155146488805,0.157536160181787,0.21368667047243003,5.890932516709431,6.241430652168068,0.2997328481452064,0.2999710182035644,0.30197604656410953,0.30198363070589995,0.2978146239527122,0.2997328481452064,0.2997328481452064
contrast/s5,768.0,0.0782584697008133,0.08603157848119736,0.063411773227498,0.08533716253885436,0.1611503567141571,0.21264421522222848,5.879475744764341,6.235438686934636,0.29866145867272986,0.29887695936205916,0.29992895111481893,0.2999729936369267,0.29620079894828977,0.29866145867272986,0.29866145867272986
contrast/s5,896.0,0.07866563647985458,0.0780797004699707,0.06415586411785686,0.08498313999890882,0.16891935904951397,0.21322537260738222,5.8742210887103345,6.235068030402845,0.3067268463064974,0.30692183532997735,0.30787369699324185,0.30791354748469096,0.3045003957170426,0.3067268463064974,0.3067268463064974
contrast/s5,1024.0,0.0967935100197792,0.07882961630821228,0.06574794440575552,0.08468296811155776,0.17293729632023244,0.2121152836025154,5.855413351661412,6.2332891848696,0.3109385979965392,0.31111502768405447,0.311976289783891,0.3120123472481945,0.3074368541853788,0.3109385979965392,0.3109385979965392
contrast/s5,1152.0,0.0875074714422226,0.0861758291721344,0.06680938474899781,0.0847557906023176,0.17584778566512405,0.2151077313262498,5.842652688528989,6.228667964241648,0.31337379985290664,0.31425845158087257,0.31431272264205723,0.3136203332328993,0.3087181470648192,0.31337379985290664,0.31337379985290664
contrast/s5,1280.0,0.1034938395023346,0.08236806094646454,0.06859887034672155,0.08463931598495891,0.17478181558397007,0.2167928966967436,5.82424753007913,6.223069323411916,0.3132162698252653,0.31252950913415056,0.3118164194756508,0.31118993268723366,0.3067543436559131,0.31245407470331404,0.3132162698252653
