corruption,t_frac,r_l,r_s,large_acc_run,small_acc_run,duo_acc_run,large_ent_run,small_ent_run,duo_ent_run
shot_noise/s5,0.0,0.30089735984802246,0.047562774270772934,0.3125,0.171875,0.3203125,4.323380947113037,6.531535625457764,1.8143582344055176
shot_noise/s5,0.01282051282051282,0.49320587515830994,0.044256627559661865,0.328125,0.16796875,0.33203125,3.662027597427368,6.5425965785980225,1.3938654363155365
shot_noise/s5,0.02564102564102564,0.5158945322036743,0.03506360948085785,0.3463541666666667,0.15625,0.3489583333333333,3.3828577995300293,6.5663838386535645,1.2432979941368103
shot_noise/s5,0.038461538461538464,0.5712082386016846,0.05275779962539673,0.35546875,0.154296875,0.357421875,3.1224247217178345,6.551166892051697,1.1244029849767685
shot_noise/s5,0.05128205128205128,0.5592049360275269,0.04545287787914276,0.3546875,0.15625,0.35625,2.9838001251220705,6.551930236816406,1.081295335292816
shot_noise/s5,0.0641025641025641,0.5722182989120483,0.05125509575009346,0.34765625,0.14713541666666666,0.3489583333333333,2.8585122426350913,6.545862436294556,1.031886339187622
shot_noise/s5,0.07692307692307693,0.6435413360595703,0.051314886659383774,0.34263392857142855,0.15848214285714285,0.34375,2.69861854825701,6.539593424115862,0.9706603799547467
shot_noise/s5,0.08974358974358974,0.6103870272636414,0.05480094626545906,0.345703125,0.1572265625,0.3466796875,2.6064045131206512,6.531465947628021,0.942725844681263
shot_noise/s5,0.10256410256410256,0.6608511805534363,0.056625425815582275,0.3541666666666667,0.16145833333333334,0.3550347222222222,2.502547343571981,6.523710303836399,0.9072058929337395
shot_noise/s5,0.11538461538461539,0.6347763538360596,0.05056639760732651,0.35703125,0.16484375,0.3578125,2.4286580801010134,6.520227003097534,0.8842700958251953
shot_noise/s5,0.1282051282051282,0.689649224281311,0.05003008618950844,0.3572443181818182,0.1612215909090909,0.35795454545454547,2.3399887735193428,6.516431114890358,0.8495239344510165
shot_noise/s5,0.14102564102564102,0.6645139455795288,0.051348842680454254,0.357421875,0.16471354166666666,0.3580729166666667,2.2702526450157166,6.5141996542612715,0.8250937610864639
shot_noise/s5,0.15384615384615385,0.6434937715530396,0.05442698299884796,0.3515625,0.16286057692307693,0.35216346153846156,2.2084181675544152,6.510654742901142,0.8035475519987253
shot_noise/s5,0.16666666666666666,0.6818958520889282,0.06433271616697311,0.35323660714285715,0.16629464285714285,0.35379464285714285,2.151339198861803,6.50352110181536,0.7862347619874137
shot_noise/s5,0.1794871794871795,0.6825089454650879,0.06145169585943222,0.3546875,0.16666666666666666,0.35520833333333335,2.0962801694869997,6.496276124318441,0.7669002791245778
shot_noise/s5,0.19230769230769232,0.6503102779388428,0.05171205475926399,0.3544921875,0.1650390625,0.35498046875,2.05085838586092,6.495298862457275,0.7528355140239
shot_noise/s5,0.20512820512820512,0.6973142623901367,0.0705406665802002,0.3556985294117647,0.16727941176470587,0.3561580882352941,1.997613920884974,6.485502916223862,0.7355648524620954
shot_noise/s5,0.21794871794871795,0.7075400352478027,0.07362885773181915,0.3506944444444444,0.16927083333333334,0.3511284722222222,1.9550078445010715,6.476560592651367,0.7236595683627658
shot_noise/s5,0.23076923076923078,0.6543948650360107,0.06665896624326706,0.3462171052631579,0.16940789473684212,0.34662828947368424,1.9132578498438786,6.47098079480623,0.7095971797641955
shot_noise/s5,0.24358974358974358,0.6413124799728394,0.07006289064884186,0.346484375,0.171484375,0.346875,1.8768694281578064,6.46380045413971,0.6991317719221115
shot_noise/s5,0.2564102564102564,0.6844652891159058,0.06430260837078094,0.34598214285714285,0.1722470238095238,0.3463541666666667,1.8475115355991183,6.45786037899199,0.6908183182988848
shot_noise/s5,0.2692307692307692,0.7333790063858032,0.0778544545173645,0.34623579545454547,0.17365056818181818,0.3465909090909091,1.8051532398570667,6.44965048269792,0.6763234301046892
shot_noise/s5,0.28205128205128205,0.6976191401481628,0.07291615009307861,0.34578804347826086,0.17561141304347827,0.3461277173913043,1.7626956260722617,6.4433707568956455,0.6626631176990011
shot_noise/s5,0.2948717948717949,0.6335045695304871,0.07329586148262024,0.3411458333333333,0.17513020833333334,0.3414713541666667,1.7327812239527702,6.436503112316132,0.6540085102121035
shot_noise/s5,0.3076923076923077,0.656801700592041,0.07402409613132477,0.3396875,0.1753125,0.34,1.696718442440033,6.4307225227355955,0.6409439289569855
