corruption,n_refreshes,r,a,x,acc,n
brightness/s5,1,0.45294445753097534,0.7298253366570496,0.4968682947712744,0.7578125,128
brightness/s5,2,0.4684227406978607,0.7548011439229381,0.8106265425046845,0.7109375,128
brightness/s5,3,0.4635046124458313,0.7468652364319573,0.9462946478709051,0.703125,128
brightness/s5,4,0.512134313583374,0.8253342778568808,1.2496045746802578,0.765625,128
brightness/s5,5,0.5056243538856506,0.8148297860494887,1.3656541685795158,0.71875,128
brightness/s5,6,0.5370763540267944,0.8655808341587847,1.6140459569178427,0.7265625,128
brightness/s5,7,0.4628952145576477,0.7458819100488301,1.3454070835128658,0.6796875,128
brightness/s5,8,0.5417612791061401,0.8731404442638123,1.6372114438299423,0.734375,128
brightness/s5,9,0.618991494178772,0.9977593665279997,3.867982474739113,0.7109375,128
brightness/s5,10,0.5610042810440063,0.9041910137898624,3.056333314448681,0.703125,128
brightness/s5,11,0.5849708914756775,0.9428636131023417,2.92990689670742,0.7578125,128
brightness/s5,12,0.6422929763793945,0.999,4.918330837677987,0.6953125,128
brightness/s5,13,0.6236193180084229,0.999,5.91254280816327,0.765625,128
brightness/s5,14,0.6166379451751709,0.9939616723218022,5.5080571779523435,0.6875,128
brightness/s5,15,0.5975995063781738,0.9632411865346892,4.386991496303947,0.7109375,128
brightness/s5,16,0.657607913017273,0.999,5.64687313747625,0.7109375,128
brightness/s5,17,0.6520189046859741,0.999,6.276813958062402,0.6796875,128
brightness/s5,18,0.6024156808853149,0.9710125811365523,4.894145739798465,0.7421875,128
brightness/s5,19,0.692119300365448,0.999,5.9004502592235095,0.6640625,128
brightness/s5,20,0.6646469235420227,0.999,6.403602518936031,0.6796875,128
brightness/s5,21,0.7238430976867676,0.999,6.655178648792292,0.671875,128
brightness/s5,22,0.6462136507034302,0.999,6.780966713720423,0.6875,128
brightness/s5,23,0.717073917388916,0.999,6.843860746184488,0.703125,128
brightness/s5,24,0.6916690468788147,0.999,6.87530776241652,0.6953125,128
brightness/s5,25,0.7009259462356567,0.999,6.891031270532537,0.65625,128
brightness/s5,26,0.7143813967704773,0.999,6.898893024590545,0.7265625,128
brightness/s5,27,0.7079452276229858,0.999,6.9028239016195485,0.734375,128
brightness/s5,28,0.7240049839019775,0.999,6.904789340134051,0.71875,128
brightness/s5,29,0.7325020432472229,0.999,6.9057720593913015,0.6796875,128
brightness/s5,30,0.6900893449783325,0.999,6.906263419019927,0.7109375,128
brightness/s5,31,0.7303929328918457,0.999,6.90650909883424,0.640625,128
brightness/s5,32,0.7637730836868286,0.999,6.906631938741397,0.71875,128
brightness/s5,33,0.7885395288467407,0.999,6.906693358694975,0.796875,128
brightness/s5,34,0.7651420831680298,0.999,6.906724068671764,0.75,128
brightness/s5,35,0.6985211372375488,0.999,6.9067394236601585,0.6640625,128
brightness/s5,36,0.7692750692367554,0.999,6.906747101154355,0.734375,128
brightness/s5,37,0.7372274398803711,0.999,6.906750939901454,0.703125,128
brightness/s5,38,0.7804014682769775,0.999,6.906752859275004,0.7578125,128
brightness/s5,39,0.7748216390609741,0.999,6.9067538189617785,0.78125,128
brightness/s5,40,0.745463490486145,0.999,6.906754298805166,0.7109375,128
brightness/s5,41,0.7478950023651123,0.999,6.90675453872686,0.703125,128
brightness/s5,42,0.7680636644363403,0.999,6.906754658687706,0.7265625,128
