corruption,n_refreshes,r,a,x,acc,n
brightness/s5,1,0.4652860164642334,0.7497397156585344,0.5486122934434573,0.75,32
brightness/s5,2,0.44224315881729126,0.712557686796535,0.7282254879281727,0.75,32
brightness/s5,3,0.4700164794921875,0.7573728059432089,0.9332775069113308,0.65625,32
brightness/s5,4,0.44999510049819946,0.7250662447077242,0.9515051754004047,0.875,32
brightness/s5,5,0.5368950366973877,0.865288259935636,1.405715319278631,0.71875,32
brightness/s5,6,0.4533272385597229,0.7304429933503637,1.201293307068402,0.625,32
brightness/s5,7,0.45693179965019226,0.7362593246645684,1.1139546885231817,0.8125,32
brightness/s5,8,0.4902117848396301,0.7899600152993865,1.2193195516144755,0.6875,32
brightness/s5,9,0.4396558105945587,0.7083827334219283,1.0534309357812248,0.59375,32
brightness/s5,10,0.5063011050224304,0.8159217938501565,1.2711943722757333,0.71875,32
brightness/s5,11,0.522582471370697,0.8421934587082853,1.4729171302289767,0.75,32
brightness/s5,12,0.4239397644996643,0.6830232711342974,1.1203088502469827,0.75,32
brightness/s5,13,0.5140209197998047,0.8283785116869614,1.3472438187053641,0.8125,32
brightness/s5,14,0.5573787689208984,0.8983408758223254,1.7630840563329284,0.71875,32
brightness/s5,15,0.49501800537109375,0.7977153481342326,1.5675800052202742,0.78125,32
brightness/s5,16,0.5251659154891968,0.8463621124078046,1.636964423895209,0.75,32
brightness/s5,17,0.5038025379180908,0.8118900979723874,1.549651515146077,0.78125,32
brightness/s5,18,0.542529284954071,0.8743797009585106,1.7449511896838636,0.65625,32
brightness/s5,19,0.4541701674461365,0.731803146099795,1.374370750515204,0.625,32
brightness/s5,20,0.5517391562461853,0.8892407787573458,1.728690062180419,0.8125,32
brightness/s5,21,0.6199194192886353,0.999,4.317722420414486,0.8125,32
brightness/s5,22,0.5171229243278503,0.8333839161232967,2.963762286579324,0.65625,32
brightness/s5,23,0.5495700240135193,0.8857406600430688,2.505857854489404,0.6875,32
brightness/s5,24,0.5004420280456543,0.806467568484837,1.9665382177124084,0.75,32
brightness/s5,25,0.47167542576789856,0.7600496869641781,1.5597450767745458,0.71875,32
brightness/s5,26,0.4225040078163147,0.6807065295540187,1.1583828498356854,0.59375,32
brightness/s5,27,0.45376408100128174,0.731147883712447,1.0794185587855236,0.75,32
brightness/s5,28,0.5376449823379517,0.866498374621914,1.4748825696297525,0.65625,32
brightness/s5,29,0.5971900224685669,0.9625804419873414,2.361153349570495,0.78125,32
brightness/s5,30,0.5525055527687073,0.8904774386394125,2.2283902742567046,0.6875,32
brightness/s5,31,0.5802896022796631,0.9353098698702963,2.4498297593118146,0.90625,32
brightness/s5,32,0.5242888331413269,0.8449468495236382,2.0726677601396246,0.5625,32
brightness/s5,33,0.7187548279762268,0.999,4.489711269394089,0.78125,32
brightness/s5,34,0.6894452571868896,0.999,5.698233024021321,0.75,32
brightness/s5,35,0.5196852684020996,0.8375185227238696,3.6690561974406695,0.625,32
brightness/s5,36,0.5609482526779175,0.904100606238988,2.9563485907164804,0.6875,32
brightness/s5,37,0.56751549243927,0.9146975253404123,2.6643692813078683,0.78125,32
brightness/s5,38,0.5666069984436035,0.9132315765208088,2.5090580012839796,0.65625,32
brightness/s5,39,0.6152408123016357,0.9917072542446794,3.6465524155770255,0.8125,32
brightness/s5,40,0.5375341176986694,0.8663194830850774,2.7576767115650624,0.5625,32
brightness/s5,41,0.6563637256622314,0.999,4.832215745106808,0.78125,32
brightness/s5,42,0.6371626257896423,0.999,5.8694852618776805,0.8125,32
brightness/s5,43,0.5406597852706909,0.8713630702849203,3.8912750285153486,0.6875,32
brightness/s5,44,0.5452592968940735,0.8787848569639873,2.9361240645062385,0.75,32
brightness/s5,45,0.7146711349487305,0.999,4.921439421577396,0.8125,32
brightness/s5,46,0.7051939964294434,0.999,5.914097100112974,0.6875,32
brightness/s5,47,0.5772563815116882,0.9304154551293962,4.253592913114094,0.6875,32
brightness/s5,48,0.6037964820861816,0.9732406463743777,3.923670104188209,0.59375,32
brightness/s5,49,0.6288994550704956,0.999,5.415212441418381,0.78125,32
brightness/s5,50,0.6095021963119507,0.9824474051137398,4.720028728144488,0.75,32
brightness/s5,51,0.6355210542678833,0.999,5.8133917533965205,0.75,32
brightness/s5,52,0.6579692363739014,0.999,6.360073266022537,0.78125,32
brightness/s5,53,0.6130610704421997,0.9881900158026837,5.393501488416824,0.6875,32
brightness/s5,54,0.6586468815803528,0.999,6.1501281335326885,0.75,32
brightness/s5,55,0.6336813569068909,0.999,6.52844145609062,0.59375,32
