corruption,n_refreshes,r,a,x,acc,n
brightness/s5,1,0.43598344922065735,0.7024569993533409,0.4295127169599787,0.734375,512
brightness/s5,2,0.4776150584220886,0.7696338972284409,0.8178789329930318,0.71484375,512
brightness/s5,3,0.5586619973182678,0.9004114972720855,1.5098420437734554,0.716796875,512
brightness/s5,4,0.5729633569717407,0.9234882169892611,2.0002776644975677,0.71875,512
brightness/s5,5,0.5944745540618896,0.9581987534737937,2.566203363877287,0.69140625,512
brightness/s5,6,0.6421059370040894,0.999,4.73647907126292,0.689453125,512
brightness/s5,7,0.6476545333862305,0.999,5.821616924955737,0.708984375,512
brightness/s5,8,0.6631945371627808,0.999,6.364185851802144,0.6875,512
brightness/s5,9,0.6839407682418823,0.999,6.635470315225349,0.736328125,512
brightness/s5,10,0.7022456526756287,0.999,6.771112546936951,0.73828125,512
brightness/s5,11,0.6918911933898926,0.999,6.838933662792752,0.720703125,512
brightness/s5,12,0.7052615880966187,0.999,6.872844220720653,0.6875,512
brightness/s5,13,0.6867408752441406,0.999,6.889799499684603,0.6796875,512
brightness/s5,14,0.6996853947639465,0.999,6.898277139166578,0.6953125,512
brightness/s5,15,0.7138726711273193,0.999,6.902515958907566,0.732421875,512
brightness/s5,16,0.7014334201812744,0.999,6.9046353687780595,0.6796875,512
brightness/s5,17,0.7257174253463745,0.999,6.905695073713306,0.720703125,512
brightness/s5,18,0.722193717956543,0.999,6.906224926180929,0.712890625,512
brightness/s5,19,0.731346070766449,0.999,6.906489852414741,0.734375,512
brightness/s5,20,0.7282336950302124,0.999,6.9066223155316475,0.72265625,512
brightness/s5,21,0.7396602034568787,0.999,6.9066885470901,0.73828125,512
brightness/s5,22,0.7182395458221436,0.999,6.906721662869327,0.66796875,512
brightness/s5,23,0.734858512878418,0.999,6.90673822075894,0.724609375,512
brightness/s5,24,0.7432653903961182,0.999,6.906746499703747,0.6875,512
brightness/s5,25,0.7350392937660217,0.999,6.90675063917615,0.705078125,512
brightness/s5,26,0.7401027083396912,0.999,6.906752708912352,0.728515625,512
brightness/s5,27,0.7432986497879028,0.999,6.9067537437804525,0.693359375,512
brightness/s5,28,0.7560858726501465,0.999,6.906754261214503,0.712890625,512
brightness/s5,29,0.7302773594856262,0.999,6.906754519931528,0.697265625,512
brightness/s5,30,0.7651674747467041,0.999,6.906754649290041,0.748046875,512
brightness/s5,31,0.7380154132843018,0.999,6.906754713969297,0.751953125,512
brightness/s5,32,0.750250518321991,0.999,6.906754746308925,0.7265625,512
brightness/s5,33,0.737720787525177,0.999,6.906754762478739,0.7265625,512
brightness/s5,34,0.7498043179512024,0.999,6.906754770563646,0.763671875,512
brightness/s5,35,0.7411861419677734,0.999,6.9067547746060995,0.71875,512
brightness/s5,36,0.7543001770973206,0.999,6.906754776627326,0.701171875,512
brightness/s5,37,0.741509199142456,0.999,6.906754777637939,0.7265625,512
brightness/s5,38,0.7551566362380981,0.999,6.906754778143246,0.74609375,512
brightness/s5,39,0.7670055627822876,0.999,6.9067547783959,0.70703125,512
brightness/s5,40,0.7681143283843994,0.999,6.9067547785222265,0.7109375,512
brightness/s5,41,0.7424671053886414,0.999,6.906754778585389,0.71484375,512
brightness/s5,42,0.7630795240402222,0.999,6.906754778616971,0.724609375,512
brightness/s5,43,0.7498902082443237,0.999,6.906754778632762,0.71484375,512
brightness/s5,44,0.7550754547119141,0.999,6.906754778640657,0.6796875,512
brightness/s5,45,0.7682187557220459,0.999,6.906754778644605,0.70703125,512
brightness/s5,46,0.7576265335083008,0.999,6.9067547786465795,0.685546875,512
brightness/s5,47,0.7688993811607361,0.999,6.906754778647566,0.734375,512
brightness/s5,48,0.7721344232559204,0.999,6.906754778648059,0.7421875,512
brightness/s5,49,0.77480149269104,0.999,6.906754778648306,0.7099056839942932,424
