global_idx,corruption,n,model_acc,model_nll,model_ent,model_acc_run,model_nll_run,model_ent_run
0,brightness/s5,64,0.75,1.5540491342544556,3.8087127208709717,0.75,1.5540491342544556,3.8087127208709717
1,brightness/s5,64,0.765625,1.616072177886963,3.7046761512756348,0.7578125,1.5850606560707092,3.7566944360733032
2,brightness/s5,64,0.671875,1.7951284646987915,3.468597888946533,0.7291666666666666,1.6550832589467366,3.6606622536977134
3,brightness/s5,64,0.75,1.406923770904541,3.706151008605957,0.734375,1.5930433869361877,3.672034442424774
4,brightness/s5,64,0.65625,1.772335410118103,3.6459848880767822,0.71875,1.6289017915725708,3.666824531555176
5,brightness/s5,64,0.75,1.4628512859344482,3.6218414306640625,0.7239583333333334,1.6012267072995503,3.6593273480733237
6,brightness/s5,64,0.765625,1.394444465637207,3.127027988433838,0.7299107142857143,1.5716863870620728,3.5832845824105397
7,brightness/s5,64,0.765625,1.2542515993118286,3.267458915710449,0.734375,1.5320070385932922,3.5438063740730286
8,brightness/s5,64,0.71875,1.446742057800293,3.39324951171875,0.7326388888888888,1.5225331518385146,3.527077833811442
9,brightness/s5,64,0.71875,1.7255710363388062,3.4073996543884277,0.73125,1.5428369402885438,3.5151100158691406
10,brightness/s5,64,0.734375,1.276470422744751,2.8243656158447266,0.7315340909090909,1.518621802330017,3.4523150704123755
11,brightness/s5,64,0.71875,1.3493585586547852,3.168715476989746,0.73046875,1.5045165320237477,3.4286817709604898
12,brightness/s5,64,0.65625,1.82191801071167,3.780306816101074,0.7247596153846154,1.5289320303843572,3.4557298513559194
13,brightness/s5,64,0.703125,1.4753832817077637,3.444467544555664,0.7232142857142857,1.5251071197646004,3.454925400870187
14,brightness/s5,64,0.734375,1.280225396156311,2.8573811054229736,0.7239583333333334,1.5087816715240479,3.4150891145070394
15,brightness/s5,64,0.734375,1.223270297050476,3.0251872539520264,0.724609375,1.4909372106194496,3.390720248222351
16,brightness/s5,64,0.765625,1.2641187906265259,1.9350217580795288,0.7270220588235294,1.4775949506198658,3.3050909252727734
17,brightness/s5,64,0.65625,1.4927030801773071,3.0617775917053223,0.7230902777777778,1.4784342911508348,3.2915735178523593
18,brightness/s5,64,0.71875,1.4887322187423706,2.979785203933716,0.7228618421052632,1.478976287339863,3.2751636065934835
19,brightness/s5,64,0.6875,1.4100754261016846,2.808002471923828,0.72109375,1.475531244277954,3.2518055498600007
20,brightness/s5,64,0.796875,1.0768004655838013,2.29125714302063,0.7247023809523809,1.4565440643401373,3.206065149534316
21,brightness/s5,64,0.71875,1.279199242591858,3.03444766998291,0.7244318181818182,1.4484829360788518,3.198264355009252
22,brightness/s5,64,0.75,1.076134204864502,1.800205945968628,0.7255434782608695,1.4322938608086628,3.1374792067900947
23,brightness/s5,64,0.640625,1.6327842473983765,2.6537282466888428,0.7220052083333334,1.4406476269165676,3.117322916785876
24,brightness/s5,64,0.765625,1.2421367168426514,2.421325922012329,0.72375,1.4327071905136108,3.089483036994934
25,brightness/s5,64,0.765625,1.0611045360565186,2.2079882621765137,0.7253605769230769,1.4184147807267995,3.0555793918096104
26,brightness/s5,64,0.71875,1.3930896520614624,2.3039331436157227,0.7251157407407407,1.4174768129984539,3.027740641876503
27,brightness/s5,64,0.65625,1.4994040727615356,2.3614344596862793,0.72265625,1.420402786561421,3.003943992512567
28,brightness/s5,64,0.71875,1.4296971559524536,2.183642625808716,0.7225215517241379,1.4207232820576634,2.975657738488296
29,brightness/s5,64,0.703125,1.1576356887817383,2.6786890029907227,0.721875,1.4119536956151326,2.9657587806383767
30,brightness/s5,64,0.734375,1.2018544673919678,2.114194393157959,0.7222782258064516,1.405176301156321,2.9382889616873955
31,brightness/s5,64,0.6875,1.2614210844039917,1.9239954948425293,0.72119140625,1.4006839506328106,2.9065922908484936
32,brightness/s5,64,0.734375,1.269558072090149,2.185117244720459,0.7215909090909091,1.3967104391618208,2.8847294106627954
33,brightness/s5,64,0.625,1.4092590808868408,1.9185748100280762,0.71875,1.3970795168596155,2.8563130988794216
34,brightness/s5,64,0.765625,1.1433664560317993,1.8660249710083008,0.7200892857142858,1.389830572264535,2.828019152368818
35,brightness/s5,64,0.71875,1.3743761777877808,3.0219061374664307,0.7200520833333334,1.3894012835290697,2.8334049019548626
36,brightness/s5,64,0.578125,1.6178721189498901,2.115520477294922,0.7162162162162162,1.3955761709728756,2.814002620207297
37,brightness/s5,64,0.75,1.0215086936950684,1.3916479349136353,0.7171052631578947,1.3857322899918807,2.7765722337522005
38,brightness/s5,64,0.65625,1.8181157112121582,1.8819770812988281,0.7155448717948718,1.3968190443821442,2.753633896509806
39,brightness/s5,64,0.703125,1.1322901248931885,2.2084624767303467,0.715234375,1.3902058213949204,2.74000461101532
40,brightness/s5,64,0.640625,1.3861353397369385,1.481679916381836,0.7134146341463414,1.3901065413544818,2.709313764804747
41,brightness/s5,64,0.703125,1.045599341392517,1.5270596742630005,0.7131696428571429,1.381903988974435,2.6811648578870866
42,brightness/s5,64,0.703125,1.4328432083129883,2.095564842224121,0.7129360465116279,1.3830886219823084,2.6675462528716687
43,brightness/s5,64,0.671875,1.1967214345932007,1.9235303401947021,0.7120028409090909,1.3788530040871014,2.6506368003108283
44,brightness/s5,64,0.703125,1.1360772848129272,1.4049962759017944,0.7118055555555556,1.3734579881032307,2.6229558997684057
45,brightness/s5,64,0.703125,1.2496867179870605,1.7231574058532715,0.7116168478260869,1.3707673083180967,2.6033950629441636
46,brightness/s5,64,0.734375,1.0308706760406494,1.5370252132415771,0.7121010638297872,1.363535465078151,2.5807063427377255
47,brightness/s5,64,0.65625,1.4332581758499146,1.8890050649642944,0.7109375,1.3649880215525627,2.566295899450779
48,brightness/s5,64,0.6875,1.0853620767593384,1.4481444358825684,0.7104591836734694,1.359281369618007,2.543476481826938
49,brightness/s5,64,0.625,1.651222825050354,1.6765387058258057,0.70875,1.3651201987266541,2.5261377263069154
50,brightness/s5,64,0.734375,1.2348277568817139,1.4125601053237915,0.7092524509803921,1.3625654449649887,2.504302870993521
51,brightness/s5,64,0.71875,1.0444716215133667,1.744502305984497,0.7094350961538461,1.3564482560524573,2.4896913216664243
52,brightness/s5,64,0.703125,1.215867519378662,1.9209498167037964,0.7093160377358491,1.353795789322763,2.4789603498746766
53,brightness/s5,64,0.765625,1.037768006324768,1.241539716720581,0.7103587962962963,1.3479434229709484,2.4560451529644154
54,brightness/s5,64,0.703125,1.2640315294265747,1.4572138786315918,0.7102272727272727,1.3464177521792324,2.4378845843401824
55,brightness/s5,64,0.734375,0.9929589033126831,1.3754103183746338,0.7106584821428571,1.3401059870209013,2.4189118295907974
56,brightness/s5,64,0.6875,1.213199257850647,1.42970871925354,0.7102521929824561,1.3378795531758092,2.401557389058565
57,brightness/s5,64,0.671875,1.3738398551940918,1.3251545429229736,0.7095905172413793,1.3384995583830208,2.3829987192976065
58,brightness/s5,64,0.71875,1.3304312229156494,1.6825603246688843,0.7097457627118644,1.3383628069344213,2.3711268821005094
59,brightness/s5,64,0.703125,1.0694100856781006,1.3046057224273682,0.7096354166666666,1.3338802615801493,2.35335152943929
60,brightness/s5,64,0.578125,1.8434795141220093,1.68027925491333,0.7074795081967213,1.342234347687393,2.34231755772575
61,brightness/s5,64,0.703125,0.9615278244018555,0.9558447599411011,0.7074092741935484,1.3360939198924648,2.3199550932453525
62,brightness/s5,64,0.765625,1.0193125009536743,1.0671920776367188,0.7083333333333334,1.331065643401373,2.3000699660134694
63,brightness/s5,64,0.671875,1.156449556350708,1.368384599685669,0.707763671875,1.3283372670412064,2.2855123821645975
64,brightness/s5,64,0.78125,1.033026099205017,0.8474316596984863,0.7088942307692307,1.323794018305265,2.2633880633574264
65,brightness/s5,64,0.8125,0.8629266023635864,1.103718638420105,0.7104640151515151,1.316811178669785,2.2458173144947398
66,brightness/s5,64,0.703125,1.2886245250701904,0.9938465356826782,0.7103544776119403,1.316390482347403,2.2271311834676943
67,brightness/s5,64,0.796875,1.1395262479782104,1.392627239227295,0.7116268382352942,1.3137895377243267,2.2148590666406296
68,brightness/s5,64,0.640625,1.3089889287948608,1.5598523616790771,0.7105978260869565,1.3137199636818706,2.2053662158440854
69,brightness/s5,64,0.6875,1.5262669324874878,1.3645849227905273,0.7102678571428571,1.3167563489505223,2.1933550545147487
70,brightness/s5,64,0.734375,1.111215353012085,1.127913475036621,0.7106073943661971,1.3138614053457556,2.178348835085479
71,brightness/s5,64,0.734375,0.9975799918174744,1.189838171005249,0.7109375,1.3094686079356406,2.164619520306587
72,brightness/s5,64,0.734375,1.1068644523620605,0.8611339330673218,0.7112585616438356,1.3066932085442216,2.146763553358104
73,brightness/s5,64,0.671875,1.376219630241394,1.6113197803497314,0.7107263513513513,1.3076327547833726,2.139527826695829
74,brightness/s5,64,0.78125,0.9329425096511841,1.0457590818405151,0.7116666666666667,1.3026368848482768,2.1249442434310915
75,brightness/s5,64,0.734375,0.9740641713142395,1.1391282081604004,0.7119654605263158,1.2983135596701973,2.1119729798091087
76,brightness/s5,64,0.765625,1.03935706615448,1.2537552118301392,0.7126623376623377,1.2949504883258374,2.1008272945106805
77,brightness/s5,64,0.796875,0.8082146644592285,0.9502832293510437,0.7137419871794872,1.2887102854557526,2.0860767295727363
78,brightness/s5,64,0.796875,0.8230550289154053,0.9806789755821228,0.7147943037974683,1.2828159151197989,2.0720843529399438
79,brightness/s5,64,0.625,1.5507073402404785,1.5247371196746826,0.713671875,1.2861645579338075,2.065242512524128
80,brightness/s5,64,0.78125,1.1780067682266235,0.9163491725921631,0.7145061728395061,1.2848292765793976,2.051058644129906
81,brightness/s5,64,0.625,1.4448186159133911,1.3650693893432617,0.7134146341463414,1.2867803660834707,2.042692921510557
82,brightness/s5,64,0.71875,1.3556715250015259,0.9640023112297058,0.7134789156626506,1.287610380046339,2.0296966490975343
83,brightness/s5,64,0.734375,0.9485079646110535,1.0928865671157837,0.7137276785714286,1.283573446529252,2.018544148121561
84,brightness/s5,64,0.78125,0.8510706424713135,0.7928225994110107,0.7145220588235294,1.2784851782462177,2.0041238946073197
85,brightness/s5,64,0.734375,0.9223167896270752,1.0899486541748047,0.7147529069767442,1.2743436853552974,1.9934939499511275
86,brightness/s5,64,0.609375,1.326947569847107,1.338620901107788,0.7135416666666666,1.2749483277057778,1.985966673527641
87,brightness/s5,64,0.78125,0.845317542552948,1.244925618171692,0.7143110795454546,1.2700661596926777,1.9775457524440505
