corruption,n_refreshes,r,a,x,acc,n
shot_noise/s5,1,0.045574914664030075,0.07249253824919728,-1.2745086018001843,0.25,32
shot_noise/s5,2,0.050440795719623566,0.08034413949675966,-1.85609449243003,0.09375,32
shot_noise/s5,3,0.04663807898759842,0.07420806360502102,-2.1899355964602174,0.125,32
shot_noise/s5,4,0.03932657465338707,0.06241019680635353,-2.4497597337034183,0.1875,32
shot_noise/s5,5,0.0439329519867897,0.06984306201708686,-2.519431151124213,0.1875,32
shot_noise/s5,6,0.03889193385839462,0.06170885902821749,-2.6205319669464915,0.03125,32
shot_noise/s5,7,0.045908376574516296,0.07303061345540858,-2.5807868960499407,0.03125,32
shot_noise/s5,8,0.04601769149303436,0.07320700435785923,-2.55961301333455,0.21875,32
shot_noise/s5,9,0.04205405339598656,0.06681126523639185,-2.5981743871003498,0.1875,32
shot_noise/s5,10,0.055736735463142395,0.08888968481982673,-2.462721132459343,0.28125,32
shot_noise/s5,11,0.0533013790845871,0.08495998597152812,-2.419754267791138,0.1875,32
shot_noise/s5,12,0.042291514575481415,0.06719443335576587,-2.5251803219555873,0.1875,32
shot_noise/s5,13,0.06412710249423981,0.10242840791975577,-2.347854556124287,0.15625,32
shot_noise/s5,14,0.03974900394678116,0.06309183006642001,-2.5229242720118483,0.15625,32
shot_noise/s5,15,0.04670535773038864,0.07431662479975448,-2.522560920855537,0.15625,32
shot_noise/s5,16,0.056879397481679916,0.0907334879107342,-2.4136363297424928,0.25,32
shot_noise/s5,17,0.04580400511622429,0.0728621993362033,-2.478584279816186,0.09375,32
shot_noise/s5,18,0.050357330590486526,0.08020945989720245,-2.4590443941947164,0.25,32
shot_noise/s5,19,0.04352140054106712,0.06917898128684438,-2.5292071644268175,0.15625,32
shot_noise/s5,20,0.03988949954509735,0.06331853421360593,-2.6116861759289525,0.15625,32
shot_noise/s5,21,0.038107000291347504,0.06044228771176572,-2.677703216989005,0.1875,32
shot_noise/s5,22,0.05722648277878761,0.09129354585720797,-2.4878226163854844,0.125,32
shot_noise/s5,23,0.06374162435531616,0.10180639916082779,-2.3325676451596866,0.25,32
shot_noise/s5,24,0.05125463753938675,0.08165735726233278,-2.3763031463183903,0.1875,32
shot_noise/s5,25,0.04459460824728012,0.07091071267705358,-2.4745432370114973,0.0,32
shot_noise/s5,26,0.05200456827878952,0.08286744790404946,-2.439276465268578,0.125,32
shot_noise/s5,27,0.04108886420726776,0.06525383287179125,-2.550633346442586,0.1875,32
shot_noise/s5,28,0.04778832942247391,0.07606411138882284,-2.523849737735589,0.15625,32
shot_noise/s5,29,0.05329684913158417,0.08495267642486168,-2.4503655839610556,0.1875,32
shot_noise/s5,30,0.04661113768815994,0.07416459103800484,-2.487387616082611,0.125,32
shot_noise/s5,31,0.07358789443969727,0.11769437208805206,-2.2509174657923547,0.1875,32
shot_noise/s5,32,0.06920701265335083,0.11062536721388634,-2.1676432994882093,0.125,32
shot_noise/s5,33,0.06279737502336502,0.10028275541613842,-2.180865045313795,0.1875,32
shot_noise/s5,34,0.05875996872782707,0.09376798369344666,-2.2246684673462855,0.21875,32
shot_noise/s5,35,0.04155702516436577,0.0660092588908028,-2.4371699869775783,0.1875,32
shot_noise/s5,36,0.06265360116958618,0.1000507614654439,-2.316915337616596,0.21875,32
shot_noise/s5,37,0.06358534097671509,0.10155421980083565,-2.248494428067983,0.3125,32
shot_noise/s5,38,0.05180449038743973,0.08254460157809461,-2.3283798111481864,0.09375,32
shot_noise/s5,39,0.0640939325094223,0.10237488472607323,-2.249745454911966,0.15625,32
shot_noise/s5,40,0.0634334534406662,0.10130913358645731,-2.216253997744534,0.21875,32
shot_noise/s5,41,0.06673458218574524,0.10663584549681766,-2.170914283195513,0.21875,32
shot_noise/s5,42,0.05932530760765076,0.09468021631964632,-2.2143487236130994,0.21875,32
shot_noise/s5,43,0.04694749787449837,0.07470734291140897,-2.365440205569894,0.125,32
shot_noise/s5,44,0.04855676740407944,0.07730406537580176,-2.422496703897151,0.15625,32
shot_noise/s5,45,0.0498659610748291,0.0794165844738061,-2.4363985506782657,0.1875,32
shot_noise/s5,46,0.04991583526134491,0.07949706162082114,-2.4427993416345073,0.1875,32
shot_noise/s5,47,0.05357154831290245,0.0853959319031812,-2.406996068467355,0.09375,32
shot_noise/s5,48,0.054828986525535583,0.08742493822829342,-2.37624291681776,0.09375,32
shot_noise/s5,49,0.05252179875969887,0.0837020526637603,-2.3846604986834063,0.0625,32
shot_noise/s5,50,0.04012312367558479,0.06369551085841875,-2.536243572128473,0.09375,32
shot_noise/s5,51,0.05647987499833107,0.0900888171526841,-2.424397262325275,0.1875,32
shot_noise/s5,52,0.06214039772748947,0.09922265474845215,-2.3151445035546,0.3125,32
shot_noise/s5,53,0.06139177083969116,0.09801466800585822,-2.267312810418968,0.09375,32
shot_noise/s5,54,0.0638895183801651,0.10204504143275017,-2.2210092107381936,0.125,32
shot_noise/s5,55,0.05755974352359772,0.09183129646184034,-2.2562431046697795,0.28125,32
shot_noise/s5,56,0.051740862429142,0.08244193130090482,-2.3329323951187977,0.15625,32
shot_noise/s5,57,0.047388628125190735,0.07541915209603592,-2.4196058215969494,0.03125,32
shot_noise/s5,58,0.05861673876643181,0.09353686736924334,-2.3454002594786245,0.15625,32
shot_noise/s5,59,0.06309020519256592,0.10075526711454474,-2.2671305031469204,0.28125,32
shot_noise/s5,60,0.0664156898856163,0.1061212798605179,-2.199059009809666,0.15625,32
shot_noise/s5,61,0.06400742381811142,0.10223529402484952,-2.1858450314224793,0.21875,32
shot_noise/s5,62,0.08310364186763763,0.1330490125988017,-2.030054949616144,0.21875,32
shot_noise/s5,63,0.04112742841243744,0.06531606019670158,-2.345512719300431,0.28125,32
shot_noise/s5,64,0.056984927505254745,0.09090377149458854,-2.3240810894524104,0.15625,32
shot_noise/s5,65,0.0734415352344513,0.11745820640595414,-2.170402327584675,0.28125,32
shot_noise/s5,66,0.08167871087789536,0.13074973939238213,-2.0323741442559466,0.21875,32
shot_noise/s5,67,0.06571479141712189,0.104990307848097,-2.0876703260018634,0.3125,32
shot_noise/s5,68,0.08535826951265335,0.13668708698412696,-1.9653766310222838,0.25,32
shot_noise/s5,69,0.04943216219544411,0.07871660521338932,-2.212645098156904,0.1875,32
shot_noise/s5,70,0.05396512150764465,0.08603100287009124,-2.287867009633813,0.25,32
shot_noise/s5,71,0.0577361136674881,0.0921158878906034,-2.287968157457546,0.21875,32
shot_noise/s5,72,0.048025645315647125,0.07644704507372319,-2.3897990085649585,0.15625,32
shot_noise/s5,73,0.051833514124155045,0.08259143437256683,-2.3987229762380404,0.03125,32
shot_noise/s5,74,0.06433840841054916,0.1027693718227276,-2.282774273327224,0.125,32
shot_noise/s5,75,0.06494813412427902,0.10375322718620572,-2.219487400216337,0.21875,32
shot_noise/s5,76,0.08172357827425003,0.13082213756676583,-2.0565982536104266,0.15625,32
shot_noise/s5,77,0.0488436296582222,0.07776694722736628,-2.2648398579415554,0.09375,32
shot_noise/s5,78,0.06225030496716499,0.09940000142221855,-2.234374468129637,0.25,32
shot_noise/s5,79,0.054685547947883606,0.08719348528023046,-2.2913843928448143,0.1875,32
shot_noise/s5,80,0.0645529255270958,0.10311551732868174,-2.227230788749875,0.125,32
shot_noise/s5,81,0.062069572508335114,0.09910837094810483,-2.2172009265627053,0.1875,32
shot_noise/s5,82,0.06315042078495026,0.1008524311871733,-2.2024948621126565,0.15625,32
shot_noise/s5,83,0.05979432165622711,0.09543701888979818,-2.225740126758554,0.125,32
shot_noise/s5,84,0.06461801379919052,0.10322054397288899,-2.193841093713046,0.1875,32
shot_noise/s5,85,0.06342995166778564,0.10130348311452766,-2.188332848914757,0.15625,32
shot_noise/s5,86,0.0701410323381424,0.11213250436717272,-2.128737058711363,0.125,32
shot_noise/s5,87,0.04519294574856758,0.07187619198447964,-2.3434785566483356,0.09375,32
shot_noise/s5,88,0.05611437186598778,0.08949904012831653,-2.331622804820113,0.125,32
shot_noise/s5,89,0.05365336686372757,0.08552795457870341,-2.3505632136930164,0.1875,32
shot_noise/s5,90,0.05171044170856476,0.08239284432880109,-2.380416992624917,0.1875,32
shot_noise/s5,91,0.05533849447965622,0.08824708189405728,-2.3578226969765437,0.21875,32
shot_noise/s5,92,0.059207573533058167,0.0944902402400031,-2.308912100634822,0.21875,32
shot_noise/s5,93,0.05930626764893532,0.09464949338131394,-2.2835268721958695,0.25,32
shot_noise/s5,94,0.06569082289934158,0.10495163217108067,-2.2134525166197925,0.25,32
shot_noise/s5,95,0.06753963232040405,0.10793487697116315,-2.1627318000852203,0.1875,32
shot_noise/s5,96,0.05399143323302269,0.08607345955438817,-2.262640442146039,0.1875,32
shot_noise/s5,97,0.06335663795471191,0.10118518387242609,-2.223382562475959,0.1875,32
shot_noise/s5,98,0.06745880097150803,0.10780444724783389,-2.1683744941646985,0.25,32
shot_noise/s5,99,0.06155695393681526,0.09828120798014815,-2.1924221831610144,0.15625,32
shot_noise/s5,100,0.06239544600248337,0.09963420146142178,-2.1968589064586217,0.28125,32
shot_noise/s5,101,0.0716637596487999,0.11458958203007862,-2.1207766500901446,0.15625,32
shot_noise/s5,102,0.050237640738487244,0.08001632796887513,-2.281450929362076,0.1875,32
shot_noise/s5,103,0.0683976262807846,0.10931933877217265,-2.1895817875975023,0.125,32
shot_noise/s5,104,0.06774802505970001,0.10827114016238075,-2.149052633589059,0.21875,32
shot_noise/s5,105,0.06603144109249115,0.10550125477790565,-2.143296643645931,0.25,32
shot_noise/s5,106,0.05359533429145813,0.08543431303432036,-2.256999062556286,0.0625,32
