duo,corruption,severity,n_samples,n_chunks,win_rate_large,win_rate_small,n_large_win,n_small_win,n_tie,oracle_delta_acc_mean_pp,oracle_delta_acc_median_pp,disagree_rate,acc_large,acc_small,acc_fixed,acc_gate,acc_persample,acc_hard,acc_either
resnet50+deit_small,elastic_transform,5,10000,79,1.0,0.0,79,0,0,6.398338607594936,7.03125,0.6783000230789185,0.47440001368522644,0.3280999958515167,0.3280999958515167,0.4753757911392405,0.5390999913215637,0.4753757911392405,0.5390999913215637
resnet50+deit_small,fog,5,10000,79,0.9736842105263158,0.02631578947368421,74,2,3,8.534414556962025,8.59375,0.5199000239372253,0.5857999920845032,0.5041000247001648,0.5041000247001648,0.5867286392405063,0.6718999743461609,0.5867286392405063,0.6718999743461609
resnet50+deit_small,frost,5,10000,79,0.07894736842105263,0.9210526315789473,6,70,3,9.434335443037975,9.375,0.5728999972343445,0.4578000009059906,0.5227000117301941,0.5227000117301941,0.5230419303797469,0.6179999709129333,0.5230419303797469,0.6179999709129333
resnet50+deit_small,gaussian_noise,5,10000,79,0.0,1.0,0,79,0,4.944620253164557,4.6875,0.8597999811172485,0.15860000252723694,0.3273000121116638,0.3273000121116638,0.32644382911392406,0.3772999942302704,0.32644382911392406,0.3772999942302704
resnet50+deit_small,glass_blur,5,10000,79,0.5405405405405406,0.4594594594594595,40,34,5,7.327927215189874,7.8125,0.9045000076293945,0.15559999644756317,0.15029999613761902,0.15029999613761902,0.16455696202531644,0.23980000615119934,0.16455696202531644,0.23980000615119934
resnet50+deit_small,impulse_noise,5,10000,79,0.0,1.0,0,79,0,4.90506329113924,4.6875,0.8579999804496765,0.1623000055551529,0.32359999418258667,0.32359999418258667,0.3220925632911392,0.373199999332428,0.3220925632911392,0.373199999332428
resnet50+deit_small,jpeg_compression,5,10000,79,0.0,1.0,0,79,0,8.03995253164557,7.8125,0.6039000153541565,0.40529999136924744,0.5282999873161316,0.5282999873161316,0.5286787974683544,0.6082000136375427,0.5286787974683544,0.6082000136375427
resnet50+deit_small,motion_blur,5,10000,79,0.6081081081081081,0.3918918918918919,45,29,5,11.253955696202532,11.71875,0.7907999753952026,0.3052000105381012,0.2937000095844269,0.2937000095844269,0.31892800632911394,0.4300999939441681,0.31892800632911394,0.4300000071525574
resnet50+deit_small,pixelate,5,10000,79,0.948051948051948,0.05194805194805195,73,4,2,10.423259493670885,10.15625,0.6794000267982483,0.4392000138759613,0.3659000098705292,0.3659000098705292,0.4420490506329114,0.5461000204086304,0.4420490506329114,0.5461000204086304
resnet50+deit_small,shot_noise,5,10000,79,0.0,1.0,0,79,0,6.012658227848101,6.25,0.8666999936103821,0.1656000018119812,0.3003000020980835,0.3003000020980835,0.3004351265822785,0.3610999882221222,0.3004351265822785,0.3610999882221222
resnet50+deit_small,snow,5,10000,79,0.6351351351351351,0.36486486486486486,47,27,5,11.649525316455696,11.71875,0.6295999884605408,0.45899999141693115,0.44449999928474426,0.44449999928474426,0.4688488924050633,0.5863000154495239,0.4688488924050633,0.5863000154495239
resnet50+deit_small,zoom_blur,5,10000,79,1.0,0.0,79,0,0,8.742088607594937,8.59375,0.7451000213623047,0.4025999903678894,0.28700000047683716,0.28700000047683716,0.40229430379746833,0.4896000027656555,0.40229430379746833,0.4896000027656555
resnet50+deit_small,ALL,-,150000,1185,0.43079584775086505,0.5692041522491349,498,658,29,7.861946202531646,7.8125,0.7141333401203156,0.3503200014432271,0.38185333609580996,0.38185333609580996,0.4160601265822785,0.49495333234469097,0.4160601265822785,0.4949466665585836
