global_idx,corruption,large_acc,large_nll,large_ent,large_acc_run,large_nll_run,large_ent_run,small_acc,small_nll,small_ent,small_acc_run,small_nll_run,small_ent_run,duo_acc,duo_nll,duo_ent,duo_acc_run,duo_nll_run,duo_ent_run,w_l
0,brightness/s5,0.671875,1.7078219652175903,3.512697696685791,0.671875,1.7078219652175903,3.512697696685791,0.7421875,1.4331542253494263,2.3207292556762695,0.7421875,1.4331542253494263,2.3207292556762695,0.75,1.3779979944229126,0.6290696263313293,0.75,1.3779979944229126,0.6290696263313293,0.21929538249969482
1,brightness/s5,0.671875,1.4323078393936157,2.8472723960876465,0.671875,1.570064902305603,3.1799850463867188,0.6640625,1.365592360496521,2.3653061389923096,0.703125,1.3993732929229736,2.3430176973342896,0.6875,1.2718511819839478,0.5678640007972717,0.71875,1.3249245882034302,0.5984668135643005,0.2202281951904297
2,brightness/s5,0.625,1.6407116651535034,2.80118989944458,0.65625,1.593613823254903,3.053719997406006,0.7109375,1.4507261514663696,2.558151960372925,0.7057291666666666,1.416490912437439,2.414729118347168,0.703125,1.2776193618774414,0.7771798372268677,0.7135416666666666,1.3091561794281006,0.6580378214518229,0.27721869945526123
3,brightness/s5,0.7109375,1.3236477375030518,2.1815083026885986,0.669921875,1.5261223018169403,2.835667073726654,0.734375,1.4492968320846558,2.4018685817718506,0.712890625,1.4246923923492432,2.4115139842033386,0.734375,1.2819852828979492,0.5668981075286865,0.71875,1.3023634552955627,0.6352528929710388,0.42705774307250977
4,brightness/s5,0.765625,1.1221601963043213,2.0183136463165283,0.6890625,1.4453298807144166,2.672196388244629,0.7109375,1.4254817962646484,2.410022020339966,0.7125,1.4248502731323243,2.411215591430664,0.765625,1.0903174877166748,0.5010603666305542,0.728125,1.2599542617797852,0.6084143877029419,0.5604979395866394
5,brightness/s5,0.6796875,1.3817998170852661,2.058246612548828,0.6875,1.4347415367762248,2.569871425628662,0.6328125,1.452614426612854,2.402009963989258,0.69921875,1.4294776320457458,2.4096813201904297,0.6953125,1.3138362169265747,0.6000283360481262,0.72265625,1.2689345876375835,0.6070167124271393,0.6019376516342163
6,brightness/s5,0.71875,1.3386945724487305,1.9270988702774048,0.6919642857142857,1.421020541872297,2.4780467748641968,0.7421875,1.224275827407837,2.335695743560791,0.7053571428571429,1.4001630885260445,2.399111952100481,0.75,1.2309144735336304,0.476828396320343,0.7265625,1.26350314276559,0.5884183815547398,0.6270455718040466
7,brightness/s5,0.7109375,1.2056982517242432,1.7718725204467773,0.6943359375,1.3941052556037903,2.3897749930620193,0.703125,1.4466267824172974,2.461754560470581,0.705078125,1.4059710502624512,2.4069422781467438,0.7265625,1.2458224296569824,0.48287978768348694,0.7265625,1.2612930536270142,0.5752260573208332,0.7537433505058289
8,brightness/s5,0.65625,1.312680721282959,1.767543077468872,0.6901041666666666,1.385058085123698,2.3206381135516696,0.6484375,1.536680817604065,2.5270795822143555,0.6987847222222222,1.4204943577448528,2.4202908674875894,0.6640625,1.361339807510376,0.55146324634552,0.7196180555555556,1.2724093596140544,0.5725857449902428,0.7971014380455017
9,brightness/s5,0.6875,1.2487921714782715,1.8135178089141846,0.68984375,1.3714314937591552,2.2699260830879213,0.6875,1.3247952461242676,2.3543574810028076,0.69765625,1.4109244465827941,2.413697528839111,0.703125,1.202384114265442,0.5733543634414673,0.71796875,1.2654068350791932,0.5726626068353653,0.7674132585525513
