corruption,n_refreshes,r,a,x,acc,n
brightness/s5,1,0.46747827529907227,0.46747827529907227,-0.06513540830566918,0.734375,128
brightness/s5,2,0.4362313151359558,0.4362313151359558,-0.1608034002454246,0.6796875,128
brightness/s5,3,0.484121173620224,0.484121173620224,-0.11217003572528686,0.765625,128
brightness/s5,4,0.442352831363678,0.442352831363678,-0.17189432959957968,0.640625,128
brightness/s5,5,0.4479908347129822,0.4479908347129822,-0.1903431027719505,0.7109375,128
brightness/s5,6,0.45338302850723267,0.45338302850723267,-0.18867705961144488,0.7109375,128
brightness/s5,7,0.4689983129501343,0.4689983129501343,-0.15642154332408348,0.6171875,128
brightness/s5,8,0.5005955696105957,0.5005955696105957,-0.07701963187751536,0.8359375,128
brightness/s5,9,0.5035551190376282,0.5035551190376282,-0.031399458039354004,0.7578125,128
brightness/s5,10,0.3924224376678467,0.3924224376678467,-0.23427019653383957,0.6484375,128
brightness/s5,11,0.5017147064208984,0.5017147064208984,-0.11370567198073234,0.7578125,128
brightness/s5,12,0.5351336002349854,0.5351336002349854,0.013530355916921602,0.734375,128
brightness/s5,13,0.508979320526123,0.508979320526123,0.024725750014852256,0.7421875,128
brightness/s5,14,0.4618126153945923,0.4618126153945923,-0.06416091680302764,0.71875,128
brightness/s5,15,0.4276999235153198,0.4276999235153198,-0.17770127172874067,0.71875,128
brightness/s5,16,0.4559997320175171,0.4559997320175171,-0.1770793946830452,0.6953125,128
brightness/s5,17,0.5502866506576538,0.5502866506576538,0.012374776228705212,0.703125,128
brightness/s5,18,0.45799165964126587,0.45799165964126587,-0.07802781982508311,0.625,128
brightness/s5,19,0.45116180181503296,0.45116180181503296,-0.1370027297095578,0.6796875,128
brightness/s5,20,0.43207496404647827,0.43207496404647827,-0.2051965298451992,0.6911764740943909,68
fog/s5,21,0.19796526432037354,0.19796526432037354,-0.6995301678354039,0.65625,128
fog/s5,22,0.20242939889431,0.20242939889431,-1.0353546741444009,0.6015625,128
fog/s5,23,0.19469913840293884,0.19469913840293884,-1.2275575678698507,0.6328125,128
fog/s5,24,0.17777864634990692,0.17777864634990692,-1.3795139983779408,0.5390625,128
fog/s5,25,0.18636585772037506,0.18636585772037506,-1.4266565439736971,0.578125,128
fog/s5,26,0.18043473362922668,0.18043473362922668,-1.4700307274201854,0.5546875,128
fog/s5,27,0.19603890180587769,0.19603890180587769,-1.4406342459800938,0.5703125,128
fog/s5,28,0.23264080286026,0.23264080286026,-1.317046803346128,0.7109375,128
fog/s5,29,0.20178063213825226,0.20178063213825226,-1.3461245661519674,0.5390625,128
fog/s5,30,0.18403936922550201,0.18403936922550201,-1.4176704877240427,0.53125,128
fog/s5,31,0.20866848528385162,0.20866848528385162,-1.375320339121386,0.6640625,128
fog/s5,32,0.20726896822452545,0.20726896822452545,-1.358393505953304,0.578125,128
fog/s5,33,0.18859800696372986,0.18859800696372986,-1.4087696552014344,0.6875,128
fog/s5,34,0.20840434730052948,0.20840434730052948,-1.3716701035482264,0.625,128
fog/s5,35,0.16038954257965088,0.16038954257965088,-1.5135013246192692,0.5625,128
fog/s5,36,0.19137640297412872,0.19137640297412872,-1.4772963394989773,0.578125,128
fog/s5,37,0.22226175665855408,0.22226175665855408,-1.3649152937863032,0.6171875,128
fog/s5,38,0.18477550148963928,0.18477550148963928,-1.4246186223337318,0.515625,128
fog/s5,39,0.21487386524677277,0.21487386524677277,-1.3602059128629307,0.5703125,128
fog/s5,40,0.1961638480424881,0.1961638480424881,-1.385325550382266,0.5735294222831726,68
