global_idx,corruption,n,large_acc,large_nll,large_ent,large_acc_run,large_nll_run,large_ent_run,small_acc,small_nll,small_ent,small_acc_run,small_nll_run,small_ent_run,duo_acc,duo_nll,duo_ent,duo_acc_run,duo_nll_run,duo_ent_run,w_l,cmp_fixed_ts_acc,cmp_coca_ts_acc,cmp_proxy_weighted_nuclear_norm_acc
23,brightness/s5,64,0.640625,1.532784104347229,2.6573667526245117,0.6803385416666666,1.4714441845814388,2.845000465710958,0.609375,1.5128768682479858,2.203416109085083,0.6940104166666666,1.3722739120324452,2.2117781390746436,0.625,1.4029650688171387,0.7278896570205688,0.7115885416666666,1.299064725637436,0.5921262539923191,0.2630641758441925,0.671875,0.671875,0.671875
24,brightness/s5,64,0.703125,1.5986946821212769,2.615797758102417,0.68125,1.4765342044830323,2.835832357406616,0.671875,1.7104060649871826,2.169179677963257,0.693125,1.3857991981506348,2.210074200630188,0.6875,1.6775177717208862,0.6749967932701111,0.710625,1.3142028474807739,0.5954410755634307,0.2630641758441925,0.671875,0.671875,0.671875
25,brightness/s5,64,0.75,1.1306167840957642,2.3722171783447266,0.6838942307692307,1.4632296883142912,2.818001004365774,0.75,1.0556141138076782,2.014012336730957,0.6953125,1.3730997718297517,2.2025333597109866,0.765625,0.8629391193389893,0.5323995351791382,0.7127403846153846,1.2968465502445514,0.5930164009332657,0.2631700038909912,0.796875,0.796875,0.796875
26,brightness/s5,64,0.65625,1.5044094324111938,2.358785629272461,0.6828703703703703,1.464754864021584,2.8009930275104664,0.6875,1.3136941194534302,2.1282925605773926,0.6950231481481481,1.3708995624824807,2.1997837004838168,0.734375,1.2396939992904663,0.6558860540390015,0.7135416666666666,1.2947297890981038,0.5953449066038485,0.2631700038909912,0.734375,0.734375,0.734375
27,brightness/s5,64,0.640625,1.4435629844665527,2.5479557514190674,0.6813616071428571,1.4639980111803328,2.7919559819357738,0.65625,1.4628932476043701,2.0549771785736084,0.6936383928571429,1.3741850512368339,2.1946120389870236,0.65625,1.4283881187438965,0.5586057901382446,0.7114955357142857,1.2995033008711678,0.5940327953015055,0.27823397517204285,0.703125,0.703125,0.703125
28,brightness/s5,64,0.640625,1.40902841091156,2.555746078491211,0.6799568965517241,1.462102507722789,2.7838108128514785,0.625,1.4878369569778442,2.099897861480713,0.6912715517241379,1.3781040824692825,2.1913460328661163,0.65625,1.3630914688110352,0.6732833385467529,0.7095905172413793,1.3016959963173702,0.5967655726547899,0.27823397517204285,0.703125,0.703125,0.703125
29,brightness/s5,64,0.75,1.3271445035934448,2.2539587020874023,0.6822916666666666,1.4576039075851441,2.766149075826009,0.6875,1.396522045135498,2.0086681842803955,0.6911458333333333,1.3787180145581563,2.1852567712465922,0.71875,1.3284857273101807,0.5261750221252441,0.7098958333333333,1.302588987350464,0.594412554303805,0.30460453033447266,0.734375,0.734375,0.734375
30,brightness/s5,64,0.78125,1.0601956844329834,2.3513448238372803,0.6854838709677419,1.4447842874834615,2.752768293503792,0.6875,1.0954793691635132,1.9004837274551392,0.6910282258064516,1.3695812840615549,2.176070544027513,0.765625,0.8648337721824646,0.5345346331596375,0.7116935483870968,1.2884678513773027,0.5924810084604448,0.30460453033447266,0.765625,0.765625,0.765625
31,brightness/s5,64,0.671875,1.5127623081207275,2.3570494651794434,0.68505859375,1.446908600628376,2.740402080118656,0.640625,1.5196497440338135,1.9118099212646484,0.689453125,1.374270923435688,2.1678123995661736,0.65625,1.5421490669250488,0.5641223192214966,0.7099609375,1.2963953893631697,0.5915947994217277,0.28141939640045166,0.71875,0.71875,0.71875
32,brightness/s5,64,0.765625,1.0639028549194336,2.290292263031006,0.6875,1.435302365909923,2.726762388691758,0.765625,0.9879153370857239,1.8071876764297485,0.6917613636363636,1.36256317839478,2.1568843776529487,0.765625,0.906661868095398,0.4177965521812439,0.7116477272727273,1.2845852826580857,0.5863281858689857,0.28141939640045166,0.78125,0.78125,0.78125
33,brightness/s5,64,0.625,1.9278842210769653,2.561539888381958,0.6856617647058824,1.4497900675324833,2.7219029033885285,0.65625,1.5368753671646118,2.083181381225586,0.6907169117647058,1.3676900074762457,2.1547166424639084,0.65625,1.6724438667297363,0.6052906513214111,0.7100183823529411,1.2959928880719578,0.5868859054411159,0.25585106015205383,0.671875,0.671875,0.671875
34,brightness/s5,64,0.71875,1.1816362142562866,2.2052383422851562,0.6866071428571429,1.442128528867449,2.7071410587855746,0.71875,1.0748873949050903,1.924918293952942,0.6915178571428572,1.3593242185456411,2.148150975363595,0.734375,0.9765599370002747,0.5047469139099121,0.7107142857142857,1.2868662323270526,0.5845390771116529,0.25585106015205383,0.71875,0.734375,0.71875
35,brightness/s5,64,0.609375,1.744429349899292,2.694383144378662,0.6844618055555556,1.4505257738961115,2.7067866722742715,0.640625,1.7499099969863892,2.197265625,0.6901041666666666,1.3701738235023286,2.1495152711868286,0.609375,1.7547608613967896,0.7531569600105286,0.7078993055555556,1.2998633053567674,0.5892229071921773,0.27700480818748474,0.609375,0.609375,0.609375
36,brightness/s5,64,0.765625,1.2402154207229614,2.216702461242676,0.6866554054054054,1.4448417102968372,2.6935411530572013,0.6875,1.3900634050369263,1.9530465602874756,0.6900337837837838,1.3707113797600206,2.1442053060273865,0.765625,1.273519515991211,0.633794367313385,0.7094594594594594,1.2991513110495903,0.5904275412495071,0.27700480818748474,0.796875,0.796875,0.796875
37,brightness/s5,64,0.703125,1.0985807180404663,2.3534138202667236,0.6870888157894737,1.4357295789216693,2.6845904337732414,0.765625,0.9691556692123413,1.7857496738433838,0.6920230263157895,1.360144124219292,2.134772263075176,0.765625,0.8287076354026794,0.44643282890319824,0.7109375,1.28677121432204,0.586638206714078,0.2590196132659912,0.75,0.734375,0.75
38,brightness/s5,64,0.671875,1.491679072380066,2.3146588802337646,0.686698717948718,1.4371641813180385,2.6751050093235116,0.703125,1.4593385457992554,1.961597204208374,0.6923076923076923,1.3626875709264705,2.130331876950386,0.703125,1.4423528909683228,0.5204960107803345,0.7107371794871795,1.290760488082201,0.5849422529721872,0.2590196132659912,0.703125,0.703125,0.703125
39,brightness/s5,64,0.734375,1.3848683834075928,2.5443599224090576,0.687890625,1.4358567863702774,2.67183638215065,0.71875,1.249877691268921,1.8304340839385986,0.69296875,1.3598673239350318,2.1228344321250914,0.71875,1.2532057762145996,0.4714704751968384,0.7109375,1.289821620285511,0.5821054585278034,0.24024814367294312,0.75,0.75,0.75
40,brightness/s5,64,0.671875,1.2438539266586304,2.1623334884643555,0.6875,1.4311737897919445,2.659409482304643,0.65625,1.462078332901001,2.0256361961364746,0.6920731707317073,1.3623602753732262,2.1204637434424423,0.6875,1.2997071743011475,0.5941445827484131,0.7103658536585366,1.2900627313590631,0.5823990957039159,0.24024814367294312,0.6875,0.6875,0.6875
