corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
snow/s5,128.0,0.46702906489372253,0.1972956657409668,0.46702906489372253,0.1972956657409668,0.3828125,0.4453125,3.222346544265747,5.6252665519714355
snow/s5,256.0,0.4434029459953308,0.19936031103134155,0.4627334069121968,0.1976710557937622,0.38423295454545453,0.44673295454545453,3.2511123527180064,5.599803361025724
snow/s5,384.0,0.44803231954574585,0.2018924355506897,0.4600604819364784,0.19843857938593085,0.379713326446281,0.442213326446281,3.25250196259869,5.58588033865306
snow/s5,512.0,0.472270131111145,0.18559470772743225,0.4622804181500541,0.19610332999347654,0.38595863072877534,0.4441972670924117,3.2207160846887897,5.588950465622922
snow/s5,640.0,0.4878617227077484,0.20407915115356445,0.4669315644332712,0.1975534792953107,0.39675024332354347,0.44724094580288226,3.1762109498949647,5.571244925669687
snow/s5,768.0,0.4572811722755432,0.21750055253505707,0.46517694767732065,0.2011802198843555,0.38711383544653555,0.4312653192932673,3.1687072543208,5.527779620136881
snow/s5,896.0,0.4718790650367737,0.24347394704818726,0.4663955144699484,0.20886998845959762,0.3976954108198927,0.4423420794217641,3.1673668428906683,5.466506818136896
snow/s5,1024.0,0.5099547505378723,0.27075886726379395,0.47431537557320724,0.22012251187854237,0.4091939724890031,0.4670298831632615,3.1174981977166545,5.375532382619374
snow/s5,1152.0,0.4894144833087921,0.22641882300376892,0.4770606678887681,0.22126729571949263,0.4001359774910025,0.4673426316790321,3.106371889246199,5.363688745735986
snow/s5,1280.0,0.5017012357711792,0.28738200664520264,0.48154077114011556,0.2332881522514399,0.3927248906744566,0.47043942591920807,3.0646549650750594,5.279526590194677
snow/s5,1408.0,0.5435358881950378,0.25865429639816284,0.4928126106046469,0.23790017845993497,0.410809001460919,0.47439362120662476,3.003415610740567,5.245284242158348
snow/s5,1536.0,0.4929739832878113,0.29769760370254517,0.4928419510924949,0.248772437594955,0.41708236483166095,0.4776288718963293,2.9982066802138503,5.16825905934671
snow/s5,1664.0,0.5201215147972107,0.29040518403053284,0.49780187176607954,0.2563420278559691,0.4236355712259044,0.4845372588242694,2.9595341345359856,5.097155111722237
snow/s5,1792.0,0.5315827131271362,0.27444833517074585,0.5039438429226353,0.2596340837313831,0.4261563764575581,0.49587139358349314,2.9230621668986276,5.066328626620839
snow/s5,1920.0,0.550525426864624,0.3129713237285614,0.5124132218211787,0.26933176373087003,0.42963930801072936,0.4952015947501307,2.84952644976365,4.982900572160214
snow/s5,2048.0,0.5126550793647766,0.29974889755249023,0.5124571959200146,0.2748621516984373,0.41544352473605123,0.4974944866137433,2.8470008520027785,4.946756844362884
snow/s5,2176.0,0.5661195516586304,0.31378865242004395,0.5222139878724902,0.28193969728418394,0.40524924751131464,0.4865863981385172,2.781107372674681,4.888725848068922
snow/s5,2304.0,0.524350106716156,0.30780938267707825,0.522602373116793,0.28664327644652837,0.40685165705471193,0.49328659847696854,2.7410241040045595,4.841013939058343
snow/s5,2432.0,0.5639916658401489,0.3502482771873474,0.530127699066494,0.2982078220357682,0.4110036284993097,0.4916663078447924,2.69585599187731,4.761230667240695
snow/s5,2560.0,0.556869626045227,0.3333216905593872,0.5349898676080819,0.3045921617673353,0.41866205968125336,0.48892016096392105,2.6514845789864867,4.724086750480756
snow/s5,2688.0,0.5506381392478943,0.3480822443962097,0.5378350079062296,0.3124994495180397,0.41782577610284366,0.4781505862432081,2.6261551462570543,4.6639014934408864
snow/s5,2816.0,0.5072218775749207,0.29091399908065796,0.532268984209628,0.30857482216578846,0.40861881681141754,0.46933911601717027,2.6551326255603036,4.675699975401829
snow/s5,2944.0,0.6081848740577698,0.3583044111728668,0.5460718732729264,0.3176165656216209,0.4081881228457052,0.48059564037768476,2.588111585427691,4.61124376788248
snow/s5,3072.0,0.5321434736251831,0.31014156341552734,0.5435394369733366,0.31625747431142204,0.41351755505557697,0.48128279667265117,2.609620288867329,4.617523185241027
snow/s5,3200.0,0.5507862567901611,0.34606122970581055,0.5448570405763956,0.32167633892858355,0.4178779995909266,0.469060924550351,2.5644577057729316,4.56610115427413
snow/s5,3328.0,0.5423849821090698,0.34263697266578674,0.5444075754005181,0.32548736324443867,0.41860472693803086,0.4633225746321053,2.5753019705336326,4.54188665524373
snow/s5,3456.0,0.5461937785148621,0.37788182497024536,0.5447323396031261,0.33501362901276716,0.4206197765856616,0.46288892469899523,2.562348586991784,4.459593865887004
snow/s5,3584.0,0.5151188373565674,0.37916359305381775,0.5393480664673881,0.34304089520204906,0.4194275444791776,0.4696363929355415,2.577231458107469,4.364959012607833
snow/s5,3712.0,0.5736132264137268,0.39038023352622986,0.5455780955485405,0.35164804762462737,0.4184520818465999,0.4737365942199884,2.514586490349204,4.306282767767337
snow/s5,3840.0,0.5730173587799072,0.36645302176475525,0.5505670524996981,0.35433986110465066,0.4247562487835817,0.4614663043618087,2.4715384911051372,4.277055639392647
snow/s5,3968.0,0.5557183027267456,0.43700549006462097,0.5515036434500703,0.36936997546100886,0.42565283991383956,0.4627906126596616,2.4309365969260424,4.158716465966143
snow/s5,4096.0,0.572731614112854,0.4073665142059326,0.5553632744796673,0.37627843705099495,0.4334886872022323,0.4752377739942686,2.4160167050383214,4.102340307509008
