corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
fog/s5,128.0,0.25299471616744995,0.18322554230690002,0.25299471616744995,0.18322554230690002,0.5234375,0.609375,4.600287437438965,5.668424606323242
fog/s5,256.0,0.222553551197052,0.1615111231803894,0.24745995890010486,0.1792774661020799,0.5106534090909091,0.6036931818181818,4.630305116826838,5.684331026944246
fog/s5,384.0,0.24746379256248474,0.1623496115207672,0.24746065592962846,0.17619967436002304,0.49593233471074377,0.6047262396694214,4.614724624255472,5.699896536582756
fog/s5,512.0,0.26956748962402344,0.1847417652606964,0.2514800802377003,0.1777527817965091,0.503774182945154,0.6084123779113448,4.583914963846185,5.682222747516128
fog/s5,640.0,0.2769849896430969,0.17798003554344177,0.25611733649322693,0.17779410065958778,0.5045084224096714,0.6029055819274639,4.541634035471985,5.681209615993087
fog/s5,768.0,0.2751067876815796,0.15904830396175385,0.2595699639820183,0.17438577398725433,0.4951659819715493,0.5912977488497432,4.493328966089738,5.694296272338182
fog/s5,896.0,0.2850210964679718,0.19537177681922913,0.264197442615828,0.1782014108657952,0.4861017125221767,0.5945845217861535,4.42264298746964,5.668176622613519
fog/s5,1024.0,0.2894055247306824,0.19065424799919128,0.26878073027307425,0.18046556307186717,0.48294685569996276,0.5958532450977619,4.347902786867028,5.650882697721164
fog/s5,1152.0,0.30489829182624817,0.2179555892944336,0.2753475596463786,0.18728193147597016,0.47752470011815135,0.5954708368981688,4.265756270129197,5.605455813044721
fog/s5,1280.0,0.315684974193573,0.2260037511587143,0.2826816350185957,0.19432226232737818,0.4745088455512147,0.6008397756439563,4.1802179007411375,5.560210827183518
fog/s5,1408.0,0.3026689887046814,0.216348797082901,0.2863156993251567,0.19832708682838232,0.4620981463600847,0.6038120891632369,4.103005018181181,5.533049900308354
fog/s5,1536.0,0.33992254734039307,0.23060724139213562,0.2960623989642906,0.2041962058399738,0.4533643924764329,0.6119258002244665,3.972274893803956,5.489574951726011
fog/s5,1664.0,0.35084736347198486,0.21525578200817108,0.30602330160205315,0.2062070378705551,0.4533208665716269,0.6043597456381999,3.8627991304751648,5.467631504859012
fog/s5,1792.0,0.40028077363967896,0.23779377341270447,0.3231610237907124,0.21195008069640045,0.43623979992224016,0.6081125191585273,3.7139653422038457,5.427637668570726
fog/s5,1920.0,0.37475141882896423,0.2506207823753357,0.33254109561584905,0.21898111736529777,0.43788938175456005,0.6083420611297041,3.6046717647206266,5.369631972194408
fog/s5,2048.0,0.3712943196296692,0.29946374893188477,0.3395871363456345,0.2336143231046772,0.4264549487082764,0.6085298681970306,3.4825847975360924,5.266569391933918
fog/s5,2176.0,0.39854151010513306,0.2731646001338959,0.35030611339281603,0.24080528256453512,0.4185199580340443,0.6015812557975704,3.3837995988629817,5.218442604797406
fog/s5,2304.0,0.3808266818523407,0.2481326460838318,0.35585530765818413,0.2421375304771345,0.4049254202096726,0.6129414820161939,3.2853399999441795,5.212253141829092
fog/s5,2432.0,0.3986523747444153,0.3094329237937927,0.36363659258295344,0.2543730565347087,0.389541252898823,0.600929394376886,3.1751725528052255,5.130132844579804
fog/s5,2560.0,0.39133670926094055,0.2482231706380844,0.36867297743349653,0.25325489546259516,0.3854769341899461,0.5882604135810885,3.08048045527481,5.141929071490809
fog/s5,2688.0,0.4097141921520233,0.31481611728668213,0.37613501647322867,0.2644478448851564,0.3821515825190468,0.5920994292936178,2.983268032492911,5.0698190830064185
