corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
brightness/s5,128.0,0.6190407276153564,0.4597218930721283,0.6190407276153564,0.4597218930721283,0.7109375,0.7578125,2.348118543624878,3.719238519668579
brightness/s5,256.0,0.6105667352676392,0.43833643198013306,0.6175000017339533,0.4558336274190382,0.7009943181818181,0.7535511363636364,2.3530028733340176,3.7402549440210513
brightness/s5,384.0,0.6464155912399292,0.43119561672210693,0.6227573816441306,0.4513539891105053,0.6942794421487603,0.7472236570247934,2.321450759556668,3.770206547965688
brightness/s5,512.0,0.6703433394432068,0.4956783354282379,0.6314093739712354,0.45941296116827485,0.6987286344853492,0.7491489012021038,2.2680065818158957,3.694479154340312
brightness/s5,640.0,0.6479779481887817,0.4364986717700958,0.6344218420107892,0.45524672673224226,0.7023688827607402,0.7493036464380849,2.2488860586173023,3.7386424813421355
brightness/s5,768.0,0.651787519454956,0.4913785457611084,0.6375792379097286,0.4618161483738542,0.7053472677133328,0.7409075289038876,2.2173135090053098,3.6699137259953494
brightness/s5,896.0,0.6657562255859375,0.3936525583267212,0.6427023265781301,0.44942276836528455,0.6978409463109085,0.7354584327395444,2.1923167983114733,3.757998128053812
brightness/s5,1024.0,0.6832370758056641,0.4569432735443115,0.6500722809831362,0.4507901329432894,0.707324410618016,0.7338409904232636,2.1322947642548526,3.7414410596413514
brightness/s5,1152.0,0.6975233554840088,0.571193516254425,0.6586997490742039,0.47268165718167765,0.7065608814147403,0.7310971739826702,2.088229702386827,3.5918751374149673
brightness/s5,1280.0,0.6985671520233154,0.4992200434207916,0.6659483677922242,0.47750681831606195,0.7030952666120602,0.7274317787130937,2.0421305513979933,3.560457453017697
brightness/s5,1408.0,0.688316822052002,0.5281918048858643,0.6700153594758201,0.4867222704196624,0.7031006726825947,0.732955546219804,2.012698218221172,3.4924268816427197
brightness/s5,1536.0,0.7103409171104431,0.5077015161514282,0.6773472790457515,0.49053667873452883,0.6988437321948501,0.7232704469071123,1.9689423753413593,3.4653462573492364
brightness/s5,1664.0,0.7272739410400391,0.5426236987113953,0.6864248539538037,0.5000070460030499,0.7053039627048773,0.7281303656512736,1.9147940532938756,3.38471388854253
brightness/s5,1792.0,0.702426552772522,0.5759910345077515,0.6893342537390251,0.5138223166402683,0.7077486967585358,0.7193225718964965,1.8953759066009617,3.2645835662782274
brightness/s5,1920.0,0.700482964515686,0.4807840585708618,0.6913612920620544,0.507815360627649,0.704067115529711,0.7163775588244061,1.8602823066503429,3.2950172249485212
brightness/s5,2048.0,0.6905370950698853,0.5778692960739136,0.6912114380634782,0.5205524397996971,0.6925321854333999,0.713968002674514,1.848196889686906,3.197344765663891
