corruption,t_frac,r_l,r_s,large_acc_run,small_acc_run,duo_acc_run
gaussian_noise/s5,0.24358974358974358,0.20402608811855316,0.07270551472902298,0.2796875,0.151171875,0.2796875
gaussian_noise/s5,0.2564102564102564,0.12192201614379883,0.06324149668216705,0.2663690476190476,0.15066964285714285,0.2663690476190476
gaussian_noise/s5,0.2692307692307692,0.08978883177042007,0.08106611669063568,0.25426136363636365,0.1551846590909091,0.25426136363636365
gaussian_noise/s5,0.28205128205128205,0.08837107568979263,0.07807155698537827,0.24320652173913043,0.15726902173913043,0.24320652173913043
gaussian_noise/s5,0.2948717948717949,0.08838904649019241,0.08394879102706909,0.23307291666666666,0.1591796875,0.23307291666666666
gaussian_noise/s5,0.3076923076923077,0.08837112039327621,0.055754825472831726,0.22375,0.1596875,0.22375
gaussian_noise/s5,0.32051282051282054,0.08837743103504181,0.10843399167060852,0.21514423076923078,0.16256009615384615,0.21514423076923078
gaussian_noise/s5,0.3333333333333333,0.08838097006082535,0.09840406477451324,0.20717592592592593,0.1652199074074074,0.20717592592592593
gaussian_noise/s5,0.34615384615384615,0.08838468044996262,0.08802811801433563,0.19977678571428573,0.16434151785714285,0.19977678571428573
gaussian_noise/s5,0.358974358974359,0.08838283270597458,0.09292086213827133,0.19288793103448276,0.1640625,0.19288793103448276
gaussian_noise/s5,0.3717948717948718,0.08837536722421646,0.11357330530881882,0.18645833333333334,0.16666666666666666,0.18645833333333334
gaussian_noise/s5,0.38461538461538464,0.0883728638291359,0.10926105827093124,0.18044354838709678,0.16834677419354838,0.18044354838709678
gaussian_noise/s5,0.3974358974358974,0.08837603032588959,0.09480571746826172,0.1748046875,0.168212890625,0.1748046875
gaussian_noise/s5,0.41025641025641024,0.0883835181593895,0.10047438740730286,0.16950757575757575,0.16927083333333334,0.16950757575757575
gaussian_noise/s5,0.4230769230769231,0.08837979286909103,0.10179532319307327,0.1645220588235294,0.17095588235294118,0.1645220588235294
gaussian_noise/s5,0.4358974358974359,0.088380828499794,0.09579645842313766,0.15982142857142856,0.17120535714285715,0.15982142857142856
gaussian_noise/s5,0.44871794871794873,0.08838172256946564,0.08937971293926239,0.15538194444444445,0.171875,0.15538194444444445
gaussian_noise/s5,0.46153846153846156,0.08838307112455368,0.10398361831903458,0.15118243243243243,0.17335304054054054,0.15118243243243243
gaussian_noise/s5,0.47435897435897434,0.0883830189704895,0.12370958924293518,0.14720394736842105,0.17310855263157895,0.1474095394736842
gaussian_noise/s5,0.48717948717948717,0.08838513493537903,0.1130572259426117,0.14342948717948717,0.17287660256410256,0.1438301282051282
gaussian_noise/s5,0.5,0.08838450163602829,0.10308681428432465,0.13984375,0.1734375,0.140234375
gaussian_noise/s5,0.5128205128205128,0.08838456869125366,0.12404029816389084,0.1364329268292683,0.17358993902439024,0.13776676829268292
gaussian_noise/s5,0.5256410256410257,0.08838482946157455,0.1305597424507141,0.13337053571428573,0.17373511904761904,0.13857886904761904
gaussian_noise/s5,0.5384615384615384,0.08838476985692978,0.14866088330745697,0.1302688953488372,0.17242005813953487,0.13826308139534885
gaussian_noise/s5,0.5512820512820513,0.08838436752557755,0.17606602609157562,0.12730823863636365,0.17436079545454544,0.14098011363636365
gaussian_noise/s5,0.5641025641025641,0.08838503807783127,0.1654934287071228,0.12465277777777778,0.17552083333333332,0.14322916666666666
gaussian_noise/s5,0.5769230769230769,0.08838555216789246,0.15016967058181763,0.12194293478260869,0.17510190217391305,0.14351222826086957
gaussian_noise/s5,0.5897435897435898,0.08838477730751038,0.12727054953575134,0.11934840425531915,0.17603058510638298,0.1451130319148936
gaussian_noise/s5,0.6025641025641025,0.08838566392660141,0.16000092029571533,0.11686197916666667,0.177734375,0.1474609375
gaussian_noise/s5,0.6153846153846154,0.08838539570569992,0.16867902874946594,0.11447704081632654,0.17873086734693877,0.14875637755102042
gaussian_noise/s5,0.6282051282051282,0.08838506042957306,0.17552581429481506,0.1121875,0.17953125,0.15015625
gaussian_noise/s5,0.6410256410256411,0.08838523179292679,0.155502051115036,0.10998774509803921,0.1790747549019608,0.15027573529411764
gaussian_noise/s5,0.6538461538461539,0.08838530629873276,0.1541920304298401,0.10787259615384616,0.18073918269230768,0.1524939903846154
gaussian_noise/s5,0.6666666666666666,0.08838433027267456,0.18755507469177246,0.1058372641509434,0.18027712264150944,0.15256485849056603
gaussian_noise/s5,0.6794871794871795,0.0883856937289238,0.19450554251670837,0.10387731481481481,0.18055555555555555,0.15321180555555555
gaussian_noise/s5,0.6923076923076923,0.08838594704866409,0.20654968917369843,0.10198863636363636,0.18110795454545456,0.15426136363636364
gaussian_noise/s5,0.7051282051282052,0.08838531374931335,0.21122390031814575,0.10016741071428571,0.18136160714285715,0.15499441964285715
gaussian_noise/s5,0.717948717948718,0.08838537335395813,0.21550263464450836,0.09854714912280702,0.18215460526315788,0.15638706140350878
gaussian_noise/s5,0.7307692307692307,0.08838489651679993,0.21281886100769043,0.09684806034482758,0.1827855603448276,0.15746228448275862
gaussian_noise/s5,0.7435897435897436,0.08838601410388947,0.23261353373527527,0.09520656779661017,0.1840572033898305,0.15916313559322035
gaussian_noise/s5,0.7564102564102564,0.08838558197021484,0.2607937455177307,0.09361979166666666,0.18502604166666667,0.160546875
gaussian_noise/s5,0.7692307692307693,0.08838600665330887,0.24417872726917267,0.09208504098360656,0.18660348360655737,0.16252561475409835
gaussian_noise/s5,0.782051282051282,0.08838631957769394,0.26492631435394287,0.09059979838709678,0.18737399193548387,0.16368447580645162
gaussian_noise/s5,0.7948717948717948,0.08838564902544022,0.250447541475296,0.08916170634920635,0.18836805555555555,0.1650545634920635
gaussian_noise/s5,0.8076923076923077,0.08838517218828201,0.24569568037986755,0.0877685546875,0.1888427734375,0.1658935546875
gaussian_noise/s5,0.8205128205128205,0.08838459104299545,0.2228459119796753,0.08641826923076923,0.18846153846153846,0.1658653846153846
gaussian_noise/s5,0.8333333333333334,0.08838522434234619,0.2759508788585663,0.08510890151515152,0.1885653409090909,0.16631155303030304
gaussian_noise/s5,0.8461538461538461,0.0883856862783432,0.28021538257598877,0.08383861940298508,0.19006529850746268,0.1681436567164179
gaussian_noise/s5,0.8589743589743589,0.08838498592376709,0.3331148624420166,0.08260569852941177,0.19152113970588236,0.169921875
gaussian_noise/s5,0.8717948717948718,0.08838540315628052,0.27296823263168335,0.08140851449275362,0.1911231884057971,0.16983695652173914
gaussian_noise/s5,0.8846153846153846,0.08838612586259842,0.28221026062965393,0.08024553571428572,0.19129464285714284,0.1703125
gaussian_noise/s5,0.8974358974358975,0.0883859246969223,0.32383453845977783,0.07911531690140845,0.19212147887323944,0.17143485915492956
gaussian_noise/s5,0.9102564102564102,0.08838558197021484,0.25756439566612244,0.078125,0.19325086805555555,0.1728515625
gaussian_noise/s5,0.9230769230769231,0.08838576823472977,0.30409500002861023,0.07705479452054795,0.1937071917808219,0.1735873287671233
gaussian_noise/s5,0.9358974358974359,0.088385209441185,0.3129756450653076,0.07601351351351351,0.19394003378378377,0.1740920608108108
gaussian_noise/s5,0.9487179487179487,0.08838550001382828,0.3009142279624939,0.075,0.19416666666666665,0.17458333333333334
gaussian_noise/s5,0.9615384615384616,0.08838494122028351,0.33639317750930786,0.07401315789473684,0.19346217105263158,0.17413651315789475
gaussian_noise/s5,0.9743589743589743,0.08838571608066559,0.36055684089660645,0.07305194805194805,0.19460227272727273,0.1755275974025974
gaussian_noise/s5,0.9871794871794872,0.08838651329278946,0.33744344115257263,0.07211538461538461,0.19521233974358973,0.17638221153846154
gaussian_noise/s5,1.0,0.24999798834323883,0.27715086936950684,0.07120253164556962,0.19590585443037975,0.177314082278481
