corruption,n_refreshes,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc,n
brightness/s5,1,0.6412286758422852,0.45837876200675964,0.6412286758422852,0.45837876200675964,0.29035046820836025,-0.08343555031598432,0.5,0.5,0.65625,0.671875,0.703125,128
brightness/s5,2,0.6276370286941528,0.37148112058639526,0.6276370286941528,0.37148112058639526,0.4062216899599813,-0.30465178664520753,0.5,0.5,0.65625,0.625,0.703125,128
brightness/s5,3,0.6954902410507202,0.4810732901096344,0.6954902410507202,0.4810732901096344,0.6160677669675686,-0.19019740848324346,0.5,0.5,0.7421875,0.7421875,0.8125,128
brightness/s5,4,0.6732807159423828,0.4679226875305176,0.6732807159423828,0.4679226875305176,0.6695643886649623,-0.15934156338522415,0.5,0.5,0.71875,0.6953125,0.7734375,128
brightness/s5,5,0.6838414072990417,0.43641889095306396,0.6838414072990417,0.43641889095306396,0.7205232277021776,-0.2075251416481849,0.5,0.5,0.6953125,0.6953125,0.7578125,128
brightness/s5,6,0.6847144365310669,0.5281410217285156,0.6847144365310669,0.5281410217285156,0.7480231596085365,-0.04742098654553627,0.5,0.5,0.6640625,0.7265625,0.7421875,128
brightness/s5,7,0.7037123441696167,0.477814644575119,0.7037123441696167,0.477814644575119,0.8065310187871236,-0.0681103569939113,0.5,0.5,0.75,0.7734375,0.796875,128
brightness/s5,8,0.6666195392608643,0.4569815397262573,0.6666195392608643,0.4569815397262573,0.7497330667578739,-0.1203053387823077,0.5,0.5,0.7109375,0.71875,0.75,128
brightness/s5,9,0.6588950157165527,0.4591682255268097,0.6588950157165527,0.4591682255268097,0.7040534891985738,-0.1419984845141858,0.5,0.5,0.6875,0.6796875,0.7265625,128
brightness/s5,10,0.6693167090415955,0.464638888835907,0.6693167090415955,0.464638888835907,0.7045748757577772,-0.1418397285571108,0.5,0.5,0.6171875,0.703125,0.6953125,128
brightness/s5,11,0.673600435256958,0.4564031958580017,0.673600435256958,0.4564031958580017,0.7145448476348887,-0.15833545573672708,0.5,0.5,0.75,0.7578125,0.8125,128
