global_idx,corruption,n,model_acc,model_nll,model_ent,model_acc_run,model_nll_run,model_ent_run,frozen_acc,frozen_nll,frozen_ent,frozen_acc_run,frozen_nll_run,frozen_ent_run
645,contrast/s5,64,0.21875,4.72575044631958,4.269176483154297,0.23186274509803922,4.52181920818254,5.499116706848144,0.234375,5.111734390258789,6.250025749206543,0.21850490196078431,4.898237789378447,6.214093903934255
646,contrast/s5,64,0.25,4.6081132888793945,4.211971759796143,0.23193359375,4.522156294435263,5.494088796898723,0.21875,5.083415508270264,6.147438049316406,0.218505859375,4.898961139842868,6.213833529502153
647,contrast/s5,64,0.296875,4.175327301025391,4.63205623626709,0.23218628404669261,4.520806765278026,5.4907345846005455,0.234375,4.956820964813232,6.241480827331543,0.21856760700389105,4.8991862753485895,6.213941106536509
648,contrast/s5,64,0.28125,4.629829406738281,4.4648966789245605,0.2323764534883721,4.5212293336557785,5.486758468687072,0.234375,5.1237993240356445,6.252481937408447,0.21862887596899225,4.900056868560554,6.2140904896019045
649,contrast/s5,64,0.25,4.249787330627441,4.704329013824463,0.23244449806949807,4.520181295034048,5.483737505540884,0.1875,5.0706706047058105,6.258056640625,0.21850868725868725,4.900715608854552,6.214260243080758
650,contrast/s5,64,0.34375,3.542965888977051,4.041350364685059,0.23287259615384615,4.516422774241521,5.478189862691439,0.328125,4.421422004699707,6.140954971313477,0.21893028846153847,4.898872171915494,6.213978299727807
651,contrast/s5,64,0.25,3.52748441696167,4.14444637298584,0.23293821839080459,4.512633738389874,5.473079734378391,0.234375,4.443126678466797,6.143283367156982,0.21898946360153257,4.8971260205995994,6.213707437917191
652,contrast/s5,64,0.296875,4.160916805267334,4.132810592651367,0.23318225190839695,4.511291307347421,5.467964203303097,0.203125,4.863382816314697,6.174028396606445,0.21892891221374045,4.89699722974355,6.213555991194631
653,contrast/s5,64,0.28125,3.8832499980926514,4.200239181518555,0.23336501901140685,4.508903317578392,5.463143956071977,0.234375,4.712388038635254,6.162556171417236,0.21898764258555134,4.896295293655686,6.213362075530077
654,contrast/s5,64,0.3125,3.955033540725708,4.138075828552246,0.23366477272727273,4.506805325999404,5.458124758619251,0.3125,4.728712558746338,6.121947288513184,0.21934185606060605,4.8956605105689075,6.213015807397438
655,contrast/s5,64,0.21875,4.246952533721924,4.562914848327637,0.23360849056603775,4.5058247494247725,5.454746608014377,0.21875,4.962296962738037,6.291016578674316,0.21933962264150944,4.89591196887898,6.2133101499305585
656,contrast/s5,64,0.28125,3.742069721221924,3.8026795387268066,0.2337875939849624,4.502953489920251,5.448535829558408,0.28125,4.540441513061523,6.120298385620117,0.21957236842105263,4.894575613781922,6.212960481643677
657,contrast/s5,64,0.21875,4.230031967163086,4.171916961669922,0.2337312734082397,4.501931311932396,5.44375448548392,0.265625,4.836042881011963,6.249942779541016,0.21974485018726592,4.894356390063682,6.213098992122693
658,contrast/s5,64,0.265625,4.287132740020752,4.242480278015137,0.23385027985074627,4.501129824723771,5.439272119038141,0.28125,4.878748416900635,6.250668525695801,0.21997434701492538,4.89429815135785,6.213239176949458
659,contrast/s5,64,0.140625,4.835629940032959,4.6580610275268555,0.23350371747211895,4.502373319576221,5.436367988586426,0.125,5.3206963539123535,6.308006286621094,0.21962128252788105,4.895883274787421,6.213591471037457
660,contrast/s5,64,0.21875,4.196965217590332,4.264626502990723,0.2334490740740741,4.501242178457755,5.432028205306442,0.265625,4.898777008056641,6.262520790100098,0.21979166666666666,4.895893992318047,6.213772690737689
661,contrast/s5,64,0.3125,3.9452357292175293,4.167574882507324,0.23374077490774908,4.499190494143215,5.427362325886519,0.3125,4.648544788360596,6.171041488647461,0.22013376383763839,4.894981264628168,6.213615011025179
662,contrast/s5,64,0.3125,4.02323055267334,4.282681941986084,0.23403033088235295,4.4974406414172226,5.423153942122179,0.234375,4.737240314483643,6.197248458862305,0.2201861213235294,4.894401334664401,6.2135548398775216
663,contrast/s5,64,0.375,3.9829556941986084,4.079672336578369,0.2345467032967033,4.495556081171001,5.418232764079894,0.375,4.754782199859619,6.185588836669922,0.22075320512820512,4.893889909262185,6.213452400305332
664,contrast/s5,64,0.1875,4.84179162979126,4.2169508934021,0.234375,4.496819714560126,5.41384852367596,0.171875,5.250343322753906,6.225105285644531,0.22057481751824817,4.895190834128944,6.213494929083942
665,contrast/s5,64,0.265625,4.603700637817383,4.51212739944458,0.23448863636363637,4.49720837246288,5.410569537769664,0.21875,5.271795749664307,6.3244123458862305,0.22056818181818183,4.896560306549072,6.213898265145041
666,contrast/s5,64,0.25,3.966575860977173,3.831869602203369,0.23454483695652173,4.495285790899525,5.404849610466888,0.265625,4.47675085067749,6.095791816711426,0.2207314311594203,4.895039257795914,6.213470343230427
667,contrast/s5,64,0.25,4.4268388748168945,4.4321136474609375,0.23460063176895307,4.4950386901194435,5.401337928289971,0.171875,5.033169269561768,6.255446910858154,0.22055505415162455,4.895537922098318,6.213621883185762
668,contrast/s5,64,0.1875,4.715131759643555,4.231424808502197,0.23443120503597123,4.495830391808379,5.397129607715195,0.15625,5.302267074584961,6.229067325592041,0.22032374100719423,4.897000976603666,6.213677442331108
669,contrast/s5,64,0.296875,4.057098388671875,4.22119140625,0.23465501792114696,4.494257875668105,5.392914775451879,0.234375,4.819255828857422,6.240317344665527,0.22037410394265233,4.896722320160131,6.2137729258520205
670,contrast/s5,64,0.171875,4.826503753662109,4.492034912109375,0.23443080357142856,4.495444468089512,5.389697347368513,0.203125,5.300727367401123,6.3347978591918945,0.2203125,4.898165195328849,6.214205157756806
671,contrast/s5,64,0.21875,4.351219177246094,4.076663970947266,0.234375,4.494931210826724,5.385024630726444,0.234375,4.772850036621094,6.163534641265869,0.22036254448398576,4.89771923390996,6.214024835634062
672,contrast/s5,64,0.15625,4.7023773193359375,4.021012306213379,0.2340979609929078,4.495666835324984,5.380187707589873,0.171875,5.181632041931152,6.25283145904541,0.22019060283687944,4.898726016917127,6.214162447773818
673,contrast/s5,64,0.203125,4.678123950958252,4.484346389770508,0.23398851590106007,4.496311560115208,5.377022190565777,0.171875,5.338718414306641,6.315060615539551,0.22001987632508835,4.9002807603708005,6.214518978401966
674,contrast/s5,64,0.234375,4.327409267425537,4.312492370605469,0.23398987676056338,4.495716833732497,5.373273846129297,0.25,5.031019687652588,6.29221248626709,0.22012544014084506,4.9007411087063,6.214792547091632
675,contrast/s5,64,0.34375,3.635456085205078,4.2327961921691895,0.234375,4.492698374965735,5.369272170150489,0.296875,4.597851753234863,6.236654281616211,0.22039473684210525,4.899678339037979,6.2148692549320685
676,contrast/s5,64,0.1875,4.5307698249816895,4.264309883117676,0.2342111013986014,4.492831491923832,5.365408665650374,0.140625,5.117391109466553,6.239129066467285,0.22011582167832167,4.900439572501016,6.214954079447926
677,contrast/s5,64,0.21875,4.587021350860596,4.476084232330322,0.23415722996515678,4.493159679585633,5.362309974245078,0.203125,5.132393836975098,6.283527374267578,0.22005662020905922,4.901247775513121,6.215193010788761
678,contrast/s5,64,0.25,4.251323223114014,4.532286643981934,0.23421223958333334,4.492319969667329,5.359427948792775,0.203125,4.944883346557617,6.311151027679443,0.2199978298611111,4.9013992879125805,6.215526198347409
