proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
prototype,isotonic,1024,375,0.8284182305630027,309,373,0.6717275943396226,0.890625,0.4528301886792453,320,53,0.010411700529672456,0.2773634952765114,0.6234161105926842,0.7593337881945315,0.8713976062593536,0.847741225244319,0.8424340738095856,0.9178420745474603,0.9137890852874472
prototype,isotonic,512,735,0.8266850068775791,601,727,0.6629489633691314,0.8871224165341812,0.4387755102040816,629,98,0.010978487445274842,0.2704547134090954,0.5947298489944841,0.744052312584996,0.8625846698063884,0.8451767204409497,0.8369427352952125,0.9148457439892326,0.9073520116365646
prototype,beta,512,735,0.7592847317744154,552,727,0.636919632717952,0.8044515103338633,0.46938775510204084,629,98,0.011901779003831003,0.6414351375474526,0.7334026120220192,0.853157308475087,0.9236651495401821,0.8220079610141229,0.8425613115900669,0.9179113854779594,0.9379353062275165
prototype,platt,128,2940,0.6698890082348729,1871,2793,0.6364848023263865,0.6888111888111889,0.5841584158415841,2288,505,0.0002798174122073718,0.5677176029149761,0.7386865561788978,0.8164754858730454,0.9035903307766443,0.8175998121878348,0.8404258398306446,0.9167474242290755,0.9063935705270932
prototype,linear,128,2940,0.6620121732903688,1849,2793,0.6324486775600637,0.6787587412587412,0.5861386138613861,2288,505,-0.008334668627707905,0.7973158714226554,0.7493687425867193,0.7853380005419583,0.8861929815463212,0.8175998121878348,0.7687152657794788,0.8767640878705507,0.9063935705270932
prototype,platt,512,735,0.6327372764786795,460,727,0.6283946010836767,0.6343402225755167,0.6224489795918368,629,98,-0.004085451828479503,0.6406047553949555,0.7888780304825624,0.8410240265702226,0.9170736211287633,0.8220079610141229,0.8658689858930314,0.9305208143255214,0.9379353062275165
prototype,linear,512,735,0.6189821182943603,450,727,0.6204454754874923,0.6184419713831478,0.6224489795918368,629,98,-0.014646337282096772,0.9026419365343366,0.7991635744609249,0.8085034752666398,0.8991682129983465,0.8220079610141229,0.791919876938111,0.889898801515156,0.9379353062275165
prototype,beta,1024,375,0.7345844504021448,274,373,0.6170400943396226,0.78125,0.4528301886792453,320,53,0.010983586550670483,0.6558138156341818,0.7423554600162956,0.857956282230751,0.9262592953545735,0.8186529418199759,0.8469956023033535,0.9203236399785423,0.9468856246792918
prototype,platt,32,11730,0.6600936161736879,6628,10041,0.6041528978169975,0.713795832234239,0.494509963399756,7582,2459,0.011004500041283956,0.3907659097044641,0.596946158598614,0.733683207136404,0.8565530965073934,0.7861235382499022,0.7544235141353786,0.8685755661630015,0.834806013638127
prototype,linear,32,11730,0.6552136241410218,6579,10041,0.6038067300295675,0.704563439725666,0.5030500203334689,7582,2459,0.0070782287166617055,0.5422978341410968,0.6092007081224061,0.7069623379375174,0.8408105243974515,0.7861235382499022,0.6900817071447077,0.8307115667575045,0.834806013638127
cot,isotonic,1024,375,0.8820375335120644,329,373,0.6006485849056604,0.99375,0.20754716981132076,320,53,0.012636254887419464,0.1843950292017193,0.6574995058837176,0.43401016120402286,0.6587944756933097,0.8250228895747754,0.46799864092976673,0.6841042617392226,0.8995018932901329
prototype,beta,128,2940,0.7314715359828142,2043,2793,0.5961438932354775,0.8081293706293706,0.38415841584158417,2288,505,0.016350555495851845,0.5686352777320451,0.6872770434375599,0.827728992889785,0.9097961271019925,0.8175998121878348,0.8179770974895197,0.9044208630330902,0.9063935705270932
prototype,platt,1024,375,0.6005361930294906,224,373,0.5940153301886792,0.603125,0.5849056603773585,320,53,-0.005005006162759981,0.6552164177177904,0.7987743286364228,0.8458038421391785,0.9196759440907316,0.8186529418199759,0.8704712362552468,0.9329904802597113,0.9468856246792918
prototype,linear,1024,375,0.5844504021447721,218,373,0.5846403301886792,0.584375,0.5849056603773585,320,53,-0.01597878651054807,0.9236203907709742,0.8089415897481806,0.813189187245777,0.9017700301328366,0.8186529418199759,0.7960840189733903,0.8922354055816157,0.9468856246792918
prototype,isotonic,128,2940,0.7726459004654493,2158,2793,0.5803819324240116,0.8815559440559441,0.27920792079207923,2288,505,0.012716203283770858,0.24250052069437408,0.5445231711184485,0.7192955244886947,0.8481129196567487,0.83055886183997,0.8024741031420923,0.8958091890252591,0.871038277935592
prototype,beta,32,11730,0.6904690767851808,6933,10041,0.5695854911608141,0.8065154312846214,0.3326555510370069,7582,2459,0.027440645979933894,0.3913789498173183,0.5559703804716511,0.7425225749314073,0.8616974961849473,0.7861235382499022,0.7346996352155339,0.8571462157739098,0.834806013638127
prototype,identity,32,11730,0.7225375958569864,7255,10041,0.5651282456716422,0.8736481139541018,0.2566083773891826,7582,2459,0.024095200545653322,0.31701878768579755,0.6042803903106309,0.7069623379375171,0.8408105243974513,0.7861235382499022,0.6900817071447077,0.8307115667575045,0.834806013638127
cot,identity,128,2940,0.3122090941639814,872,2793,0.563998130582289,0.16958041958041958,0.9584158415841584,2288,505,-0.01828328981415145,0.07449305005680099,0.3896035271027147,0.6276516110075123,0.7922446661275242,0.804361709924492,0.7020802006888748,0.8379022620144159,0.847363146285382
prototype,identity,128,2940,0.7733619763694952,2160,2793,0.5615298068268365,0.8933566433566433,0.2297029702970297,2288,505,0.015099085521688161,0.46585351053931734,0.7430670067782265,0.7853380005419588,0.8861929815463214,0.8175998121878348,0.7687152657794791,0.8767640878705509,0.9063935705270932
ac_mc,identity,32,11730,0.3336321083557415,3350,10041,0.5564219702729083,0.11975731996834608,0.9930866205774705,7582,2459,-0.11120051963013654,0.28617613620277593,0.37111164545578457,0.7259419472561881,0.8520222692255104,0.8141086372856262,0.8035952298659674,0.8964347326303056,0.8553377090796729
nuclear_norm,identity,32,11730,0.3264615078179464,3278,10041,0.5534599400626621,0.10854655763650752,0.9983733224888166,7582,2459,-0.12188652591122724,0.3132851599129695,0.39852863039318454,0.7713200243017193,0.8782482703095517,0.8530587567124371,0.8255860229103242,0.9086176439571951,0.8767657342126943
cot,isotonic,128,2940,0.7325456498388829,2046,2793,0.5505054351589005,0.8356643356643356,0.26534653465346536,2288,505,-0.0036703666637960615,0.12164743959478663,0.2866157124735231,0.34720559332326306,0.589241540731187,0.8007368509370862,0.5688654612457025,0.7542317026257266,0.8213259939885045
nuclear_norm,beta,128,2940,0.8209810239885428,2293,2793,0.5489298449075677,0.9750874125874126,0.12277227722772277,2288,505,0.04262556411289318,0.5772158690353852,0.7512026519996917,0.9148340394682548,0.9564695705919006,0.9407925651468437,0.9165840930912883,0.9573839841418323,0.9558081889563294
nuclear_norm,isotonic,128,2940,0.8299319727891157,2318,2793,0.5482205912898982,0.9895104895104895,0.10693069306930693,2288,505,0.011703173039637416,0.3147298417784803,0.6913464666169264,0.8502427715124313,0.9220860976679083,0.9197069429204946,0.8468498379118535,0.9202444446514488,0.8276442966831734
nuclear_norm,isotonic,1024,375,0.871313672922252,325,373,0.5471698113207547,1.0,0.09433962264150944,320,53,0.008910292141582753,0.07999599482481498,0.3766864739474251,0.7251005868606792,0.8515283828861369,0.720221494464454,0.7691181843706463,0.8769938337130121,0.6307154314885334
nuclear_norm,beta,32,11730,0.7390698137635694,7421,10041,0.5462618062578168,0.9241624901081509,0.16836112240748272,7582,2459,0.05456585264910454,0.3902935306320434,0.5591688747503216,0.7731030131539939,0.8792627668416273,0.8530587567124371,0.8087909863385337,0.8993280749195667,0.8767657342126943
nuclear_norm,linear,32,11730,0.7221392291604422,7251,10041,0.5452178320070362,0.8919810076496967,0.19845465636437576,7582,2459,0.04723224115553277,0.4057016082103675,0.5589633646680543,0.7713200243017195,0.8782482703095518,0.8530587567124371,0.8255860229103246,0.9086176439571954,0.8767657342126943
nuclear_norm,platt,32,11730,0.7212429040932178,7242,10041,0.5442121539756893,0.8911896597203904,0.1972346482309882,7582,2459,0.03871605639846743,0.3408353581758305,0.5555830764833607,0.7865848904387813,0.886896211762561,0.8530587567124371,0.8524556656223046,0.9232852569072597,0.8767657342126943
nuclear_norm,isotonic,32,11730,0.7528134647943432,7559,10041,0.5432720729700671,0.9539699287786864,0.13257421716144774,7582,2459,0.021413805998599076,0.2132041555173652,0.4902877646030175,0.6737677729257975,0.8208335841848806,0.8336182315708208,0.7542876131797083,0.8684973305541637,0.8139099219317449
nuclear_norm,identity,128,2940,0.250984604368063,701,2793,0.5428321678321678,0.08566433566433566,1.0,2288,505,-0.12430611509495473,0.4647331888913067,0.5069872930370167,0.9128366104797211,0.9554248324592161,0.9407925651468437,0.9281781319733542,0.9634200184620175,0.9558081889563294
ac_mc,identity,128,2940,0.250984604368063,701,2793,0.5428321678321678,0.08566433566433566,1.0,2288,505,-0.11744248768078475,0.390261920832776,0.4471840044686804,0.8294993128498895,0.9107685286887605,0.8756717563306609,0.889392283398219,0.9430759690492696,0.9202820157392069
ac_mc,linear,32,11730,0.7190518872622249,7220,10041,0.5401509579043021,0.8907939857557373,0.189507930052867,7582,2459,0.045989759523855235,0.34135416678739205,0.5210857700434669,0.7259419472561881,0.8520222692255104,0.8141086372856262,0.8035952298659679,0.8964347326303058,0.8553377090796729
cot,identity,512,735,0.20357634112792297,148,727,0.5397456279809221,0.0794912559618442,1.0,629,98,-0.046073357757043444,0.22451821921529255,0.5612762200742109,0.9425843543041371,0.9708678356522772,0.9579580400610913,0.960526152686503,0.9800643615020919,0.9728470313615487
cot,isotonic,512,735,0.8665749656121046,630,727,0.5395590668699912,0.9872813990461049,0.09183673469387756,629,98,0.01070602461355946,0.2383087959330803,0.744588406678141,0.6200151149535353,0.7874103853477774,0.9071329082434451,0.6197329513619833,0.7872311930824282,0.9463591206991727
ac_mc,platt,32,11730,0.7185539288915447,7215,10041,0.5392716734879349,0.8906620944341862,0.1878812525416836,7582,2459,0.03898696892433965,0.29010802795501706,0.5095848582078241,0.7422407629560347,0.8615339592587368,0.8141086372856262,0.8289359771081571,0.9104592122155485,0.8553377090796729
nuclear_norm,identity,1024,375,0.20911528150134048,78,373,0.5390625,0.078125,1.0,320,53,-0.10174079776517853,0.4917023236668387,0.58117775251228,0.9755590867157778,0.9877039468969322,0.9725531939215389,0.9765935911091357,0.9882274996725884,0.9847330991049329
ac_mc,identity,1024,375,0.20911528150134048,78,373,0.5390625,0.078125,1.0,320,53,-0.12045086061346999,0.4390579922972919,0.47778664683195987,0.8660708832269326,0.9306292942020107,0.8825106343267225,0.9178180986972501,0.9580282348121323,0.9324688410028954
cot,identity,1024,375,0.20911528150134048,78,373,0.5390625,0.078125,1.0,320,53,-0.06294009488663843,0.32960761560311747,0.5937810488141794,0.9490208505373358,0.9741770119117653,0.9633197954855603,0.9587600149265942,0.9791629154163235,0.9720196702072529
nuclear_norm,identity,512,735,0.20220082530949107,147,727,0.5389507154213037,0.07790143084260731,1.0,629,98,-0.1130895929490713,0.5146020437168255,0.5637033765047901,0.9686355146698326,0.9841928239272183,0.9649476087978034,0.971847810640049,0.9858234175754038,0.9823668420894693
ac_mc,identity,512,735,0.20220082530949107,147,727,0.5389507154213037,0.07790143084260731,1.0,629,98,-0.1198414831753463,0.4294388047663416,0.4708196078125108,0.860137902718745,0.9274361987321527,0.8859785549209984,0.9138115570586154,0.9559349125639336,0.9330858875718755
prototype,isotonic,32,11730,0.7139727118812867,7169,10041,0.5385737865703418,0.8823529411764706,0.1947946319642131,7582,2459,0.01712827553000439,0.16914619466979078,0.43165539743450515,0.6340873445170578,0.7962960156355536,0.7752631095616708,0.7000062142575195,0.83666374025502,0.7920439580882207
nuclear_norm,linear,128,2940,0.7891156462585034,2204,2793,0.5379677871633317,0.9313811188811189,0.14455445544554454,2288,505,0.03472588300569536,0.6075465261689694,0.7512926489101228,0.9128366104797211,0.9554248324592161,0.9407925651468437,0.9281781319733544,0.9634200184620176,0.9558081889563294
ac_mc,beta,128,2940,0.8191908342284282,2288,2793,0.5362636744443675,0.979458041958042,0.09306930693069307,2288,505,0.049548307608503935,0.44742410589461135,0.6687690230989054,0.8487890715928056,0.9212974935344205,0.8756717563306609,0.8761049610476894,0.936004786872209,0.9202820157392069
ac_mc,beta,32,11730,0.7327955382929987,7358,10041,0.5360621123915732,0.921656554998681,0.15046766978446524,7582,2459,0.05732139468201323,0.32960058910798296,0.5100606881666985,0.7401498185078106,0.8603196025360637,0.8141086372856262,0.7919826079490742,0.8899340469658829,0.8553377090796729
nuclear_norm,platt,128,2940,0.7844611528822055,2191,2793,0.5343553105310531,0.9261363636363636,0.14257425742574256,2288,505,0.027283401831535953,0.4871509564077135,0.7723597726850381,0.9262656895415377,0.9624269788101005,0.9407925651468437,0.9531749987297795,0.9763068158779695,0.9558081889563294
cot,identity,32,11730,0.4407927497261229,4426,10041,0.5277724558786252,0.35729359008177264,0.6982513216754779,7582,2459,-0.005676199672536581,0.014463331149821377,0.1094203311189423,0.07900635717690743,0.28108069513381284,0.25730089351347724,0.1058623621291992,0.3253649675813289,0.2976619233212436
ac_mc,isotonic,32,11730,0.6860870431231949,6889,10041,0.526566285874949,0.8392244790292799,0.21390809272061814,7582,2459,0.025207251982496563,0.16958100704014975,0.40995800031254376,0.6123120546338586,0.7825037090224293,0.7894059567208512,0.7332669835445322,0.8563100977709723,0.7943239367413758
nuclear_norm,isotonic,512,735,0.8720770288858322,634,727,0.5255102040816326,1.0,0.05102040816326531,629,98,0.0094681112159718,0.20369793458811955,0.6266977141224308,0.828668385161308,0.9103122459691004,0.882939708516394,0.8257716863989771,0.9087198063203955,0.6980736064902247
ac_mc,linear,128,2940,0.7898317221625493,2206,2793,0.5252882018971128,0.9396853146853147,0.11089108910891089,2288,505,0.038551843093419025,0.4651189019745997,0.6811781166963529,0.8294993128498896,0.9107685286887606,0.8756717563306609,0.889392283398219,0.9430759690492696,0.9202820157392069
