proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
prototype,identity,128,628,0.6148867313915858,380,618,0.79553264604811,0.5910652920962199,1.0,582,36,-0.0167297066623336,0.1601588844277654,0.5155117631772986,0.9170196010637376,0.9576114039962857,0.9388638193211424,0.8660841288260679,0.9306364106492223,0.9410752598070645
prototype,identity,512,160,0.5506329113924051,87,158,0.7724358974358974,0.5448717948717948,1.0,156,2,-0.020001736143033376,0.1873217707729783,0.5938498395272742,0.9690572078993488,0.9844070336498764,0.9652556631131914,0.8980960398418487,0.9476792916603426,0.9616491036039181
atc,identity,512,160,0.3670886075949367,58,158,0.6794871794871795,0.358974358974359,1.0,156,2,-0.0364260380471919,0.11441779318021743,0.1952969522435822,0.7819920596896194,0.8843031492025907,0.9573998473500048,0.9326350537718988,0.9657303214520598,0.9657038746180844
atc,identity,128,628,0.40129449838187703,248,618,0.6169816723940436,0.37285223367697595,0.8611111111111112,582,36,-0.03792292030078661,0.12386509004816967,0.17132002420013176,0.7344396934311864,0.8569945702460351,0.9044798999204386,0.8815844335012609,0.9389272780685738,0.935613656397709
prototype,platt,128,628,0.9352750809061489,578,618,0.5486827033218786,0.9862542955326461,0.1111111111111111,582,36,0.05294249108280398,0.46461191370715377,0.6341088891950684,0.9141294808707574,0.9561011875689505,0.9388638193211424,0.8993881387919042,0.9483607640512677,0.9410752598070645
ac_mc,platt,128,628,0.9433656957928802,583,618,0.5138888888888888,1.0,0.027777777777777776,582,36,0.08731627311408414,0.27595427102468156,0.5813581669429622,0.8682874038494777,0.9318194051689832,0.9385686355408136,0.9213981795560625,0.9598948794300668,0.9443121252564152
nuclear_norm,identity,128,628,0.941747572815534,582,618,0.5,1.0,0.0,582,36,0.29156896330357157,0.06211414900686861,0.1157756536954683,0.883149442843676,0.9397603113792772,0.9393874488363992,0.9356183813305319,0.9672736848123864,0.947332451708368
nuclear_norm,linear,128,628,0.941747572815534,582,618,0.5,1.0,0.0,582,36,0.09626436748133296,0.28071926538177994,0.564568632388599,0.883149442843676,0.9397603113792772,0.9393874488363992,0.9356183813305319,0.9672736848123864,0.947332451708368
nuclear_norm,platt,128,628,0.941747572815534,582,618,0.5,1.0,0.0,582,36,0.0839569334838167,0.330911229880347,0.6166582337607504,0.8766305984846705,0.9362855325618732,0.9393874488363992,0.9433028309984456,0.9712377829339454,0.947332451708368
nuclear_norm,beta,128,628,0.941747572815534,582,618,0.5,1.0,0.0,582,36,0.12434686077241658,0.169171321108148,0.41248555028069656,0.872694444508681,0.9341811625743055,0.9393874488363992,0.920021738272206,0.959177636453335,0.947332451708368
