corruption,batch_in_corruption,r_l,r_s,pred_l,pred_s,anchor,tau,acc_l,acc_s,duo_acc,true_better,anchor_correct
defocus_blur/s5,101,0.6597659587860107,0.2233114391565323,0.6597659587860107,0.2233114391565323,large,1.4402729272842407,0.34375,0.2109375,0.3828125,large,True
defocus_blur/s5,102,0.6656759977340698,0.18086567521095276,0.6656759977340698,0.18086567521095276,large,1.5150322914123535,0.3125,0.140625,0.3515625,large,True
defocus_blur/s5,103,0.6208385229110718,0.18551884591579437,0.6208385229110718,0.18551884591579437,large,1.5382611751556396,0.296875,0.125,0.2890625,large,True
defocus_blur/s5,104,0.6359216570854187,0.18667465448379517,0.6359216570854187,0.18667465448379517,large,1.5369629859924316,0.328125,0.1171875,0.375,large,True
defocus_blur/s5,105,0.6679577231407166,0.19190087914466858,0.6679577231407166,0.19190087914466858,large,1.4695814847946167,0.265625,0.1640625,0.2734375,large,True
defocus_blur/s5,106,0.6345973610877991,0.22783446311950684,0.6345973610877991,0.22783446311950684,large,0.8170713186264038,0.34375,0.125,0.3671875,large,True
defocus_blur/s5,107,0.6796417236328125,0.19260671734809875,0.6796417236328125,0.19260671734809875,large,1.525452971458435,0.3203125,0.1171875,0.3203125,large,True
defocus_blur/s5,108,0.6848157644271851,0.19711506366729736,0.6848157644271851,0.19711506366729736,large,1.4281424283981323,0.3359375,0.171875,0.3515625,large,True
defocus_blur/s5,109,0.6756916046142578,0.18759599328041077,0.6756916046142578,0.18759599328041077,large,1.543565273284912,0.3359375,0.1328125,0.3515625,large,True
defocus_blur/s5,110,0.6781495809555054,0.19441907107830048,0.6781495809555054,0.19441907107830048,large,1.5412468910217285,0.34375,0.1953125,0.375,large,True
defocus_blur/s5,111,0.6705571413040161,0.21485374867916107,0.6705571413040161,0.21485374867916107,large,1.4921156167984009,0.3671875,0.1640625,0.390625,large,True
