proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_corr,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
prototype,identity,128,628,0.6312399355877617,392,621,0.802245250431779,0.6044905008635578,1.0,579,42,-0.01666315979616909,0.16273628818296243,0.544799156291921,0.9161472585200162,0.9571558172627987,0.9372634004413418,0.8656893079327591,0.9304242623302335,0.9411924960845917
prototype,identity,512,160,0.5157232704402516,82,159,0.7532051282051282,0.5064102564102564,1.0,156,3,-0.0196872508902641,0.18519933367696662,0.6230613524446733,0.974253248040564,0.9870426779225729,0.9613053811622121,0.8977836502436508,0.9475144591211528,0.9517180779403496
atc,identity,512,160,0.3710691823899371,59,159,0.6794871794871795,0.358974358974359,1.0,156,3,-0.023854304312528267,0.04266949865528387,0.06899050050352264,0.7875949666282067,0.8874654734851417,0.9592309188833904,0.9207583927401303,0.9595615627671474,0.9408210075402009
atc,identity,128,628,0.41545893719806765,258,621,0.620281273131014,0.38341968911917096,0.8571428571428571,579,42,-0.02968436710986214,0.08843915767912608,0.11945312524053986,0.7323648906662281,0.8557832030755383,0.8953914192367146,0.8727441366071199,0.9342077588026766,0.9268169365053949
nuclear_norm,identity,128,628,0.9323671497584541,579,621,0.5,1.0,0.0,579,42,0.2982834016255132,0.021519178851989795,0.03997304509478554,0.879784016042764,0.9379680250641618,0.9410680984481323,0.9297910746700205,0.964256747277415,0.944241156194561
nuclear_norm,linear,128,628,0.9323671497584541,579,621,0.5,1.0,0.0,579,42,0.10770958153661853,0.20768771062676908,0.41978374336308244,0.879784016042764,0.9379680250641618,0.9410680984481323,0.9297910746700203,0.9642567472774148,0.944241156194561
nuclear_norm,platt,128,628,0.9323671497584541,579,621,0.5,1.0,0.0,579,42,0.09709286538415879,0.25146041708519595,0.4816894418958217,0.8738952767251086,0.9348236607644826,0.9410680984481323,0.9371289058618655,0.9680541853955622,0.944241156194561
nuclear_norm,beta,128,628,0.9323671497584541,579,621,0.5,1.0,0.0,579,42,0.11570724860345123,0.1773094291448987,0.3825643772607312,0.877173604923519,0.9365754667529569,0.9410680984481323,0.9252170740081704,0.9618820478666656,0.944241156194561
nuclear_norm,isotonic,128,628,0.9323671497584541,579,621,0.5,1.0,0.0,579,42,0.16687923597648333,-0.014674963155631002,-0.04221950598059907,0.7054482703716755,0.8399096798892578,0.9059109569038456,0.8759231100585252,0.9359076397051822,0.9322688488316125
nuclear_norm,identity,512,160,0.9811320754716981,156,159,0.5,1.0,0.0,156,3,0.27540782341302616,0.006165228678370857,0.011577614296103555,0.9404744040984924,0.9697805958558319,0.965915947989844,0.9720168269850571,0.9859091372865235,0.9587500661770503
nuclear_norm,linear,512,160,0.9811320754716981,156,159,0.5,1.0,0.0,156,3,0.0855056872414228,0.22479922491531196,0.4671333250744985,0.9404744040984924,0.9697805958558319,0.965915947989844,0.9720168269850569,0.9859091372865234,0.9587500661770503
nuclear_norm,platt,512,160,0.9811320754716981,156,159,0.5,1.0,0.0,156,3,0.0793619774164761,0.24101087519145473,0.4840006861224624,0.9304079931601256,0.9645765875036184,0.965915947989844,0.9765629741072425,0.9882120086839881,0.9587500661770503
nuclear_norm,beta,512,160,0.9811320754716981,156,159,0.5,1.0,0.0,156,3,0.09212748801033648,0.21129674174485993,0.48642781937042506,0.9362681047905378,0.9676094794856744,0.965915947989844,0.9693020518198797,0.9845313869145461,0.9587500661770503
nuclear_norm,isotonic,512,160,0.9811320754716981,156,159,0.5,1.0,0.0,156,3,0.13554874287895352,0.12731048892324057,0.4767822907120747,0.669491152370534,0.8182243899875719,0.9064399428823564,0.9305589333562132,0.9646548260161316,0.918513896414014
atc,linear,128,628,0.9323671497584541,579,621,0.5,1.0,0.0,579,42,0.14329412312441991,-0.09968271604227164,-0.2438887837836248,0.7323648906662281,0.8557832030755383,0.8953914192367146,0.8727441366071199,0.9342077588026766,0.9268169365053949
