proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_pearson,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
nuclear_norm,linear,512,160,0.7320261437908496,112,153,0.7453703703703703,0.9722222222222222,0.5185185185185185,72,81,-0.004999302499566127,1.3320965282020751,0.7485293084909235,0.6858228098794926,0.895639202923994,0.9463821653666102,0.8465379587587794,0.9854107853386135,0.9926785911555731,0.9612541604127114
nuclear_norm,platt,512,160,0.7320261437908496,112,153,0.7453703703703703,0.9722222222222222,0.5185185185185185,72,81,-0.008368906251277545,1.2372809630948447,0.7227216542573626,0.5871073554835641,0.880656801717846,0.9384331631596605,0.8465379587587794,0.984027606233374,0.9919816561980237,0.9612541604127114
nuclear_norm,beta,512,160,0.7254901960784313,111,153,0.7391975308641976,0.9722222222222222,0.5061728395061729,72,81,-0.004243187544738219,1.4349705362840675,0.7898213554260195,0.7825807464704703,0.9256304276870054,0.962096891007868,0.8465379587587794,0.9821159967262237,0.9910176571213167,0.9612541604127114
ac_mc,linear,512,160,0.7254901960784313,111,153,0.7391975308641976,0.9722222222222222,0.5061728395061729,72,81,-0.002224270756761019,1.382629567579353,0.7498159363912663,0.7002375255719384,0.9034126562414727,0.9504802240138785,0.9108659540258294,0.9891647272817277,0.9945676082005324,0.9682044295522063
ac_mc,platt,512,160,0.7254901960784313,111,153,0.7391975308641976,0.9722222222222222,0.5061728395061729,72,81,-0.0055322547938565746,1.3004346882471034,0.7377929421537384,0.666366313672948,0.9006919141973967,0.9490478987898328,0.9108659540258294,0.9874399952929743,0.9937001536142451,0.9682044295522063
ac_mc,beta,512,160,0.7254901960784313,111,153,0.7391975308641976,0.9722222222222222,0.5061728395061729,72,81,0.009556231214624934,1.549283640703213,0.8110339862499185,0.7550993063883893,0.9349121280268265,0.9669085417074494,0.9108659540258294,0.9837675346691386,0.9918505606537401,0.9682044295522063
nuclear_norm,identity,1024,80,0.7215189873417721,57,79,0.7380952380952381,1.0,0.47619047619047616,37,42,0.03482737047133464,0.7163497073821816,0.6110505048805841,0.31661499422869466,0.901669700773215,0.9495628998508814,0.8290081367056817,0.9904727915474181,0.9952249954394323,0.9609686353100136
nuclear_norm,linear,1024,80,0.7215189873417721,57,79,0.7380952380952381,1.0,0.47619047619047616,37,42,-0.005178257151097496,1.3840614129400695,0.806037652190463,0.7537966594056705,0.901669700773215,0.9495628998508814,0.8290081367056817,0.9904727915474181,0.9952249954394323,0.9609686353100136
nuclear_norm,platt,1024,80,0.7215189873417721,57,79,0.7380952380952381,1.0,0.47619047619047616,37,42,-0.008087986537189526,1.2531105182077291,0.7693602860798212,0.5485578383106285,0.8783871050507684,0.9372230817957742,0.8290081367056817,0.9888262292085422,0.9943974201538046,0.9609686353100136
nuclear_norm,beta,1024,80,0.7215189873417721,57,79,0.7380952380952381,1.0,0.47619047619047616,37,42,-0.006169002396998381,1.5573320098517056,0.8299260051047601,0.7808406370311138,0.9237868594795036,0.9611383144373673,0.8290081367056817,0.9889989773329334,0.9944842770667284,0.9609686353100136
