corruption,t_frac,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema
contrast/s5,0.0,0.1862235814332962,0.14510583877563477,0.1862235814332962,0.14510583877563477,0.25,0.3515625,5.265393257141113,5.492335319519043
contrast/s5,0.01282051282051282,0.31964921951293945,0.14686161279678345,0.2104827883568677,0.1454250704158436,0.2755681818181818,0.3586647727272727,5.09336705641313,5.494739185680043
contrast/s5,0.02564102564102564,0.3533589839935303,0.14232522249221802,0.23646027847262452,0.14486146170245712,0.2865444214876033,0.36305526859504134,4.877418395901514,5.500521116020265
contrast/s5,0.038461538461538464,0.4298493266105652,0.1661304235458374,0.2716219235886137,0.1487285456739808,0.3068886175807663,0.37232931066867014,4.604800731234761,5.4850640615782815
contrast/s5,0.05128205128205128,0.4510546922683716,0.16236095130443573,0.30424606334856963,0.15120716487951805,0.3249543234751724,0.37565579963800283,4.355304872685951,5.480319699452276
contrast/s5,0.0641025641025641,0.4354338049888611,0.148499995470047,0.3280983800104408,0.1507149522596142,0.34541717375241376,0.3698547451583659,4.157693902764224,5.4847005828992526
contrast/s5,0.07692307692307693,0.49722057580947876,0.16092868149280548,0.3588478701557204,0.15257199393837625,0.3564776876156112,0.3849947914932085,3.9228710587297,5.479775046064853
contrast/s5,0.08974358974358974,0.49754372239112854,0.16172240674495697,0.3840652978348855,0.15423570535775455,0.3712090171400455,0.39738210213080694,3.730569144986498,5.477089742168295
contrast/s5,0.10256410256410256,0.4906275272369385,0.15532362461090088,0.4034402486352588,0.1544335088583266,0.3846823776600372,0.40183535628884204,3.562267038688682,5.478003040777966
contrast/s5,0.11538461538461539,0.480124294757843,0.1401778757572174,0.4173828024757287,0.15184157556721584,0.38008103626730316,0.3983766551454162,3.4393032681933495,5.484303530639403
contrast/s5,0.1282051282051282,0.47608664631843567,0.14609681069850922,0.4280562286289481,0.15079707286381464,0.38767993876415713,0.39554680875534054,3.328876909233612,5.490054523337424
contrast/s5,0.14102564102564102,0.548079252243042,0.16420865058898926,0.4498785965587834,0.1532355415411191,0.4024199498979467,0.39465193443618773,3.1689127060100293,5.479005181292409
contrast/s5,0.15384615384615385,0.4911530911922455,0.1590479165315628,0.4573830501285037,0.15429233699392703,0.41163904991650185,0.3910788554477899,3.0781052577759613,5.474157336218559
contrast/s5,0.16666666666666666,0.582290768623352,0.16917479038238525,0.4800935444002943,0.15699823761001033,0.42770467720441063,0.40093951809364625,2.9361512174605613,5.469683909576103
contrast/s5,0.1794871794871795,0.5323598384857178,0.16004660725593567,0.4895965069612803,0.1575524866365422,0.42948564498542685,0.3948027875311651,2.847763953729051,5.458992825985739
contrast/s5,0.19230769230769232,0.537174642086029,0.17681822180747986,0.49824707698396187,0.1610553475767127,0.42668143680625836,0.39262273525277147,2.793497121976379,5.441710884224927
contrast/s5,0.20512820512820512,0.6068645715713501,0.1818171739578247,0.517995712363487,0.16483022510055123,0.43148935738693867,0.4022026924795402,2.6609849360692746,5.419346626388665
contrast/s5,0.21794871794871795,0.5555496215820312,0.16559290885925293,0.5248236958577678,0.1649688948748606,0.43684356513476796,0.4057794756650783,2.606017933144481,5.419727089015708
contrast/s5,0.23076923076923078,0.540192723274231,0.1379835605621338,0.5276180644789429,0.1600624704543648,0.4398038260193556,0.3916604800896095,2.565888079069672,5.446667824556664
contrast/s5,0.24358974358974358,0.5743259191513062,0.14979621767997742,0.5361104016920998,0.15819587904083982,0.4479076758340182,0.39431312007331687,2.492640315453533,5.447910694401564
contrast/s5,0.2564102564102564,0.5735217332839966,0.148707777261734,0.5429124619815355,0.15647076962645692,0.45595855295510573,0.39222209824180465,2.4549768883751115,5.461239523335832
contrast/s5,0.2692307692307692,0.6016025543212891,0.17819321155548096,0.5535833878614907,0.1604203045226431,0.47106836150872283,0.41039762583420375,2.388404509053957,5.449496811068495
contrast/s5,0.28205128205128205,0.6063677072525024,0.16720816493034363,0.5631805368416747,0.16165446096040684,0.4905332048707732,0.4281094211370758,2.3005026096319594,5.445503418095902
contrast/s5,0.2948717948717949,0.5956069231033325,0.16193558275699615,0.5690762434347034,0.16170557401433217,0.5064589858033599,0.4241349809303347,2.267186461325296,5.449513758676698
contrast/s5,0.3076923076923077,0.5464425086975098,0.14928670227527618,0.5649610189370318,0.15944759733450378,0.49960280656638534,0.4009968025793647,2.275109273549487,5.4536410289386055
contrast/s5,0.32051282051282054,0.6087570190429688,0.16518613696098328,0.5729239280472022,0.16049096817568187,0.509618205372497,0.4104746566558438,2.2093950474992963,5.449288442788813
contrast/s5,0.3333333333333333,0.5999247431755066,0.15933822095394135,0.5778331671614393,0.16028137777172904,0.5050285316684067,0.41112699180932677,2.1741869746069122,5.441804166591948
contrast/s5,0.34615384615384615,0.5998302698135376,0.16261357069015503,0.5818326403709116,0.16070541284780648,0.4856483440923327,0.39319481148035823,2.1352927277104428,5.439778519725354
contrast/s5,0.358974358974359,0.6019267439842224,0.2116936892271042,0.5854861137551499,0.16997600855313333,0.49251909971190855,0.3998298457566567,2.105484430596208,5.378863925057827
contrast/s5,0.3717948717948718,0.6254093647003174,0.16995500028133392,0.5927448866542713,0.1699721888673516,0.5066633543097434,0.4052585101645373,2.0605102435607603,5.378308172376192
contrast/s5,0.38461538461538464,0.6255161762237549,0.18402695655822754,0.5987033029396319,0.17252760117478358,0.5210768353443355,0.4210637810437123,2.0387695097808587,5.367384982665482
