corruption,n_refreshes,r_l,r_s,a_l,a_s,x_l,x_s,w_l,w_s,acc_l,acc_s,duo_acc,n
gaussian_blur,1,0.3467896580696106,0.11037881672382355,0.3467896580696106,0.11037881672382355,-0.3165903851237916,-1.0434387487091248,0.9482107162475586,0.051789283752441406,0.2265625,0.171875,0.21875,128
gaussian_blur,2,0.34246695041656494,0.1172439381480217,0.34246695041656494,0.1172439381480217,-0.48445512776318544,-1.5311154723715021,0.9850302338600159,0.01496976613998413,0.2578125,0.109375,0.2578125,128
gaussian_blur,3,0.35785630345344543,0.11797282844781876,0.35785630345344543,0.11797282844781876,-0.534567856991216,-1.771442002046794,0.9929488897323608,0.00705111026763916,0.2421875,0.1875,0.2421875,128
gaussian_blur,4,0.34167927503585815,0.10663512349128723,0.34167927503585815,0.10663512349128723,-0.5951937943771168,-1.9485120748306959,0.9955627918243408,0.00443720817565918,0.265625,0.1640625,0.265625,128
gaussian_blur,5,0.3466082215309143,0.1164969801902771,0.3466082215309143,0.1164969801902771,-0.6145878066283029,-1.9872707165179595,0.9958920478820801,0.004107952117919922,0.2265625,0.140625,0.2265625,128
gaussian_blur,6,0.3586800992488861,0.12994784116744995,0.3586800992488861,0.12994784116744995,-0.5978426507009913,-1.9443453654474263,0.9954406023025513,0.0045593976974487305,0.2890625,0.1875,0.2890625,128
gaussian_blur,7,0.3604046106338501,0.10540051758289337,0.3604046106338501,0.10540051758289337,-0.5857255521299924,-2.04147696556684,0.9970500469207764,0.002949953079223633,0.28125,0.1875,0.28125,128
gaussian_blur,8,0.3556414842605591,0.11606355011463165,0.3556414842605591,0.11606355011463165,-0.5900288340282436,-2.035862124720479,0.9969310164451599,0.003068983554840088,0.28125,0.1484375,0.28125,128
gaussian_blur,9,0.38872265815734863,0.1278206706047058,0.38872265815734863,0.1278206706047058,-0.5213567382710391,-1.9781144548882716,0.9970617890357971,0.002938210964202881,0.3203125,0.1640625,0.3203125,128
gaussian_blur,10,0.37457019090652466,0.1304614096879959,0.37457019090652466,0.1304614096879959,-0.5170083175782876,-1.9374998490283728,0.9966046810150146,0.0033953189849853516,0.296875,0.15625,0.296875,128
gaussian_blur,11,0.394309401512146,0.13759474456310272,0.394309401512146,0.13759474456310272,-0.47312086278198023,-1.8864562059717538,0.99650639295578,0.0034936070442199707,0.2734375,0.1953125,0.2734375,128
gaussian_blur,12,0.3625142574310303,0.12401027232408524,0.3625142574310303,0.12401027232408524,-0.518794485300631,-1.9207230834724405,0.9963439106941223,0.0036560893058776855,0.28125,0.1640625,0.28125,128
