global_idx,corruption,n,large_acc,large_nll,large_ent,large_acc_run,large_nll_run,large_ent_run,small_acc,small_nll,small_ent,small_acc_run,small_nll_run,small_ent_run,duo_acc,duo_nll,duo_ent,duo_acc_run,duo_nll_run,duo_ent_run,w_l,cmp_fixed_ts_acc,cmp_coca_ts_acc,cmp_proxy_weighted_nuclear_norm_acc
13,snow/s5,128,0.34375,3.353200912475586,2.6917829513549805,0.4095982142857143,3.1330906663622176,2.9706497532980785,0.4609375,2.8341405391693115,4.827044486999512,0.47154017857142855,3.0718840190342496,5.194275106702532,0.34375,4.466934680938721,0.8432210683822632,0.41183035714285715,3.9700334072113037,0.9354299349444253,0.9855616688728333,0.4453125,0.4453125,0.4453125
14,snow/s5,128,0.390625,3.236697196960449,2.6222710609436035,0.4083333333333333,3.1399977684020994,2.9474245071411134,0.5,2.883976936340332,4.799734115600586,0.4734375,3.0593568801879885,5.167972373962402,0.3984375,4.2990522384643555,0.865415632724762,0.4109375,3.9919679959615073,0.9307623147964478,0.9849728345870972,0.515625,0.515625,0.5078125
15,snow/s5,128,0.4453125,3.0003790855407715,2.8500099182128906,0.41064453125,3.1312716007232666,2.9413360953330994,0.4375,2.935173988342285,4.88749361038208,0.47119140625,3.051595449447632,5.150442451238632,0.4453125,3.792663097381592,0.9464116096496582,0.4130859375,3.9795114398002625,0.9317403957247734,0.9851241707801819,0.5234375,0.53125,0.5234375
16,snow/s5,128,0.453125,2.995297908782959,2.5799129009246826,0.4131433823529412,3.1232731482561897,2.920075907426722,0.453125,3.075381278991699,4.900638580322266,0.47012867647058826,3.0529946158914005,5.1357481058906105,0.453125,3.955693483352661,0.7683926820755005,0.41544117647058826,3.9781103835386387,0.9221317066865808,0.9879651069641113,0.5546875,0.546875,0.546875
17,snow/s5,128,0.4140625,3.05857253074646,2.5490622520446777,0.4131944444444444,3.119678669505649,2.899464037683275,0.5,2.8487696647644043,4.7181396484375,0.4717881944444444,3.041648785273234,5.1125476360321045,0.421875,4.054041862487793,0.7525009512901306,0.4157986111111111,3.9823287990358143,0.9127077758312225,0.9838162660598755,0.5390625,0.546875,0.5390625
18,snow/s5,128,0.3828125,3.142789602279663,2.5696263313293457,0.4115953947368421,3.120895034388492,2.8821041584014893,0.46875,2.8283355236053467,4.475349426269531,0.47162828947368424,3.03042177150124,5.079010888149864,0.390625,4.169177532196045,0.7415153980255127,0.4144736842105263,3.9921629428863525,0.9036976506835536,0.9785501956939697,0.53125,0.5078125,0.53125
19,snow/s5,128,0.375,3.08441162109375,2.6131391525268555,0.409765625,3.119070863723755,2.8686559081077574,0.46875,2.7977349758148193,4.424068927764893,0.471484375,3.0187874317169188,5.046263790130615,0.3828125,3.9776127338409424,0.8449585437774658,0.412890625,3.991435432434082,0.9007606953382492,0.9713648557662964,0.515625,0.5078125,0.515625
20,snow/s5,128,0.40625,3.3189358711242676,2.5595879554748535,0.4095982142857143,3.128588245028541,2.8539383865538097,0.4609375,2.914363145828247,4.621183395385742,0.47098214285714285,3.013814846674601,5.026021866571336,0.40625,4.430981636047363,0.7937312722206116,0.41257440476190477,4.012366204034715,0.8956640561421713,0.9782076478004456,0.4921875,0.484375,0.484375
21,snow/s5,128,0.40625,3.0608341693878174,2.4497056007385254,0.4094460227272727,3.125508514317599,2.8355641690167515,0.453125,2.8783631324768066,4.439352035522461,0.47017045454545453,3.0076579505747016,4.999355056069114,0.4140625,4.088720798492432,0.6857114434242249,0.41264204545454547,4.015836867419156,0.8861207555640828,0.97636479139328,0.5,0.484375,0.5
22,snow/s5,128,0.359375,3.2330820560455322,2.4781246185302734,0.40726902173913043,3.1301856248275093,2.8200233189956,0.46875,2.9678778648376465,4.504720687866211,0.4701086956521739,3.0059283816296123,4.977849213973336,0.359375,4.332653522491455,0.7577928900718689,0.41032608695652173,4.029611504596213,0.8805412831513778,0.9774486422538757,0.4765625,0.4765625,0.4765625
23,snow/s5,128,0.359375,3.709176540374756,2.771799087524414,0.4052734375,3.1543102463086448,2.818013976017634,0.40625,2.966947078704834,4.384321212768555,0.4674479166666667,3.004304160674413,4.953118880589803,0.3671875,4.874228477478027,0.9501299858093262,0.4085286458333333,4.0648038784662885,0.8834408124287924,0.9642826318740845,0.4296875,0.4375,0.4296875
24,snow/s5,128,0.46875,2.772573709487915,2.611215114593506,0.4078125,3.1390407848358155,2.8097420215606688,0.4609375,2.898135185241699,4.625235557556152,0.4671875,3.0000574016571044,4.940003547668457,0.46875,3.4924144744873047,0.8011091947555542,0.4109375,4.041908302307129,0.8801475477218628,0.9721593856811523,0.5703125,0.5625,0.5703125
25,snow/s5,128,0.4609375,3.0786659717559814,2.4624502658843994,0.4098557692307692,3.136718676640437,2.796384646342351,0.4921875,2.7768375873565674,4.0432329177856445,0.46814903846153844,2.9914720241840067,4.905512369596041,0.4609375,4.005250453948975,0.7883057594299316,0.4128605769230769,4.040498385062585,0.8766151712490962,0.9589722752571106,0.515625,0.515625,0.515625
26,snow/s5,128,0.4765625,2.818526029586792,2.391862630844116,0.4123263888888889,3.1249337637865984,2.781402349472046,0.5078125,2.5776631832122803,3.840214967727661,0.4696180555555556,2.976145770814684,4.866056910267583,0.484375,3.58133602142334,0.7417886257171631,0.41550925925925924,4.023492371594465,0.8716215954886543,0.949996292591095,0.5546875,0.5546875,0.5546875
27,snow/s5,128,0.4609375,2.8472506999969482,2.1000189781188965,0.4140625,3.1150165115083968,2.757067229066576,0.5390625,2.356776237487793,3.7968931198120117,0.4720982142857143,2.9540254303387234,4.827872489179883,0.46875,3.7443490028381348,0.6202148795127869,0.4174107142857143,4.013522965567453,0.8626427842038018,0.9525585770606995,0.5625,0.5625,0.5625
28,snow/s5,128,0.4296875,2.956516981124878,2.2307562828063965,0.4146012931034483,3.109551010460689,2.7389185757472596,0.4375,2.6929142475128174,4.151182174682617,0.4709051724137931,2.945021596448175,4.8045383404041155,0.4375,3.894317150115967,0.7253272533416748,0.41810344827586204,4.009412420207057,0.8579077658982113,0.9632489085197449,0.5234375,0.53125,0.5234375
29,snow/s5,128,0.5234375,2.7614707946777344,2.27665376663208,0.41822916666666665,3.0979483366012572,2.723509748776754,0.46875,2.7655959129333496,4.218387603759766,0.4708333333333333,2.939040740331014,4.784999982515971,0.5234375,3.617774248123169,0.6749143600463867,0.42161458333333335,3.996357814470927,0.8518079857031504,0.967979907989502,0.5390625,0.5546875,0.5390625
30,snow/s5,128,0.4140625,3.1032004356384277,2.311227321624756,0.4180947580645161,3.0981177591508433,2.710210315642818,0.59375,2.3198845386505127,3.602458953857422,0.4747983870967742,2.919067959631643,4.746853497720534,0.4296875,3.972942590713501,0.7562035918235779,0.421875,3.9956024846723004,0.8487239729973578,0.9442671537399292,0.5625,0.5546875,0.5625
31,snow/s5,128,0.5078125,2.389594554901123,2.027381420135498,0.4208984375,3.0759764090180397,2.6888719126582146,0.59375,1.9373116493225098,3.1269125938415527,0.478515625,2.8883880749344826,4.696230344474316,0.5234375,2.787226915359497,0.6740214824676514,0.425048828125,3.957840748131275,0.8432645201683044,0.9003301858901978,0.6484375,0.609375,0.6484375
32,snow/s5,128,0.46875,2.871591091156006,2.0595521926879883,0.42234848484848486,3.069782914537372,2.669801618113662,0.4453125,2.7136917114257812,3.6082372665405273,0.4775094696969697,2.883094245737249,4.663260857264201,0.4765625,3.715806484222412,0.6480708122253418,0.4266098484848485,3.9505063764976733,0.837349559321548,0.9284774661064148,0.546875,0.546875,0.546875
33,snow/s5,128,0.421875,2.9957783222198486,2.191669225692749,0.42233455882352944,3.067606308880974,2.6557389006895176,0.53125,2.309163808822632,3.5377140045166016,0.47909007352941174,2.8662139387691723,4.630156538065742,0.4375,3.736459970474243,0.6342096328735352,0.42693014705882354,3.9442108939675724,0.8313748556024888,0.9168063998222351,0.5234375,0.5234375,0.5234375
34,snow/s5,128,0.4453125,2.883176326751709,2.11464786529541,0.42299107142857145,3.0623368808201383,2.640279156821115,0.4453125,2.615133762359619,3.485201835632324,0.478125,2.859040219443185,4.597443546567645,0.4453125,3.709284543991089,0.6010379195213318,0.42745535714285715,3.9374987125396728,0.8247938002858843,0.9232075214385986,0.5390625,0.53125,0.5390625
35,snow/s5,128,0.375,3.366112470626831,2.5272891521453857,0.4216579861111111,3.070775091648102,2.637140545580122,0.4921875,2.7927610874176025,3.861912727355957,0.478515625,2.8571991324424744,4.577012134922875,0.3828125,4.1979660987854,0.8911185264587402,0.4262152777777778,3.9447339177131653,0.8266361537906859,0.9172359704971313,0.46875,0.4765625,0.46875
36,snow/s5,128,0.515625,2.7429380416870117,1.854475975036621,0.42419763513513514,3.0619146308383427,2.6159874490789465,0.5234375,2.3505866527557373,3.558307647705078,0.4797297297297297,2.8435069032617517,4.549479581214286,0.5234375,3.5580520629882812,0.5141850113868713,0.42884290540540543,3.934283056774655,0.8181915283203125,0.9207630157470703,0.609375,0.609375,0.609375
37,snow/s5,128,0.3828125,3.394659996032715,2.248526096343994,0.4231085526315789,3.070671087817142,2.6063174134806584,0.4921875,2.585869789123535,3.5328917503356934,0.4800575657894737,2.836726979205483,4.522727269875376,0.40625,4.289799690246582,0.7231500148773193,0.4282483552631579,3.943638757655495,0.8156904358612863,0.9088333249092102,0.4921875,0.4921875,0.4921875
38,snow/s5,128,0.4375,3.062126398086548,2.1418817043304443,0.4234775641025641,3.070451993208665,2.5944088055537295,0.4140625,2.8930909633636475,3.503180980682373,0.47836538461538464,2.838172209568513,4.4965850573319655,0.46875,3.921149492263794,0.6565002799034119,0.429286858974359,3.9430621098249388,0.8116086369905716,0.9152366518974304,0.5546875,0.5625,0.5546875
39,snow/s5,128,0.4296875,2.9464659690856934,2.0407090187072754,0.4236328125,3.0673523426055906,2.5805663108825683,0.484375,2.631676197052002,4.292593479156494,0.478515625,2.8330098092556,4.491485267877579,0.4296875,3.971860408782959,0.6244701743125916,0.429296875,3.9437820672988892,0.8069301754236221,0.9635331034660339,0.53125,0.5390625,0.5390625
40,snow/s5,128,0.4296875,3.1734750270843506,1.990565538406372,0.42378048780487804,3.0699407007636093,2.5661760481392464,0.40625,2.865889549255371,3.5139379501342773,0.4767530487804878,2.8338117541336434,4.467642650371644,0.421875,4.307103157043457,0.599306583404541,0.4291158536585366,3.9526435572926593,0.8018661853743763,0.9480441212654114,0.53125,0.5078125,0.53125
41,snow/s5,128,0.484375,3.2045085430145264,1.9618500471115112,0.4252232142857143,3.073144697007679,2.551787333829062,0.453125,2.4940896034240723,3.275873899459839,0.47619047619047616,2.825723131497701,4.439267203921363,0.484375,4.072786808013916,0.5848248600959778,0.4304315476190476,3.9555041108812605,0.7966985347725096,0.9060403108596802,0.5546875,0.53125,0.5546875
42,snow/s5,128,0.4140625,2.8536884784698486,1.9967708587646484,0.4249636627906977,3.068041064018427,2.5388799739438435,0.5234375,2.368190050125122,3.3834640979766846,0.4772892441860465,2.815082827279734,4.414713643317999,0.4453125,3.6629798412323,0.6081017255783081,0.43077761627906974,3.9487012208894243,0.7923125624656677,0.9167580008506775,0.5234375,0.515625,0.5234375
43,snow/s5,128,0.4765625,2.5252323150634766,2.1055655479431152,0.42613636363636365,3.055704501542178,2.5290319188074633,0.4765625,2.399688959121704,3.286118984222412,0.4772727272727273,2.80564205754887,4.38906376470219,0.5078125,2.946272611618042,0.7358738780021667,0.4325284090909091,3.9259187524968926,0.7910298650914972,0.8932608366012573,0.5625,0.578125,0.5625
44,snow/s5,128,0.4609375,2.722569704055786,1.9867993593215942,0.42690972222222223,3.0483015060424803,2.516982306374444,0.484375,2.3141090869903564,3.005484104156494,0.4774305555555556,2.7947191026475693,4.358317550023397,0.4921875,3.2274348735809326,0.6693090200424194,0.43385416666666665,3.9103968885209826,0.78832495742374,0.8764007091522217,0.578125,0.5703125,0.578125
45,snow/s5,128,0.4453125,2.8546142578125,1.925290584564209,0.4273097826086957,3.044090913689655,2.50411944285683,0.53125,2.254617691040039,3.013774871826172,0.47860054347826086,2.782977767612623,4.329088361366935,0.4921875,3.1914050579071045,0.6792877912521362,0.4351222826086957,3.894766631333724,0.7859545842460964,0.8400121331214905,0.59375,0.59375,0.59375
46,snow/s5,128,0.4375,3.0519979000091553,1.8846396207809448,0.4275265957446808,3.0442591474411334,2.4909390211105347,0.5625,2.2959165573120117,2.8894152641296387,0.48038563829787234,2.772614763138142,4.298457018872525,0.453125,3.374180555343628,0.6964403390884399,0.43550531914893614,3.8836903318445732,0.7840500258384867,0.8188864588737488,0.5703125,0.5625,0.5703125
47,snow/s5,128,0.484375,2.964099884033203,2.173215389251709,0.4287109375,3.042589162786802,2.4843197787801423,0.4765625,2.6236045360565186,3.1060950756073,0.4803059895833333,2.7695103834072747,4.2736161450545,0.515625,3.0180108547210693,0.8593936562538147,0.4371744791666667,3.8656553427378335,0.7856196848054727,0.775389552116394,0.5625,0.5703125,0.5625
