corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,duo_duo_acc_ema
impulse_noise/s5,128.0,0.3254408836364746,0.04480593279004097,0.3254408836364746,0.04480593279004097,0.3359375,0.15625,4.247856140136719,6.583068370819092,0.3359375
impulse_noise/s5,256.0,0.2801087498664856,0.03943865746259689,0.3171986774964766,0.04383006454868749,0.3259943181818182,0.1534090909090909,4.3068459250710225,6.589232834902676,0.3259943181818182
impulse_noise/s5,384.0,0.32737135887145996,0.04828020930290222,0.3190482559282918,0.04463918177672654,0.3349044421487603,0.16670971074380164,4.294405283021533,6.580371569010836,0.3349044421487603
impulse_noise/s5,512.0,0.3496883809566498,0.05244661867618561,0.32461918775162957,0.04605871575844636,0.3507172708489857,0.16054658151765588,4.255563547519881,6.566644086415027,0.3507172708489857
impulse_noise/s5,640.0,0.3641514778137207,0.04165172576904297,0.3318068768538279,0.0452574448512821,0.36081413069462465,0.1597653848780821,4.2056914001497665,6.57320841928053,0.36081413069462465
impulse_noise/s5,768.0,0.36047619581222534,0.05783526971936226,0.33701948030080925,0.04754432210002395,0.37333656147742017,0.16196713308206714,4.156489770233065,6.557898202644651,0.37333656147742017
impulse_noise/s5,896.0,0.39067789912223816,0.05233969911932945,0.34677555645015995,0.04841620883080676,0.38358218666334376,0.16234810888532764,4.085459774694196,6.549526300571342,0.38358218666334376
impulse_noise/s5,1024.0,0.3914327621459961,0.05317516624927521,0.3548950483948574,0.04928147381598284,0.3734990618154631,0.16123936181526805,4.015847953309811,6.542301248319024,0.3734990618154631
impulse_noise/s5,1152.0,0.4043601155281067,0.040888670831918716,0.36388869696453907,0.047755509637062085,0.3766128687581062,0.15749129603067386,3.95848153299922,6.553505781677967,0.3766128687581062
impulse_noise/s5,1280.0,0.4070017337799072,0.053978294134140015,0.3717274309309696,0.048886925000167156,0.3748991653475414,0.15868606038873312,3.8902534647435023,6.541555916765283,0.3748991653475414
impulse_noise/s5,1408.0,0.4175059199333191,0.05355619639158249,0.38005079256776036,0.049735883434969944,0.3777584080116248,0.17386814031805436,3.821522041097289,6.537214784865176,0.3777584080116248
impulse_noise/s5,1536.0,0.43736618757247925,0.04753568023443222,0.3904717734777092,0.04933584648941763,0.38577960655496574,0.17208529662386263,3.748452374015346,6.534155305714441,0.38577960655496574
impulse_noise/s5,1664.0,0.44025707244873047,0.07019490003585815,0.3995236460178949,0.05312840167967954,0.38808104172679014,0.17346751541952393,3.6650904975214558,6.5080907912344,0.38808104172679014
impulse_noise/s5,1792.0,0.46222057938575745,0.05880148708820343,0.41092308844841535,0.05415987175395661,0.3814413068673737,0.1646552398887014,3.5744697312234983,6.497741203792279,0.3814413068673737
impulse_noise/s5,1920.0,0.4652876853942871,0.05631392449140549,0.42080756062039204,0.054551517706220035,0.38027016016421483,0.1716497417271193,3.5026983396345224,6.491711471260177,0.38027016016421483
impulse_noise/s5,2048.0,0.46135884523391724,0.05733692646026611,0.4281805214592148,0.05505795566150114,0.3736301310434485,0.17027024323127943,3.4313209904432713,6.486602404264364,0.3736301310434485
impulse_noise/s5,2176.0,0.4917493164539337,0.0624624527990818,0.4397384841855273,0.05640422786833398,0.3809814708537306,0.17908474446195588,3.3505086508556183,6.481929295616599,0.3809814708537306
impulse_noise/s5,2304.0,0.4951617121696472,0.06880530714988708,0.44981543472809454,0.05865896955588909,0.3770530216075977,0.19055797274160025,3.276953925368242,6.4606587182586175,0.3770530216075977
impulse_noise/s5,2432.0,0.48619288206100464,0.06369796395301819,0.4564295160613509,0.059575150355367104,0.3852024722243981,0.18432015951585473,3.2217342336153867,6.449612971688246,0.3852024722243981
impulse_noise/s5,2560.0,0.5018196702003479,0.05858785659074783,0.4646822713593503,0.0593956423981636,0.38334747727450746,0.18063694869479024,3.165317948231037,6.4480433327595765,0.38334747727450746
impulse_noise/s5,2688.0,0.5157074928283691,0.06235445290803909,0.4739595843537174,0.059933607945413685,0.3889320268609606,0.18046432165937382,3.1035428390467183,6.440349957832453,0.3889320268609606
impulse_noise/s5,2816.0,0.4963819086551666,0.07443273067474365,0.4780363705903445,0.06256981207801914,0.3892398401589678,0.17890262681221494,3.0738862058436878,6.4159760541445205,0.3892398401589678
impulse_noise/s5,2944.0,0.5058062076568604,0.07493674755096436,0.48308543187516556,0.06481834580037281,0.38807123285733724,0.17620442193726676,3.040189588686228,6.396314843139284,0.38807123285733724
impulse_noise/s5,3072.0,0.49075329303741455,0.08719903975725174,0.4844795884501199,0.0688875628834417,0.3729105541560032,0.17967861794867282,3.0211358107927713,6.365135027853927,0.3729105541560032
impulse_noise/s5,3200.0,0.5362503528594971,0.0693308413028717,0.4938924547063703,0.0689681589597017,0.37471090794582085,0.1754188692307323,2.9580623050551473,6.367832742405166,0.37471090794582085
impulse_noise/s5,3328.0,0.5780420303344727,0.08461502194404602,0.5091923775478434,0.07181304313867339,0.3832861974102171,0.1832972566433264,2.869550683825194,6.347187499245917,0.3832861974102171
impulse_noise/s5,3456.0,0.5298480987548828,0.11237798631191254,0.5129479632218505,0.07918848735198959,0.3888818887901776,0.1925841190718125,2.8482725664125077,6.29616887464381,0.3888818887901776
impulse_noise/s5,3584.0,0.5864845514297485,0.0907444953918457,0.526318251986923,0.08128957972287251,0.3977215453737816,0.1859779156042102,2.749992829356372,6.275147539059601,0.3977215453737816
impulse_noise/s5,3712.0,0.5409712791442871,0.08965951204299927,0.5289824387428074,0.08281138559925919,0.3921699007603668,0.18341374913071742,2.7297755873694576,6.261303464131151,0.3921699007603668
impulse_noise/s5,3840.0,0.5426124334335327,0.0888572633266449,0.5314606195956665,0.0839106360951475,0.39472991880393643,0.17847488565240516,2.7085472017386736,6.245079636213395,0.39472991880393643
impulse_noise/s5,3968.0,0.5442554950714111,0.100692018866539,0.5337869605912564,0.08696179659903686,0.3883017517486752,0.1857976337156042,2.698818147441949,6.216606800911546,0.3883017517486752
impulse_noise/s5,4096.0,0.5538251399993896,0.06689919531345367,0.5374302659381897,0.083314050910749,0.3944059787034615,0.19320942758549434,2.6652424066672586,6.2445214215932,0.3944059787034615
impulse_noise/s5,4224.0,0.5289207100868225,0.09690916538238525,0.5358830739652138,0.08578588990559195,0.3937185280301049,0.1836486225699499,2.653720205161506,6.22145406961585,0.3937185280301049
